match_team_id,match_id,defending_team,zone,squad_size,raw_involvement,raw_involvement_density,raw_involvement_gini,raw_involvement_cc_unweighted,raw_involvement_cc_weighted,raw_involvement_centralization,raw_involvement_centralization_weighted,raw_involvement_assortativity,raw_involvement_kcore_max,raw_involvement_lcc_ratio,raw_fault,raw_fault_density,raw_fault_gini,raw_fault_cc_unweighted,raw_fault_cc_weighted,raw_fault_centralization,raw_fault_centralization_weighted,raw_fault_assortativity,raw_fault_kcore_max,raw_fault_lcc_ratio,raw_contribution,raw_contribution_density,raw_contribution_gini,raw_contribution_cc_unweighted,raw_contribution_cc_weighted,raw_contribution_centralization,raw_contribution_centralization_weighted,raw_contribution_assortativity,raw_contribution_kcore_max,raw_contribution_lcc_ratio,valued_involvement,valued_involvement_density,valued_involvement_gini,valued_involvement_cc_unweighted,valued_involvement_cc_weighted,valued_involvement_centralization,valued_involvement_centralization_weighted,valued_involvement_assortativity,valued_involvement_kcore_max,valued_involvement_lcc_ratio,valued_contribution,valued_contribution_density,valued_contribution_gini,valued_contribution_cc_unweighted,valued_contribution_cc_weighted,valued_contribution_centralization,valued_contribution_centralization_weighted,valued_contribution_assortativity,valued_contribution_kcore_max,valued_contribution_lcc_ratio,valued_fault,valued_fault_density,valued_fault_gini,valued_fault_cc_unweighted,valued_fault_cc_weighted,valued_fault_centralization,valued_fault_centralization_weighted,valued_fault_assortativity,valued_fault_kcore_max,valued_fault_lcc_ratio
3812_366,3812,366,high_press,15,38.09615201750102,0.580952380952381,0.2134775360153629,0.763682745825603,0.1818763345445884,0.2948717948717949,0.37698369634951184,-0.1349069748381255,6,1.0,35.600256647280546,0.580952380952381,0.21183639040327762,0.763682745825603,0.19774817025823857,0.2948717948717949,0.39572509032563036,-0.1349069748381255,6,1.0,2.495895370220481,0.13333333333333333,0.4768469157079891,0.34848484848484845,0.09481405387872198,0.17777777777777778,0.7569832290479979,-0.09803921568627605,2,1.0,0.0011936013591847359,0.580952380952381,0.49624132973554214,0.763682745825603,0.043643933799782875,0.2948717948717949,0.8125764232130174,-0.1349069748381255,6,1.0,1.161789265488907e-06,0.13333333333333333,0.5426858298371411,0.34848484848484845,0.03856752361327365,0.17777777777777778,0.806182054837599,-0.09803921568627605,2,1.0,0.0011924395699192468,0.5714285714285714,0.496878442213593,0.7638012780869924,0.04514233120587303,0.3076923076923077,0.8127662290204215,-0.16273528710984222,6,1.0
3812_366,3812,366,mid,15,70.69044237147195,0.6952380952380952,0.41096893475670027,0.7950257150257151,0.13165000744621574,0.2692307692307692,0.7183529896214934,-0.12194771617351166,8,1.0,57.203026761341484,0.5904761904761905,0.3427556871368036,0.8788655788655788,0.15494398812370375,0.24242424242424246,0.6837274442552452,-0.19414483821264647,8,1.0,13.487415610130459,0.6,0.400051650122607,0.7753823953823954,0.0950167486971086,0.29670329670329665,0.6467492097353357,-0.17619603267211123,8,1.0,0.016531242993755784,0.6952380952380952,0.4819610471671836,0.7950257150257151,0.08634348301452292,0.2692307692307692,0.7536618012688827,-0.12194771617351166,8,1.0,0.0005241314954299026,0.6,0.38427982554218,0.7753823953823954,0.12146331685217218,0.29670329670329665,0.7243883421170344,-0.17619603267211123,8,1.0,0.016007111498325677,0.5904761904761905,0.41164988622020937,0.8788655788655788,0.11510801488132809,0.24242424242424246,0.7160431688720773,-0.19414483821264647,8,1.0
3812_366,3812,366,own,15,108.09283171892426,0.5523809523809524,0.3954714911500532,0.868009768009768,0.09636803904410515,0.3030303030303031,0.6463282358116053,-0.3170271545044159,8,1.0,77.38446787364502,0.5238095238095238,0.4178114854798307,0.8724109224109224,0.09044593970070412,0.25,0.6678094289621246,-0.25743237584791656,8,1.0,30.708363845279234,0.45714285714285713,0.365668224572242,0.810989010989011,0.15515951399993683,0.356060606060606,0.6383450762333723,-0.3292053663570691,6,1.0,0.04459651386736063,0.5428571428571428,0.4947339253828549,0.8640970140970141,0.0902191821233333,0.31818181818181823,0.7262182460463932,-0.3037829058672251,8,1.0,0.010136761205174195,0.45714285714285713,0.39976210603537443,0.810989010989011,0.15476431196987492,0.356060606060606,0.5974996939827993,-0.3292053663570691,6,1.0,0.03445975266218559,0.5047619047619047,0.5326185753528645,0.8648462648462648,0.08041224848910243,0.28030303030303033,0.7628840511031442,-0.23698384201077335,8,1.0
3812_372,3812,372,high_press,15,55.738474955397585,0.4857142857142857,0.3520898963809911,0.8564824064824065,0.17176729133995483,0.4090909090909091,0.5856609089333403,-0.12096466458062946,7,1.0,50.11079686430026,0.4857142857142857,0.33804008403188246,0.8564824064824065,0.19238662206785612,0.4090909090909091,0.5663644788195131,-0.12096466458062946,7,1.0,5.627678091097318,0.19047619047619047,0.4985329690157394,0.6541125541125541,0.10902375953869393,0.41111111111111115,0.7670646954531267,-0.16222760290556976,3,1.0,0.002227260636468138,0.4857142857142857,0.4403705305482948,0.8564824064824065,0.11857468594532314,0.4090909090909091,0.6958808374942768,-0.12096466458062946,7,1.0,8.827728638639403e-06,0.19047619047619047,0.39769590029831425,0.6541125541125541,0.13201128053586905,0.41111111111111115,0.6616511017255612,-0.16222760290556976,3,1.0,0.0022184329078295422,0.47619047619047616,0.4425015887826489,0.8491119991119991,0.12125327117444708,0.42424242424242425,0.6963821335178128,-0.10353781239857252,7,1.0
3812_372,3812,372,mid,15,114.9964243893005,0.6761904761904762,0.37262130261219384,0.8727863406434835,0.16118367986882717,0.2564102564102564,0.6226843497983937,-0.2377756024798379,9,1.0,99.41359314430957,0.6761904761904762,0.3567139742572336,0.8727863406434835,0.16643793432857318,0.2564102564102564,0.6092822571335693,-0.2377756024798379,9,1.0,15.582831244990958,0.38095238095238093,0.4434043359027646,0.7165168165168165,0.15238695442243516,0.5757575757575758,0.7126952864684628,-0.33453561767358014,5,1.0,0.022989848918513522,0.6666666666666666,0.41068128353176814,0.8580621759193188,0.08656701935771301,0.2692307692307692,0.7117132055696179,-0.23387493845396315,8,1.0,0.0005141418351267621,0.38095238095238093,0.3772775416896932,0.7165168165168165,0.0941268493919415,0.5757575757575758,0.6892407127878538,-0.33453561767358014,5,1.0,0.02247570708338656,0.6571428571428571,0.41423147667095495,0.8544760794760794,0.08385929151905851,0.282051282051282,0.7116342697372176,-0.19933833954734953,8,1.0
3812_372,3812,372,own,15,81.84910205210068,0.6666666666666666,0.40273468246121746,0.8214881414881414,0.1252354560313369,0.38461538461538464,0.719647094140481,-0.33251016103308334,7,1.0,62.05649413377105,0.638095238095238,0.4004426944630286,0.8184337884337884,0.132863081127948,0.4175824175824176,0.7028155271301059,-0.32355093081863107,7,1.0,19.792607918329644,0.47619047619047616,0.3945279656811438,0.7989054596197454,0.18060651573934453,0.5256410256410257,0.7455561915457847,-0.43149284253578646,6,1.0,0.04070782789785088,0.6666666666666666,0.45971312341467474,0.8214881414881414,0.08277925650510615,0.38461538461538464,0.7398543475271138,-0.33251016103308334,7,1.0,0.007097441274878321,0.47619047619047616,0.43185230867243485,0.7989054596197454,0.05943091793312107,0.5256410256410257,0.652680770725216,-0.43149284253578646,6,1.0,0.03361038662297153,0.638095238095238,0.4848797636085429,0.8184337884337884,0.08580980965713168,0.4175824175824176,0.7507022028145266,-0.32355093081863107,7,1.0
3813_50,3813,50,high_press,16,65.76831536007177,0.6083333333333333,0.3301479062734396,0.8677318977318978,0.1390189508028422,0.3516483516483517,0.6020823252155708,-0.26557107205437425,8,1.0,62.323523923680796,0.6083333333333333,0.3353252729138696,0.8677318977318978,0.15398933017304406,0.3516483516483517,0.6001502868489779,-0.26557107205437425,8,1.0,3.444791436390983,0.13333333333333333,0.20087473224385022,0.5566666666666666,0.12234243889366654,0.38888888888888884,0.5002745518535664,0.011093502377179081,4,0.8,0.00266186384758483,0.6083333333333333,0.4188328960150258,0.8677318977318978,0.07030776525666495,0.3516483516483517,0.7185918447132763,-0.26557107205437425,8,1.0,3.5750377090142725e-06,0.13333333333333333,0.5358403253286603,0.5566666666666666,0.0712901647993672,0.38888888888888884,0.7455384947562042,0.011093502377179081,4,0.8,0.0026582888098759224,0.6083333333333333,0.4189503963865939,0.8677318977318978,0.07009160519093104,0.3516483516483517,0.7183926157164824,-0.26557107205437425,8,1.0
3813_50,3813,50,mid,16,83.04409347784032,0.6166666666666667,0.3552951145932659,0.833969733969734,0.1145350682436588,0.34065934065934067,0.7258597613710168,-0.208324968212541,8,1.0,69.90991385565346,0.5916666666666667,0.35490758074905493,0.820981610981611,0.13210656387958672,0.3736263736263737,0.7324189938696957,-0.2743435371265443,7,1.0,13.134179622186872,0.375,0.4219440371574814,0.7028282828282829,0.1160714448483615,0.49450549450549447,0.7405955913543422,-0.16015172945866024,5,1.0,0.011622402351299108,0.6166666666666667,0.3798111356973497,0.833969733969734,0.12885949912109654,0.34065934065934067,0.7563307016676448,-0.208324968212541,8,1.0,0.0012519798273207118,0.375,0.6577353252338634,0.7028282828282829,0.055451347384092006,0.49450549450549447,0.8459920591700107,-0.16015172945866024,5,1.0,0.010370422523977922,0.5916666666666667,0.3640377958940455,0.820981610981611,0.14929342157989425,0.3736263736263737,0.7418443033550359,-0.2743435371265443,7,1.0
3813_50,3813,50,own,16,52.149234487726524,0.525,0.45312161861958855,0.8731974374831518,0.10754416345515634,0.358974358974359,0.7705337802180333,-0.33508956796628037,8,1.0,44.928131153342555,0.5,0.3950118786852055,0.8883116883116884,0.13189124391024326,0.27272727272727276,0.725628751118954,-0.3079419508909495,8,1.0,7.22110333438396,0.20833333333333334,0.4839790930898997,0.8073593073593074,0.1801307865441419,0.6666666666666666,0.8244782713296457,-0.41309204647006265,4,1.0,0.07874658828753711,0.525,0.44420219679670225,0.8731974374831518,0.1561010166917438,0.358974358974359,0.7395294192301615,-0.33508956796628037,8,1.0,0.0019920497448145,0.20833333333333334,0.5289457193486276,0.8073593073593074,0.16386730115649728,0.6666666666666666,0.8143859085202854,-0.41309204647006265,4,1.0,0.07675453854272214,0.5,0.4016910964797351,0.8883116883116884,0.17554175324858218,0.27272727272727276,0.7110061643101756,-0.3079419508909495,8,1.0
3813_373,3813,373,high_press,17,96.34124381220177,0.5,0.48512461530321715,0.8276708476708478,0.09055439129876951,0.40659340659340665,0.8198580898117438,-0.38791107514554724,7,1.0,82.65314197071584,0.49264705882352944,0.493781842513936,0.824957264957265,0.09421093538471136,0.4175824175824176,0.8181078586552335,-0.37922212050794374,7,1.0,13.688101841485949,0.25,0.3700699991032783,0.7844576719576719,0.16568844459511178,0.47272727272727283,0.7790657917201903,-0.4473004215966262,5,1.0,0.0011637551890305094,0.5,0.45777718389870703,0.8276708476708478,0.09715417616899401,0.40659340659340665,0.7615042744510496,-0.38791107514554724,7,1.0,1.837010801930559e-05,0.25,0.509457277755138,0.7844576719576719,0.0889734358975527,0.47272727272727283,0.8787589193591442,-0.4473004215966262,5,1.0,0.0011453850810112037,0.49264705882352944,0.4565629885414517,0.824957264957265,0.0966047532788173,0.4175824175824176,0.7577707698873838,-0.37922212050794374,7,1.0
