match_name,team,player_name,mins_played
Netherlands vs Argentina,Netherlands,Tyrell Malacia,0
Netherlands vs Argentina,Netherlands,Vincent Janssen,0
Netherlands vs Argentina,Netherlands,Virgil van Dijk,127
Netherlands vs Argentina,Netherlands,Wout Weghorst,50
Netherlands vs Argentina,Netherlands,Xavi Simons,0
Netherlands vs Ecuador,Ecuador,Alan Steven Franco Palma,0
Netherlands vs Ecuador,Ecuador,Alexander Domínguez Carabalí,0
Netherlands vs Ecuador,Ecuador,Angelo Smit Preciado Quiñónez,96
Netherlands vs Ecuador,Ecuador,Carlos Armando Gruezo Arboleda,0
Netherlands vs Ecuador,Ecuador,Diego José Palacios Espinoza,0
Netherlands vs Ecuador,Ecuador,Djorkaeff Neicer Reasco González,0
Netherlands vs Ecuador,Ecuador,Eduar Ayrton Preciado García,0
Netherlands vs Ecuador,Ecuador,Enner Remberto Valencia Lastra,89
Netherlands vs Ecuador,Ecuador,Felix Eduardo Torres Caicedo,96
Netherlands vs Ecuador,Ecuador,Gonzalo Jordy Plata Jiménez,89
Netherlands vs Ecuador,Ecuador,Hernán Ismael Galíndez,96
Netherlands vs Ecuador,Ecuador,Jackson Gabriel Porozo Vernaza,96
Netherlands vs Ecuador,Ecuador,Jeremy Leonel Sarmiento Morante,23
Netherlands vs Ecuador,Ecuador,Jhegson Sebastián Méndez Carabalí,96
Netherlands vs Ecuador,Ecuador,José Adoni Cifuentes Charcopa,0
Netherlands vs Ecuador,Ecuador,Kevin José Rodríguez Cortez,7
Netherlands vs Ecuador,Ecuador,Michael Steveen Estrada Martínez,73
Netherlands vs Ecuador,Ecuador,Moisés Isaac Caicedo Corozo,96
Netherlands vs Ecuador,Ecuador,Pervis Josué Estupiñán Tenorio,96
Netherlands vs Ecuador,Ecuador,Piero Martín Hincapié Reyna,96
Netherlands vs Ecuador,Ecuador,Robert Abel Arboleda Escobar,0
Netherlands vs Ecuador,Ecuador,Romario Andrés Ibarra Mina,7
Netherlands vs Ecuador,Ecuador,Wellington Moisés Ramírez Preciado,0
Netherlands vs Ecuador,Ecuador,William Joel Pacho Tenorio,0
Netherlands vs Ecuador,Ecuador,Xavier Ricardo Arreaga Bermello,0
Netherlands vs Ecuador,Ecuador,Ángel Israel Mena Delgado,0
Netherlands vs Ecuador,Netherlands,Andries Noppert,96
Netherlands vs Ecuador,Netherlands,Cody Mathès Gakpo,78
Netherlands vs Ecuador,Netherlands,Daley Blind,96
Netherlands vs Ecuador,Netherlands,Davy Klaassen,68
Netherlands vs Ecuador,Netherlands,Denzel Dumfries,96
Netherlands vs Ecuador,Netherlands,Frenkie de Jong,96
Netherlands vs Ecuador,Netherlands,Jeremie Frimpong,0
Netherlands vs Ecuador,Netherlands,Jurriën David Norman Timber,96
Netherlands vs Ecuador,Netherlands,Justin Bijlow,0
Netherlands vs Ecuador,Netherlands,Kenneth Taylor,0
Netherlands vs Ecuador,Netherlands,Luuk de Jong,0
Netherlands vs Ecuador,Netherlands,Marten de Roon,17
Netherlands vs Ecuador,Netherlands,Matthijs de Ligt,0
Netherlands vs Ecuador,Netherlands,Memphis Depay,51
Netherlands vs Ecuador,Netherlands,Nathan Aké,96
Netherlands vs Ecuador,Netherlands,Noa Lang,0
Netherlands vs Ecuador,Netherlands,Remko Pasveer,0
Netherlands vs Ecuador,Netherlands,Stefan de Vrij,0
Netherlands vs Ecuador,Netherlands,Steven Berghuis,28
Netherlands vs Ecuador,Netherlands,Steven Bergwijn,45
Netherlands vs Ecuador,Netherlands,Teun Koopmeiners,79
Netherlands vs Ecuador,Netherlands,Tyrell Malacia,0
Netherlands vs Ecuador,Netherlands,Vincent Janssen,0
Netherlands vs Ecuador,Netherlands,Virgil van Dijk,96
Netherlands vs Ecuador,Netherlands,Wout Weghorst,18
Netherlands vs Ecuador,Netherlands,Xavi Simons,0
Netherlands vs Qatar,Netherlands,Andries Noppert,96
Netherlands vs Qatar,Netherlands,Cody Mathès Gakpo,82
Netherlands vs Qatar,Netherlands,Daley Blind,96
Netherlands vs Qatar,Netherlands,Davy Klaassen,65
Netherlands vs Qatar,Netherlands,Denzel Dumfries,96
Netherlands vs Qatar,Netherlands,Frenkie de Jong,85
Netherlands vs Qatar,Netherlands,Jeremie Frimpong,0
Netherlands vs Qatar,Netherlands,Jurriën David Norman Timber,96
Netherlands vs Qatar,Netherlands,Justin Bijlow,0
Netherlands vs Qatar,Netherlands,Kenneth Taylor,11
Netherlands vs Qatar,Netherlands,Luuk de Jong,0
Netherlands vs Qatar,Netherlands,Marten de Roon,82
Netherlands vs Qatar,Netherlands,Matthijs de Ligt,0
Netherlands vs Qatar,Netherlands,Memphis Depay,65
Netherlands vs Qatar,Netherlands,Nathan Aké,96
Netherlands vs Qatar,Netherlands,Noa Lang,0
Netherlands vs Qatar,Netherlands,Remko Pasveer,0
Netherlands vs Qatar,Netherlands,Stefan de Vrij,0
Netherlands vs Qatar,Netherlands,Steven Berghuis,31
Netherlands vs Qatar,Netherlands,Steven Bergwijn,0
Netherlands vs Qatar,Netherlands,Teun Koopmeiners,14
Netherlands vs Qatar,Netherlands,Tyrell Malacia,0
Netherlands vs Qatar,Netherlands,Vincent Janssen,31
Netherlands vs Qatar,Netherlands,Virgil van Dijk,96
Netherlands vs Qatar,Netherlands,Wout Weghorst,14
Netherlands vs Qatar,Netherlands,Xavi Simons,0
Netherlands vs Qatar,Qatar,Abdelkarim Hassan Al Haj Fadlalla,96
Netherlands vs Qatar,Qatar,Abdulaziz Hatem Mohammed Abdullah,84
Netherlands vs Qatar,Qatar,Ahmed Alaa Eldin Abdelmotaal,12
Netherlands vs Qatar,Qatar,Akram Hassan Afif,96
Netherlands vs Qatar,Qatar,Ali Assadalla Thaimn Qambar,33
Netherlands vs Qatar,Qatar,Almoez Ali Zainalabiddin Abdulla,64
Netherlands vs Qatar,Qatar,Assim Omer Al Haj Madibo,63
Netherlands vs Qatar,Qatar,Bassam Hisham Al Rawi,0
Netherlands vs Qatar,Qatar,Boualem Khoukhi,96
Netherlands vs Qatar,Qatar,Hassan Khalid Al Heidos,63
Netherlands vs Qatar,Qatar,Homam Alamin Ahmed,96
Netherlands vs Qatar,Qatar,Ismaeel Mohammad Mohammad,84
Netherlands vs Qatar,Qatar,Jassem Gaber Abdulsallam,0
Netherlands vs Qatar,Qatar,Karim Boudiaf,33
Netherlands vs Qatar,Qatar,Khalid Muneer Mazeed,0
Netherlands vs Qatar,Qatar,Meshaal Aissa Barsham,96
Netherlands vs Qatar,Qatar,Mohammed Muntari,32
Netherlands vs Qatar,Qatar,Mohammed Waed Abdulwahhab Al Bayati,0
Netherlands vs Qatar,Qatar,Mosaab Khoder Jibril,12
Netherlands vs Qatar,Qatar,Mostafa Taerk Mashaal,0
Netherlands vs Qatar,Qatar,Naif Abdulraheem Al Hadhrami,0
Netherlands vs Qatar,Qatar,Pedro Miguel Correia,96
Netherlands vs Qatar,Qatar,Saad Abdullah Al Sheeb,0
Netherlands vs Qatar,Qatar,Salem Ali Al Hajri,0
Netherlands vs Qatar,Qatar,Tarek Salman Salman,0
Netherlands vs Qatar,Qatar,Yousef Hassan Mohamed Ali,0
Netherlands vs United States,Netherlands,Andries Noppert,96
Netherlands vs United States,Netherlands,Cody Mathès Gakpo,92
Netherlands vs United States,Netherlands,Daley Blind,96
Netherlands vs United States,Netherlands,Davy Klaassen,45
Netherlands vs United States,Netherlands,Denzel Dumfries,96
Netherlands vs United States,Netherlands,Frenkie de Jong,96
Netherlands vs United States,Netherlands,Jeremie Frimpong,0
Netherlands vs United States,Netherlands,Jurriën David Norman Timber,96
Netherlands vs United States,Netherlands,Justin Bijlow,0
Netherlands vs United States,Netherlands,Kenneth Taylor,0
Netherlands vs United States,Netherlands,Luuk de Jong,0
Netherlands vs United States,Netherlands,Marten de Roon,45
Netherlands vs United States,Netherlands,Matthijs de Ligt,4
Netherlands vs United States,Netherlands,Memphis Depay,82
Netherlands vs United States,Netherlands,Nathan Aké,92
Netherlands vs United States,Netherlands,Noa Lang,0
Netherlands vs United States,Netherlands,Remko Pasveer,0
Netherlands vs United States,Netherlands,Stefan de Vrij,0
Netherlands vs United States,Netherlands,Steven Berghuis,0
Netherlands vs United States,Netherlands,Steven Bergwijn,51
Netherlands vs United States,Netherlands,Teun Koopmeiners,51
Netherlands vs United States,Netherlands,Tyrell Malacia,0
Netherlands vs United States,Netherlands,Vincent Janssen,0
Netherlands vs United States,Netherlands,Virgil van Dijk,96
Netherlands vs United States,Netherlands,Wout Weghorst,4
Netherlands vs United States,Netherlands,Xavi Simons,14
Netherlands vs United States,United States,Aaron Long,0
Netherlands vs United States,United States,Antonee Robinson,91
Netherlands vs United States,United States,Brenden Aaronson,30
Netherlands vs United States,United States,Cameron Carter-Vickers,0
Netherlands vs United States,United States,Christian Pulisic,96
Netherlands vs United States,United States,Cristian Roldán León,0
Netherlands vs United States,United States,DeAndre Yedlin,22
Netherlands vs United States,United States,Ethan Horvath,0
Netherlands vs United States,United States,Giovanni Reyna,51
Netherlands vs United States,United States,Haji Wright,30
Netherlands vs United States,United States,Jesus Ferreira,45
Netherlands vs United States,United States,Jordan Morris,5
Netherlands vs United States,United States,Joseph Scally,0
Netherlands vs United States,United States,Joshua Sargent,0
Netherlands vs United States,United States,Kellyn Kai Perry-Acosta,0
Netherlands vs United States,United States,Luca de la Torre,0
Netherlands vs United States,United States,Matthew Charles Turner,96
Netherlands vs United States,United States,Sean Johnson,0
Netherlands vs United States,United States,Sergino Dest,74
Netherlands vs United States,United States,Shaquell Moore,0
Netherlands vs United States,United States,Tim Ream,96
Netherlands vs United States,United States,Timothy Weah,66
Netherlands vs United States,United States,Tyler Adams,96
Netherlands vs United States,United States,Walker Zimmerman,96
Netherlands vs United States,United States,Weston McKennie,66
Netherlands vs United States,United States,Yunus Dimoara Musah,96
Poland vs Argentina,Argentina,Alejandro Darío Gómez,0
Poland vs Argentina,Argentina,Alexis Mac Allister,82
Poland vs Argentina,Argentina,Cristian Gabriel Romero,96
Poland vs Argentina,Argentina,Damián Emiliano Martínez,96
Poland vs Argentina,Argentina,Enzo Fernandez,78
Poland vs Argentina,Argentina,Exequiel Alejandro Palacios,0
Poland vs Argentina,Argentina,Franco Armani,0
Poland vs Argentina,Argentina,Germán Alejandro Pezzella,18
Poland vs Argentina,Argentina,Gerónimo Rulli,0
Poland vs Argentina,Argentina,Gonzalo Ariel Montiel,0
Poland vs Argentina,Argentina,Guido Rodríguez,0
Poland vs Argentina,Argentina,Juan Marcos Foyth,0
Poland vs Argentina,Argentina,Julián Álvarez,78
Poland vs Argentina,Argentina,Lautaro Javier Martínez,18
Poland vs Argentina,Argentina,Leandro Daniel Paredes,38
Poland vs Argentina,Argentina,Lionel Andrés Messi Cuccittini,96
Poland vs Argentina,Argentina,Lisandro Martínez,0
Poland vs Argentina,Argentina,Marcos Javier Acuña,58
Poland vs Argentina,Argentina,Nahuel Molina Lucero,96
Poland vs Argentina,Argentina,Nicolás Alejandro Tagliafico,38
Poland vs Argentina,Argentina,Nicolás Hernán Otamendi,96
Poland vs Argentina,Argentina,Paulo Bruno Exequiel Dybala,0
Poland vs Argentina,Argentina,Rodrigo Javier De Paul,96
Poland vs Argentina,Argentina,Thiago Ezequiel Almada,14
Poland vs Argentina,Argentina,Ángel Fabián Di María Hernández,58
Poland vs Argentina,Argentina,Ángel Martín Correa,0
Poland vs Argentina,Poland,Arkadiusz Milik,0
Poland vs Argentina,Poland,Artur Jędrzejczyk,24
Poland vs Argentina,Poland,Bartosz Bereszyński,72
Poland vs Argentina,Poland,Damian Szymański,35
Poland vs Argentina,Poland,Grzegorz Krychowiak,82
Poland vs Argentina,Poland,Jakub Kamiński,51
Poland vs Argentina,Poland,Jakub Piotr Kiwior,96
Poland vs Argentina,Poland,Jan Bednarek,0
Poland vs Argentina,Poland,Kamil Glik,96
Poland vs Argentina,Poland,Kamil Grabara,0
Poland vs Argentina,Poland,Kamil Grosicki,0
Poland vs Argentina,Poland,Karol Świderski,45
Poland vs Argentina,Poland,Krystian Bielik,61
Poland vs Argentina,Poland,Krzysztof Piątek,14
Poland vs Argentina,Poland,Mateusz Wieteska,0
Poland vs Argentina,Poland,Matty Cash,96
Poland vs Argentina,Poland,Michał Skóraś,51
Poland vs Argentina,Poland,Nicola Zalewski,0
Poland vs Argentina,Poland,Piotr Zieliński,96
Poland vs Argentina,Poland,Przemysław Frankowski,45
Poland vs Argentina,Poland,Robert Gumny,0
Poland vs Argentina,Poland,Robert Lewandowski,96
Poland vs Argentina,Poland,Sebastian Szymański,0
Poland vs Argentina,Poland,Szymon Żurkowski,0
Poland vs Argentina,Poland,Wojciech Szczęsny,96
Poland vs Argentina,Poland,Łukasz Skorupski,0
Poland vs Saudi Arabia,Poland,Arkadiusz Milik,70
Poland vs Saudi Arabia,Poland,Artur Jędrzejczyk,0
Poland vs Saudi Arabia,Poland,Bartosz Bereszyński,97
Poland vs Saudi Arabia,Poland,Damian Szymański,0
Poland vs Saudi Arabia,Poland,Grzegorz Krychowiak,97
Poland vs Saudi Arabia,Poland,Jakub Kamiński,35
Poland vs Saudi Arabia,Poland,Jakub Piotr Kiwior,97
Poland vs Saudi Arabia,Poland,Jan Bednarek,0
Poland vs Saudi Arabia,Poland,Kamil Glik,97
Poland vs Saudi Arabia,Poland,Kamil Grabara,0
Poland vs Saudi Arabia,Poland,Kamil Grosicki,0
Poland vs Saudi Arabia,Poland,Karol Świderski,0
Poland vs Saudi Arabia,Poland,Krystian Bielik,97
Poland vs Saudi Arabia,Poland,Krzysztof Piątek,27
Poland vs Saudi Arabia,Poland,Mateusz Wieteska,0
Poland vs Saudi Arabia,Poland,Matty Cash,97
Poland vs Saudi Arabia,Poland,Michał Skóraś,0
Poland vs Saudi Arabia,Poland,Nicola Zalewski,0
Poland vs Saudi Arabia,Poland,Piotr Zieliński,62
Poland vs Saudi Arabia,Poland,Przemysław Frankowski,97
Poland vs Saudi Arabia,Poland,Robert Gumny,0
Poland vs Saudi Arabia,Poland,Robert Lewandowski,97
Poland vs Saudi Arabia,Poland,Sebastian Szymański,0
Poland vs Saudi Arabia,Poland,Szymon Żurkowski,0
Poland vs Saudi Arabia,Poland,Wojciech Szczęsny,97
Poland vs Saudi Arabia,Poland,Łukasz Skorupski,0
Poland vs Saudi Arabia,Saudi Arabia,Abdulelah Al Amri,97
Poland vs Saudi Arabia,Saudi Arabia,Abdulelah Saad Hameed Al-Malki,84
Poland vs Saudi Arabia,Saudi Arabia,Abdullah Ibrahim Otayf,0
Poland vs Saudi Arabia,Saudi Arabia,Abdullah Mohammed Madu,0
Poland vs Saudi Arabia,Saudi Arabia,Abdulrahman Al-Obood,13
Poland vs Saudi Arabia,Saudi Arabia,Ali Al Hassan,0
Poland vs Saudi Arabia,Saudi Arabia,Ali Albulayhi,97
Poland vs Saudi Arabia,Saudi Arabia,Firas Tariq Nasser Al Albirakan,97
Poland vs Saudi Arabia,Saudi Arabia,Haitham Mohammed Asiri,0
Poland vs Saudi Arabia,Saudi Arabia,Hassan Mohammed Al-Tambakti,0
Poland vs Saudi Arabia,Saudi Arabia,Hattan Babhir,3
Poland vs Saudi Arabia,Saudi Arabia,Mohammed Al Burayk,64
Poland vs Saudi Arabia,Saudi Arabia,Mohammed Al Rubaie Al Yami,0
Poland vs Saudi Arabia,Saudi Arabia,Mohammed Kanoo,97
Poland vs Saudi Arabia,Saudi Arabia,Mohammed Khalil Al Owais,97
Poland vs Saudi Arabia,Saudi Arabia,Nasser Al Dawsari,12
Poland vs Saudi Arabia,Saudi Arabia,Nawaf Alaqidi,0
Poland vs Saudi Arabia,Saudi Arabia,Nawaf Shaker Al Abid,49
Poland vs Saudi Arabia,Saudi Arabia,Saleh Khalid Al Shehri,85
Poland vs Saudi Arabia,Saudi Arabia,Salem Mohammed Al Dawsari,97
Poland vs Saudi Arabia,Saudi Arabia,Sami Khalil Al Naji,45
Poland vs Saudi Arabia,Saudi Arabia,Saud Abdullah Abdul Hamid,97
Poland vs Saudi Arabia,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,33
Portugal vs Ghana,Ghana,Abdul Fatawu Issahaku,0
Portugal vs Ghana,Ghana,Abdul Manaf Nurudeen,0
Portugal vs Ghana,Ghana,Abdul Rahman Baba,100
Portugal vs Ghana,Ghana,Alexander Djiku,91
Portugal vs Ghana,Ghana,Alidu Seidu,65
Portugal vs Ghana,Ghana,André Ayew Pelé,76
Portugal vs Ghana,Ghana,Antoine Semenyo,9
Portugal vs Ghana,Ghana,Daniel Afriyie Barnieh,0
Portugal vs Ghana,Ghana,Daniel Amartey,100
Portugal vs Ghana,Ghana,Daniel-Kofi Kyereh,8
Portugal vs Ghana,Ghana,Denis Odoi,0
Portugal vs Ghana,Ghana,Elisha Owusu,0
Portugal vs Ghana,Ghana,Gideon Mensah,0
Portugal vs Ghana,Ghana,Ibrahim Danlad,0
Portugal vs Ghana,Ghana,Iñaki Williams Arthuer,100
Portugal vs Ghana,Ghana,Jordan Ayew,24
Portugal vs Ghana,Ghana,Joseph Aidoo,0
Portugal vs Ghana,Ghana,Kamal Sowah,0
Portugal vs Ghana,Ghana,Kamaldeen Sulemana,0
Portugal vs Ghana,Ghana,Lawrence Ati-Zigi,100
Portugal vs Ghana,Ghana,Mohamed Salisu,100
Portugal vs Ghana,Ghana,Mohammed Kudus,75
Portugal vs Ghana,Ghana,Osman Bukari,25
Portugal vs Ghana,Ghana,Salis Abdul Samed,92
Portugal vs Ghana,Ghana,Tariq Lamptey,35
Portugal vs Ghana,Ghana,Thomas Teye Partey,100
Portugal vs Ghana,Portugal,André Miguel Valente Silva,0
Portugal vs Ghana,Portugal,António João Pereira Albuquerque Tavares Silva,0
Portugal vs Ghana,Portugal,Bernardo Mota Veiga de Carvalho e Silva,87
Portugal vs Ghana,Portugal,Bruno Miguel Borges Fernandes,100
Portugal vs Ghana,Portugal,Cristiano Ronaldo dos Santos Aveiro,87
Portugal vs Ghana,Portugal,Danilo Luís Hélio Pereira,100
Portugal vs Ghana,Portugal,Diogo Meireles Costa,100
Portugal vs Ghana,Portugal,Gonçalo Matias Ramos,13
Portugal vs Ghana,Portugal,José Diogo Dalot Teixeira,0
Portugal vs Ghana,Portugal,José Pedro Malheiro de Sá,0
Portugal vs Ghana,Portugal,João Félix Sequeira,87
Portugal vs Ghana,Portugal,João Maria Lobo Alves Palhinha Gonçalves,13
Portugal vs Ghana,Portugal,João Mário Naval da Costa Eduardo,13
Portugal vs Ghana,Portugal,João Pedro Cavaco Cancelo,100
Portugal vs Ghana,Portugal,Kléper Laveran Lima Ferreira,0
Portugal vs Ghana,Portugal,Matheus Luiz Nunes,0
Portugal vs Ghana,Portugal,Otávio Edmilson da Silva Monteiro,55
Portugal vs Ghana,Portugal,Rafael Alexandre Conceição Leão,24
Portugal vs Ghana,Portugal,Raphaël Adelino José Guerreiro,100
Portugal vs Ghana,Portugal,Ricardo Jorge Luz Horta,0
Portugal vs Ghana,Portugal,Rui Pedro dos Santos Patrício,0
Portugal vs Ghana,Portugal,Rúben Diogo Da Silva Neves,76
Portugal vs Ghana,Portugal,Rúben Santos Gato Alves Dias,100
Portugal vs Ghana,Portugal,Vitor Machado Ferreira,0
Portugal vs Ghana,Portugal,William Silva de Carvalho,45
Portugal vs Switzerland,Portugal,André Miguel Valente Silva,0
Portugal vs Switzerland,Portugal,António João Pereira Albuquerque Tavares Silva,0
Portugal vs Switzerland,Portugal,Bernardo Mota Veiga de Carvalho e Silva,80
Portugal vs Switzerland,Portugal,Bruno Miguel Borges Fernandes,86
Portugal vs Switzerland,Portugal,Cristiano Ronaldo dos Santos Aveiro,22
Portugal vs Switzerland,Portugal,Diogo Meireles Costa,94
Portugal vs Switzerland,Portugal,Gonçalo Matias Ramos,72
Portugal vs Switzerland,Portugal,José Diogo Dalot Teixeira,94
Portugal vs Switzerland,Portugal,José Pedro Malheiro de Sá,0
Portugal vs Switzerland,Portugal,João Félix Sequeira,72
Portugal vs Switzerland,Portugal,João Maria Lobo Alves Palhinha Gonçalves,0
Portugal vs Switzerland,Portugal,João Mário Naval da Costa Eduardo,0
Portugal vs Switzerland,Portugal,João Pedro Cavaco Cancelo,0
Portugal vs Switzerland,Portugal,Kléper Laveran Lima Ferreira,94
Portugal vs Switzerland,Portugal,Matheus Luiz Nunes,0
Portugal vs Switzerland,Portugal,Otávio Edmilson da Silva Monteiro,73
Portugal vs Switzerland,Portugal,Rafael Alexandre Conceição Leão,8
Portugal vs Switzerland,Portugal,Raphaël Adelino José Guerreiro,94
Portugal vs Switzerland,Portugal,Ricardo Jorge Luz Horta,22
Portugal vs Switzerland,Portugal,Rui Pedro dos Santos Patrício,0
Portugal vs Switzerland,Portugal,Rúben Diogo Da Silva Neves,14
Portugal vs Switzerland,Portugal,Rúben Santos Gato Alves Dias,94
Portugal vs Switzerland,Portugal,Vitor Machado Ferreira,21
Portugal vs Switzerland,Portugal,William Silva de Carvalho,94
Portugal vs Switzerland,Switzerland,Ardon Jashari,6
Portugal vs Switzerland,Switzerland,Breel-Donald Embolo,88
Portugal vs Switzerland,Switzerland,Christian Fassnacht,0
Portugal vs Switzerland,Switzerland,Denis Lemi Zakaria Lako Lado,41
Portugal vs Switzerland,Switzerland,Djibril Sow,53
Portugal vs Switzerland,Switzerland,Edimilson Fernandes,94
Portugal vs Switzerland,Switzerland,Eray Ervin Cömert,49
Portugal vs Switzerland,Switzerland,Fabian Frei,0
Portugal vs Switzerland,Switzerland,Fabian Lukas Schär,45
Portugal vs Switzerland,Switzerland,Fabian Rieder,0
Portugal vs Switzerland,Switzerland,Granit Xhaka,94
Portugal vs Switzerland,Switzerland,Gregor Kobel,0
Portugal vs Switzerland,Switzerland,Haris Seferović,41
Portugal vs Switzerland,Switzerland,Jonas Omlin,0
Portugal vs Switzerland,Switzerland,Manuel Obafemi Akanji,94
Portugal vs Switzerland,Switzerland,Michel Aebischer,0
Portugal vs Switzerland,Switzerland,Nico Elvedi,0
Portugal vs Switzerland,Switzerland,Noah Okafor,29
Portugal vs Switzerland,Switzerland,Philipp Köhn,0
Portugal vs Switzerland,Switzerland,Remo Freuler,53
Portugal vs Switzerland,Switzerland,Renato Steffen,0
Portugal vs Switzerland,Switzerland,Ricardo Iván Rodríguez Araya,94
Portugal vs Switzerland,Switzerland,Ruben Vargas,65
Portugal vs Switzerland,Switzerland,Xherdan Shaqiri,94
Portugal vs Switzerland,Switzerland,Yann Sommer,94
Portugal vs Uruguay,Portugal,André Miguel Valente Silva,0
Portugal vs Uruguay,Portugal,António João Pereira Albuquerque Tavares Silva,0
Portugal vs Uruguay,Portugal,Bernardo Mota Veiga de Carvalho e Silva,100
Portugal vs Uruguay,Portugal,Bruno Miguel Borges Fernandes,100
Portugal vs Uruguay,Portugal,Cristiano Ronaldo dos Santos Aveiro,82
Portugal vs Uruguay,Portugal,Diogo Meireles Costa,100
Portugal vs Uruguay,Portugal,Gonçalo Matias Ramos,18
Portugal vs Uruguay,Portugal,José Diogo Dalot Teixeira,0
Portugal vs Uruguay,Portugal,José Pedro Malheiro de Sá,0
Portugal vs Uruguay,Portugal,João Félix Sequeira,82
Portugal vs Uruguay,Portugal,João Maria Lobo Alves Palhinha Gonçalves,18
Portugal vs Uruguay,Portugal,João Mário Naval da Costa Eduardo,0
Portugal vs Uruguay,Portugal,João Pedro Cavaco Cancelo,100
Portugal vs Uruguay,Portugal,Kléper Laveran Lima Ferreira,100
Portugal vs Uruguay,Portugal,Matheus Luiz Nunes,18
Portugal vs Uruguay,Portugal,Nuno Mendes,41
Portugal vs Uruguay,Portugal,Rafael Alexandre Conceição Leão,32
Portugal vs Uruguay,Portugal,Raphaël Adelino José Guerreiro,59
Portugal vs Uruguay,Portugal,Ricardo Jorge Luz Horta,0
Portugal vs Uruguay,Portugal,Rui Pedro dos Santos Patrício,0
Portugal vs Uruguay,Portugal,Rúben Diogo Da Silva Neves,68
Portugal vs Uruguay,Portugal,Rúben Santos Gato Alves Dias,100
Portugal vs Uruguay,Portugal,Vitor Machado Ferreira,0
Portugal vs Uruguay,Portugal,William Silva de Carvalho,82
Portugal vs Uruguay,Uruguay,Agustín Canobbio Graviz,0
Portugal vs Uruguay,Uruguay,Carlos Sebastián Sosa Silva,0
Portugal vs Uruguay,Uruguay,Darwin Gabriel Núñez Ribeiro,71
Portugal vs Uruguay,Uruguay,Diego Nicolás De La Cruz Arcosa,0
Portugal vs Uruguay,Uruguay,Diego Roberto Godín Leal,61
Portugal vs Uruguay,Uruguay,Edinson Roberto Cavani Gómez,72
Portugal vs Uruguay,Uruguay,Facundo Daniel Torres Pérez,0
Portugal vs Uruguay,Uruguay,Facundo Pellistri Rebollo,39
Portugal vs Uruguay,Uruguay,Federico Santiago Valverde Dipetta,100
Portugal vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,39
Portugal vs Uruguay,Uruguay,Guillermo Varela Olivera,100
Portugal vs Uruguay,Uruguay,José Luis Rodríguez Bebanz,0
Portugal vs Uruguay,Uruguay,José Martín Cáceres Silva,0
Portugal vs Uruguay,Uruguay,José María Giménez de Vargas,100
Portugal vs Uruguay,Uruguay,Lucas Torreira Di Pascua,0
Portugal vs Uruguay,Uruguay,Luis Alberto Suárez Díaz,28
Portugal vs Uruguay,Uruguay,Manuel Ugarte Ribeiro,0
Portugal vs Uruguay,Uruguay,Mathías Olivera Miramontes,85
Portugal vs Uruguay,Uruguay,Matías Nicolás Viña Susperreguy,15
Portugal vs Uruguay,Uruguay,Matías Vecino Falero,61
Portugal vs Uruguay,Uruguay,Maximiliano Gómez González,29
Portugal vs Uruguay,Uruguay,Néstor Fernando Muslera Micol,0
Portugal vs Uruguay,Uruguay,Rodrigo Bentancur Colmán,100
Portugal vs Uruguay,Uruguay,Sebastián Coates Nión,100
Portugal vs Uruguay,Uruguay,Sergio Rochet Álvarez,100
Qatar vs Ecuador,Ecuador,Alan Steven Franco Palma,6
Qatar vs Ecuador,Ecuador,Alexander Domínguez Carabalí,0
Qatar vs Ecuador,Ecuador,Angelo Smit Preciado Quiñónez,95
Qatar vs Ecuador,Ecuador,Carlos Armando Gruezo Arboleda,0
Qatar vs Ecuador,Ecuador,Diego José Palacios Espinoza,0
Qatar vs Ecuador,Ecuador,Djorkaeff Neicer Reasco González,0
Qatar vs Ecuador,Ecuador,Eduar Ayrton Preciado García,0
Qatar vs Ecuador,Ecuador,Enner Remberto Valencia Lastra,75
Qatar vs Ecuador,Ecuador,Felix Eduardo Torres Caicedo,95
Qatar vs Ecuador,Ecuador,Gonzalo Jordy Plata Jiménez,95
Qatar vs Ecuador,Ecuador,Hernán Ismael Galíndez,95
Qatar vs Ecuador,Ecuador,Jackson Gabriel Porozo Vernaza,0
Qatar vs Ecuador,Ecuador,Jeremy Leonel Sarmiento Morante,28
Qatar vs Ecuador,Ecuador,Jhegson Sebastián Méndez Carabalí,95
Qatar vs Ecuador,Ecuador,José Adoni Cifuentes Charcopa,20
Qatar vs Ecuador,Ecuador,Kevin José Rodríguez Cortez,6
Qatar vs Ecuador,Ecuador,Michael Steveen Estrada Martínez,89
Qatar vs Ecuador,Ecuador,Moisés Isaac Caicedo Corozo,89
Qatar vs Ecuador,Ecuador,Pervis Josué Estupiñán Tenorio,95
Qatar vs Ecuador,Ecuador,Piero Martín Hincapié Reyna,95
Qatar vs Ecuador,Ecuador,Robert Abel Arboleda Escobar,0
Qatar vs Ecuador,Ecuador,Romario Andrés Ibarra Mina,67
Qatar vs Ecuador,Ecuador,Wellington Moisés Ramírez Preciado,0
Qatar vs Ecuador,Ecuador,William Joel Pacho Tenorio,0
Qatar vs Ecuador,Ecuador,Xavier Ricardo Arreaga Bermello,0
Qatar vs Ecuador,Ecuador,Ángel Israel Mena Delgado,0
