match_name,team,player_name,mins_played
Croatia vs Morocco,Morocco,Yahia Attiyat allah,96
Croatia vs Morocco,Morocco,Yahya Jabrane,0
Croatia vs Morocco,Morocco,Yassine Bounou,96
Croatia vs Morocco,Morocco,Youssef En-Nesyri,96
Croatia vs Morocco,Morocco,Zakaria Aboukhlal,0
Denmark vs Tunisia,Denmark,Alexander Hartmann Bah,0
Denmark vs Tunisia,Denmark,Andreas Christensen,97
Denmark vs Tunisia,Denmark,Andreas Evald Cornelius,33
Denmark vs Tunisia,Denmark,Andreas Skov Olsen,64
Denmark vs Tunisia,Denmark,Christian Dannemann Eriksen,97
Denmark vs Tunisia,Denmark,Christian Nørgaard,0
Denmark vs Tunisia,Denmark,Daniel Wass,0
Denmark vs Tunisia,Denmark,Frederik Rønnow,0
Denmark vs Tunisia,Denmark,Jens Stryger Larsen,0
Denmark vs Tunisia,Denmark,Jesper Lindstrøm,33
Denmark vs Tunisia,Denmark,Joachim Andersen,97
Denmark vs Tunisia,Denmark,Joakim Mæhle,97
Denmark vs Tunisia,Denmark,Jonas Older Wind,0
Denmark vs Tunisia,Denmark,Kasper Dolberg,64
Denmark vs Tunisia,Denmark,Kasper Schmeichel,97
Denmark vs Tunisia,Denmark,Martin Braithwaite Christensen,0
Denmark vs Tunisia,Denmark,Mathias Jensen,34
Denmark vs Tunisia,Denmark,Mikkel Damsgaard,52
Denmark vs Tunisia,Denmark,Oliver Christensen,0
Denmark vs Tunisia,Denmark,Pierre-Emile Højbjerg,97
Denmark vs Tunisia,Denmark,Rasmus Nissen Kristensen,97
Denmark vs Tunisia,Denmark,Robert Skov,0
Denmark vs Tunisia,Denmark,Simon Thorup Kjær,63
Denmark vs Tunisia,Denmark,Thomas Delaney,45
Denmark vs Tunisia,Denmark,Victor Nelsson,0
Denmark vs Tunisia,Denmark,Yussuf Yurary Poulsen,0
Denmark vs Tunisia,Tunisia,Ali Abdi,97
Denmark vs Tunisia,Tunisia,Ali Maâloul,0
Denmark vs Tunisia,Tunisia,Anis Ben Slimane,66
Denmark vs Tunisia,Tunisia,Aymen Dahmen,97
Denmark vs Tunisia,Tunisia,Aymen Mathlouthi,0
Denmark vs Tunisia,Tunisia,Aïssa Bilal Laïdouni,87
Denmark vs Tunisia,Tunisia,Bechir Ben Said,0
Denmark vs Tunisia,Tunisia,Bilel Ifa,0
Denmark vs Tunisia,Tunisia,Dylan Daniel Mahmoud Bronn,97
Denmark vs Tunisia,Tunisia,Ellyes Joris Skhiri,97
Denmark vs Tunisia,Tunisia,Ferjani Sassi,10
Denmark vs Tunisia,Tunisia,Ghilane Chalali,0
Denmark vs Tunisia,Tunisia,Hannibal Mejbri,18
Denmark vs Tunisia,Tunisia,Issam Jebali,80
Denmark vs Tunisia,Tunisia,Mohamed Ali Ben Romdhane,0
Denmark vs Tunisia,Tunisia,Mohamed Dräger,87
Denmark vs Tunisia,Tunisia,Montassar Omar Talbi,97
Denmark vs Tunisia,Tunisia,Mouez Hassen,0
Denmark vs Tunisia,Tunisia,Nader Ghandri,0
Denmark vs Tunisia,Tunisia,Naïm Sliti,31
Denmark vs Tunisia,Tunisia,Seifeddine Jaziri,0
Denmark vs Tunisia,Tunisia,Taha Yassine Khenissi,17
Denmark vs Tunisia,Tunisia,Wahbi Khazri,0
Denmark vs Tunisia,Tunisia,Wajdi Kechrida,10
Denmark vs Tunisia,Tunisia,Yassine Meriah,97
Denmark vs Tunisia,Tunisia,Youssef Msakni,79
Ecuador vs Senegal,Ecuador,Alan Steven Franco Palma,45
Ecuador vs Senegal,Ecuador,Alexander Domínguez Carabalí,0
Ecuador vs Senegal,Ecuador,Angelo Smit Preciado Quiñónez,84
Ecuador vs Senegal,Ecuador,Carlos Armando Gruezo Arboleda,45
Ecuador vs Senegal,Ecuador,Diego José Palacios Espinoza,0
Ecuador vs Senegal,Ecuador,Djorkaeff Neicer Reasco González,33
Ecuador vs Senegal,Ecuador,Eduar Ayrton Preciado García,0
Ecuador vs Senegal,Ecuador,Enner Remberto Valencia Lastra,96
Ecuador vs Senegal,Ecuador,Felix Eduardo Torres Caicedo,96
Ecuador vs Senegal,Ecuador,Gonzalo Jordy Plata Jiménez,96
Ecuador vs Senegal,Ecuador,Hernán Ismael Galíndez,96
Ecuador vs Senegal,Ecuador,Jackson Gabriel Porozo Vernaza,12
Ecuador vs Senegal,Ecuador,Jeremy Leonel Sarmiento Morante,51
Ecuador vs Senegal,Ecuador,José Adoni Cifuentes Charcopa,51
Ecuador vs Senegal,Ecuador,Kevin José Rodríguez Cortez,0
Ecuador vs Senegal,Ecuador,Michael Steveen Estrada Martínez,63
Ecuador vs Senegal,Ecuador,Moisés Isaac Caicedo Corozo,96
Ecuador vs Senegal,Ecuador,Pervis Josué Estupiñán Tenorio,96
Ecuador vs Senegal,Ecuador,Piero Martín Hincapié Reyna,96
Ecuador vs Senegal,Ecuador,Robert Abel Arboleda Escobar,0
Ecuador vs Senegal,Ecuador,Romario Andrés Ibarra Mina,0
Ecuador vs Senegal,Ecuador,Wellington Moisés Ramírez Preciado,0
Ecuador vs Senegal,Ecuador,William Joel Pacho Tenorio,0
Ecuador vs Senegal,Ecuador,Xavier Ricardo Arreaga Bermello,0
Ecuador vs Senegal,Ecuador,Ángel Israel Mena Delgado,0
Ecuador vs Senegal,Senegal,Abdou Diallo,96
Ecuador vs Senegal,Senegal,Alfred Benjamin Gomis,0
Ecuador vs Senegal,Senegal,Boulaye Dia,94
Ecuador vs Senegal,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,22
Ecuador vs Senegal,Senegal,Cheikhou Kouyaté,0
Ecuador vs Senegal,Senegal,Edouard Mendy,96
Ecuador vs Senegal,Senegal,Famara Diedhiou,0
Ecuador vs Senegal,Senegal,Fodé Ballo Touré,0
Ecuador vs Senegal,Senegal,Formose Mendy,0
Ecuador vs Senegal,Senegal,Idrissa Gana Gueye,96
Ecuador vs Senegal,Senegal,Iliman Ndiaye,74
Ecuador vs Senegal,Senegal,Ismail Jakobs,96
Ecuador vs Senegal,Senegal,Ismaïla Sarr,96
Ecuador vs Senegal,Senegal,Kalidou Koulibaly,96
Ecuador vs Senegal,Senegal,Krépin Diatta,0
Ecuador vs Senegal,Senegal,Mamadou Loum N''Diaye,0
Ecuador vs Senegal,Senegal,Moussa N''Diaye,0
Ecuador vs Senegal,Senegal,Moustapha Name,0
Ecuador vs Senegal,Senegal,Nampalys Mendy,23
Ecuador vs Senegal,Senegal,Nicolas Jackson,0
Ecuador vs Senegal,Senegal,Pape Abou Cissé,2
Ecuador vs Senegal,Senegal,Pape Gueye,96
Ecuador vs Senegal,Senegal,Pape Matar Sarr,0
Ecuador vs Senegal,Senegal,Pathé Ismaël Ciss,73
Ecuador vs Senegal,Senegal,Timothy Dieng,0
Ecuador vs Senegal,Senegal,Youssouf Sabaly,96
England vs France,England,Aaron Ramsdale,0
England vs France,England,Bukayo Saka,78
England vs France,England,Callum Wilson,0
England vs France,England,Conor Coady,0
England vs France,England,Conor Gallagher,0
England vs France,England,Declan Rice,100
England vs France,England,Eric Dier,0
England vs France,England,Harry Kane,100
England vs France,England,Harry Maguire,100
England vs France,England,Jack Grealish,3
England vs France,England,James Maddison,0
England vs France,England,John Stones,97
England vs France,England,Jordan Brian Henderson,78
England vs France,England,Jordan Pickford,100
England vs France,England,Jude Bellingham,100
England vs France,England,Kalvin Phillips,0
England vs France,England,Kieran Trippier,0
England vs France,England,Kyle Walker,100
England vs France,England,Luke Shaw,100
England vs France,England,Marcus Rashford,16
England vs France,England,Mason Mount,22
England vs France,England,Nick Pope,0
England vs France,England,Philip Foden,84
England vs France,England,Raheem Sterling,22
England vs France,England,Trent Alexander-Arnold,0
England vs France,France,Adrien Rabiot,100
England vs France,France,Alphonse Areola,0
England vs France,France,Antoine Griezmann,100
England vs France,France,Aurélien Djani Tchouaméni,100
England vs France,France,Axel Disasi,0
England vs France,France,Benjamin Pavard,0
England vs France,France,Dayotchanculle Upamecano,100
England vs France,France,Eduardo Camavinga,0
England vs France,France,Hugo Lloris,100
England vs France,France,Ibrahima Konaté,0
England vs France,France,Jordan Veretout,0
England vs France,France,Jules Koundé,100
England vs France,France,Kingsley Coman,22
England vs France,France,Kylian Mbappé Lottin,100
England vs France,France,Marcus Thuram,0
England vs France,France,Mattéo Guendouzi Olié,0
England vs France,France,Olivier Giroud,100
England vs France,France,Ousmane Dembélé,78
England vs France,France,Randal Kolo Muani,0
England vs France,France,Raphaël Varane,100
England vs France,France,Steve Mandanda,0
England vs France,France,Theo Bernard François Hernández,100
England vs France,France,William Saliba,0
England vs France,France,Youssouf Fofana,0
England vs Iran,England,Aaron Ramsdale,0
England vs Iran,England,Ben White,0
England vs Iran,England,Bukayo Saka,70
England vs Iran,England,Callum Wilson,28
England vs Iran,England,Conor Coady,0
England vs Iran,England,Conor Gallagher,0
England vs Iran,England,Declan Rice,103
England vs Iran,England,Eric Dier,33
England vs Iran,England,Harry Kane,75
England vs Iran,England,Harry Maguire,70
England vs Iran,England,Jack Grealish,33
England vs Iran,England,James Maddison,0
England vs Iran,England,John Stones,103
England vs Iran,England,Jordan Brian Henderson,0
England vs Iran,England,Jordan Pickford,103
England vs Iran,England,Jude Bellingham,103
England vs Iran,England,Kalvin Phillips,0
England vs Iran,England,Kieran Trippier,103
England vs Iran,England,Kyle Walker,0
England vs Iran,England,Luke Shaw,103
England vs Iran,England,Marcus Rashford,33
England vs Iran,England,Mason Mount,70
England vs Iran,England,Nick Pope,0
England vs Iran,England,Philip Foden,33
England vs Iran,England,Raheem Sterling,70
England vs Iran,England,Trent Alexander-Arnold,0
England vs Iran,Iran,Abolfazl Jalali,0
England vs Iran,Iran,Ahmad Nourollahi,76
England vs Iran,Iran,Ali Gholizadeh,58
England vs Iran,Iran,Ali Karimi,45
England vs Iran,Iran,Alireza Jahanbakhsh,45
England vs Iran,Iran,Alireza Safar Beiranvand,19
England vs Iran,Iran,Amir Abedzadeh,0
England vs Iran,Iran,Ehsan Hajsafi,103
England vs Iran,Iran,Karim Ansarifard,0
England vs Iran,Iran,Mehdi Taremi,103
England vs Iran,Iran,Mehdi Torabi,41
England vs Iran,Iran,Milad Mohammadi,62
England vs Iran,Iran,Mohammad Hossein Kanani Zadegan,58
England vs Iran,Iran,Morteza Pouraliganji,103
England vs Iran,Iran,Payam Niazmand,0
England vs Iran,Iran,Ramin Rezaeian,0
England vs Iran,Iran,Roozbeh Cheshmi,45
England vs Iran,Iran,Sadegh Moharrami,103
England vs Iran,Iran,Saeid Ezatolahi Afagh,58
England vs Iran,Iran,Saman Ghoddos,0
England vs Iran,Iran,Sardar Azmoun,27
England vs Iran,Iran,Seyed Hossein Hosseini,84
England vs Iran,Iran,Seyed Majid Hosseini,103
England vs Iran,Iran,Shoja Khalilzadeh,0
England vs Iran,Iran,Vahid Amiri,0
England vs Senegal,England,Aaron Ramsdale,0
England vs Senegal,England,Bukayo Saka,64
England vs Senegal,England,Callum Wilson,0
England vs Senegal,England,Conor Coady,0
England vs Senegal,England,Conor Gallagher,0
England vs Senegal,England,Declan Rice,94
England vs Senegal,England,Eric Dier,18
England vs Senegal,England,Harry Kane,94
England vs Senegal,England,Harry Maguire,94
England vs Senegal,England,Jack Grealish,30
England vs Senegal,England,James Maddison,0
England vs Senegal,England,John Stones,76
England vs Senegal,England,Jordan Brian Henderson,81
England vs Senegal,England,Jordan Pickford,94
England vs Senegal,England,Jude Bellingham,75
England vs Senegal,England,Kalvin Phillips,13
England vs Senegal,England,Kieran Trippier,0
England vs Senegal,England,Kyle Walker,94
England vs Senegal,England,Luke Shaw,94
England vs Senegal,England,Marcus Rashford,30
England vs Senegal,England,Mason Mount,19
England vs Senegal,England,Nick Pope,0
England vs Senegal,England,Philip Foden,64
England vs Senegal,England,Trent Alexander-Arnold,0
England vs Senegal,Senegal,Abdou Diallo,94
England vs Senegal,Senegal,Alfred Benjamin Gomis,0
England vs Senegal,Senegal,Boulaye Dia,71
England vs Senegal,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,49
England vs Senegal,Senegal,Edouard Mendy,94
England vs Senegal,Senegal,Famara Diedhiou,23
England vs Senegal,Senegal,Fodé Ballo Touré,11
England vs Senegal,Senegal,Formose Mendy,0
England vs Senegal,Senegal,Iliman Ndiaye,45
England vs Senegal,Senegal,Ismail Jakobs,83
England vs Senegal,Senegal,Ismaïla Sarr,94
England vs Senegal,Senegal,Kalidou Koulibaly,94
England vs Senegal,Senegal,Krépin Diatta,45
England vs Senegal,Senegal,Mamadou Loum N''Diaye,0
England vs Senegal,Senegal,Moussa N''Diaye,0
England vs Senegal,Senegal,Moustapha Name,0
England vs Senegal,Senegal,Nampalys Mendy,94
England vs Senegal,Senegal,Nicolas Jackson,0
England vs Senegal,Senegal,Pape Abou Cissé,0
England vs Senegal,Senegal,Pape Gueye,49
England vs Senegal,Senegal,Pape Matar Sarr,49
England vs Senegal,Senegal,Pathé Ismaël Ciss,45
England vs Senegal,Senegal,Timothy Dieng,0
England vs Senegal,Senegal,Youssouf Sabaly,94
England vs United States,England,Aaron Ramsdale,0
England vs United States,England,Ben White,0
England vs United States,England,Bukayo Saka,77
England vs United States,England,Callum Wilson,0
England vs United States,England,Conor Coady,0
England vs United States,England,Conor Gallagher,0
England vs United States,England,Declan Rice,94
England vs United States,England,Eric Dier,0
England vs United States,England,Harry Kane,94
England vs United States,England,Harry Maguire,94
England vs United States,England,Jack Grealish,27
England vs United States,England,James Maddison,0
England vs United States,England,John Stones,94
England vs United States,England,Jordan Brian Henderson,26
England vs United States,England,Jordan Pickford,94
England vs United States,England,Jude Bellingham,68
England vs United States,England,Kalvin Phillips,0
England vs United States,England,Kieran Trippier,94
England vs United States,England,Kyle Walker,0
England vs United States,England,Luke Shaw,94
England vs United States,England,Marcus Rashford,17
England vs United States,England,Mason Mount,94
England vs United States,England,Nick Pope,0
England vs United States,England,Philip Foden,0
England vs United States,England,Raheem Sterling,67
England vs United States,England,Trent Alexander-Arnold,0
England vs United States,United States,Aaron Long,0
England vs United States,United States,Antonee Robinson,94
England vs United States,United States,Brenden Aaronson,18
England vs United States,United States,Cameron Carter-Vickers,0
England vs United States,United States,Christian Pulisic,94
England vs United States,United States,Cristian Roldán León,0
England vs United States,United States,DeAndre Yedlin,0
England vs United States,United States,Ethan Horvath,0
England vs United States,United States,Giovanni Reyna,12
England vs United States,United States,Haji Wright,82
England vs United States,United States,Jesus Ferreira,0
England vs United States,United States,Jordan Morris,0
England vs United States,United States,Joseph Scally,0
England vs United States,United States,Joshua Sargent,12
England vs United States,United States,Kellyn Kai Perry-Acosta,0
England vs United States,United States,Luca de la Torre,0
England vs United States,United States,Matthew Charles Turner,94
England vs United States,United States,Sean Johnson,0
England vs United States,United States,Sergino Dest,77
England vs United States,United States,Shaquell Moore,17
England vs United States,United States,Tim Ream,94
England vs United States,United States,Timothy Weah,82
England vs United States,United States,Tyler Adams,94
England vs United States,United States,Walker Zimmerman,94
England vs United States,United States,Weston McKennie,76
England vs United States,United States,Yunus Dimoara Musah,94
France vs Australia,Australia,Aaron Mooy,97
France vs Australia,Australia,Ajdin Hrustic,0
France vs Australia,Australia,Andrew Redmayne,0
France vs Australia,Australia,Awer Mabil,25
France vs Australia,Australia,Aziz Eraltay Behich,97
France vs Australia,Australia,Bailey Wright,0
France vs Australia,Australia,Cameron Peter Devlin,0
France vs Australia,Australia,Craig Goodwin,72
France vs Australia,Australia,Danny Vuković,0
France vs Australia,Australia,Fran Karačić,0
France vs Australia,Australia,Garang Kuol,25
France vs Australia,Australia,Harry Souttar,97
France vs Australia,Australia,Jackson Irvine,84
France vs Australia,Australia,Jamie MacLaren,0
France vs Australia,Australia,Jason Cummings,42
France vs Australia,Australia,Joel King,0
France vs Australia,Australia,Keanu Baccus,13
France vs Australia,Australia,Kye Rowles,97
France vs Australia,Australia,Marco Tilio,0
France vs Australia,Australia,Mathew Leckie,97
France vs Australia,Australia,Mathew Ryan,97
France vs Australia,Australia,Miloš Degenek,13
France vs Australia,Australia,Mitchell Thomas Duke,55
France vs Australia,Australia,Nathaniel Atkinson,84
France vs Australia,Australia,Riley McGree,72
France vs Australia,Australia,Thomas Deng,0
France vs Australia,France,Adrien Rabiot,97
France vs Australia,France,Alphonse Areola,0
France vs Australia,France,Antoine Griezmann,97
France vs Australia,France,Aurélien Djani Tchouaméni,76
France vs Australia,France,Axel Disasi,0
France vs Australia,France,Benjamin Pavard,88
France vs Australia,France,Dayotchanculle Upamecano,97
France vs Australia,France,Eduardo Camavinga,0
France vs Australia,France,Hugo Lloris,97
France vs Australia,France,Ibrahima Konaté,97
France vs Australia,France,Jordan Veretout,0
France vs Australia,France,Jules Koundé,9
France vs Australia,France,Kingsley Coman,21
France vs Australia,France,Kylian Mbappé Lottin,97
France vs Australia,France,Lucas Hernández Pi,97
France vs Australia,France,Marcus Thuram,9
France vs Australia,France,Mattéo Guendouzi Olié,0
France vs Australia,France,Olivier Giroud,88
France vs Australia,France,Ousmane Dembélé,76
France vs Australia,France,Randal Kolo Muani,0
France vs Australia,France,Raphaël Varane,0
France vs Australia,France,Steve Mandanda,0
France vs Australia,France,Theo Bernard François Hernández,85
France vs Australia,France,William Saliba,0
France vs Australia,France,Youssouf Fofana,21
France vs Denmark,Denmark,Alexander Hartmann Bah,6
France vs Denmark,Denmark,Andreas Christensen,97
France vs Denmark,Denmark,Andreas Evald Cornelius,45
France vs Denmark,Denmark,Andreas Skov Olsen,0
France vs Denmark,Denmark,Christian Dannemann Eriksen,97
France vs Denmark,Denmark,Christian Nørgaard,13
France vs Denmark,Denmark,Daniel Wass,0
France vs Denmark,Denmark,Frederik Rønnow,0
France vs Denmark,Denmark,Jens Stryger Larsen,0
France vs Denmark,Denmark,Jesper Lindstrøm,84
France vs Denmark,Denmark,Joachim Andersen,97
France vs Denmark,Denmark,Joakim Mæhle,97
France vs Denmark,Denmark,Jonas Older Wind,0
France vs Denmark,Denmark,Kasper Dolberg,25
France vs Denmark,Denmark,Kasper Schmeichel,97
France vs Denmark,Denmark,Martin Braithwaite Christensen,52
France vs Denmark,Denmark,Mathias Jensen,0
France vs Denmark,Denmark,Mikkel Damsgaard,72
France vs Denmark,Denmark,Oliver Christensen,0
France vs Denmark,Denmark,Pierre-Emile Højbjerg,97
France vs Denmark,Denmark,Rasmus Nissen Kristensen,91
France vs Denmark,Denmark,Robert Skov,0
France vs Denmark,Denmark,Simon Thorup Kjær,0
France vs Denmark,Denmark,Victor Nelsson,97
France vs Denmark,Denmark,Yussuf Yurary Poulsen,0
France vs Denmark,France,Adrien Rabiot,97
France vs Denmark,France,Alphonse Areola,0
France vs Denmark,France,Antoine Griezmann,92
France vs Denmark,France,Aurélien Djani Tchouaméni,97
France vs Denmark,France,Axel Disasi,0
France vs Denmark,France,Benjamin Pavard,0
France vs Denmark,France,Dayotchanculle Upamecano,97
France vs Denmark,France,Eduardo Camavinga,0
France vs Denmark,France,Hugo Lloris,97
France vs Denmark,France,Ibrahima Konaté,24
France vs Denmark,France,Jordan Veretout,0
France vs Denmark,France,Jules Koundé,97
France vs Denmark,France,Kingsley Coman,23
France vs Denmark,France,Kylian Mbappé Lottin,97
France vs Denmark,France,Marcus Thuram,36
France vs Denmark,France,Mattéo Guendouzi Olié,0
France vs Denmark,France,Olivier Giroud,61
France vs Denmark,France,Ousmane Dembélé,74
France vs Denmark,France,Randal Kolo Muani,0
France vs Denmark,France,Raphaël Varane,73
France vs Denmark,France,Steve Mandanda,0
France vs Denmark,France,Theo Bernard François Hernández,97
France vs Denmark,France,William Saliba,0
France vs Denmark,France,Youssouf Fofana,5
France vs Morocco,France,Alphonse Areola,0
France vs Morocco,France,Antoine Griezmann,95
France vs Morocco,France,Aurélien Djani Tchouaméni,95
France vs Morocco,France,Axel Disasi,0
France vs Morocco,France,Benjamin Pavard,0
France vs Morocco,France,Dayotchanculle Upamecano,0
France vs Morocco,France,Eduardo Camavinga,0
France vs Morocco,France,Hugo Lloris,95
France vs Morocco,France,Ibrahima Konaté,95
France vs Morocco,France,Jordan Veretout,0
France vs Morocco,France,Jules Koundé,95
France vs Morocco,France,Kingsley Coman,0
France vs Morocco,France,Kylian Mbappé Lottin,95
France vs Morocco,France,Marcus Thuram,31
France vs Morocco,France,Mattéo Guendouzi Olié,0
France vs Morocco,France,Olivier Giroud,64
France vs Morocco,France,Ousmane Dembélé,78
France vs Morocco,France,Randal Kolo Muani,17
France vs Morocco,France,Raphaël Varane,95
France vs Morocco,France,Steve Mandanda,0
France vs Morocco,France,Theo Bernard François Hernández,95
France vs Morocco,France,William Saliba,0
France vs Morocco,France,Youssouf Fofana,95
France vs Morocco,Morocco,Abdelhamid Sabiri,0
France vs Morocco,Morocco,Abderrazak Hamdallah,30
France vs Morocco,Morocco,Abdessamad Ezzalzouli,18
France vs Morocco,Morocco,Achraf Dari,95
France vs Morocco,Morocco,Achraf Hakimi Mouh,95
France vs Morocco,Morocco,Ahmed Reda Tagnaouti,0
France vs Morocco,Morocco,Anass Zaroury,0
France vs Morocco,Morocco,Azzedine Ounahi,95
France vs Morocco,Morocco,Badr Banoun,0
France vs Morocco,Morocco,Bilal El Khannous,0
France vs Morocco,Morocco,Hakim Ziyech,95
France vs Morocco,Morocco,Ilias Chair,0
France vs Morocco,Morocco,Jawad El Yamiq,95
France vs Morocco,Morocco,Munir Mohand Mohamedi,0
France vs Morocco,Morocco,Nayef Aguerd,0
France vs Morocco,Morocco,Noussair Mazraoui,45
France vs Morocco,Morocco,Romain Saïss,20
France vs Morocco,Morocco,Selim Amallah,57
France vs Morocco,Morocco,Sofiane Boufal,66
France vs Morocco,Morocco,Sofyan Amrabat,95
France vs Morocco,Morocco,Yahia Attiyat allah,50
France vs Morocco,Morocco,Yahya Jabrane,0
France vs Morocco,Morocco,Yassine Bounou,95
France vs Morocco,Morocco,Youssef En-Nesyri,65
France vs Morocco,Morocco,Zakaria Aboukhlal,29
France vs Poland,France,Adrien Rabiot,99
France vs Poland,France,Alphonse Areola,0
France vs Poland,France,Antoine Griezmann,99
France vs Poland,France,Aurélien Djani Tchouaméni,65
France vs Poland,France,Axel Disasi,8
France vs Poland,France,Benjamin Pavard,0
France vs Poland,France,Dayotchanculle Upamecano,99
France vs Poland,France,Eduardo Camavinga,0
France vs Poland,France,Hugo Lloris,99
France vs Poland,France,Ibrahima Konaté,0
France vs Poland,France,Jordan Veretout,0
France vs Poland,France,Jules Koundé,91
France vs Poland,France,Kingsley Coman,24
France vs Poland,France,Kylian Mbappé Lottin,99
France vs Poland,France,Marcus Thuram,24
France vs Poland,France,Mattéo Guendouzi Olié,0
France vs Poland,France,Olivier Giroud,75
France vs Poland,France,Ousmane Dembélé,75
France vs Poland,France,Randal Kolo Muani,0
France vs Poland,France,Raphaël Varane,99
France vs Poland,France,Steve Mandanda,0
France vs Poland,France,Theo Bernard François Hernández,99
France vs Poland,France,William Saliba,0
France vs Poland,France,Youssouf Fofana,34
France vs Poland,Poland,Arkadiusz Milik,36
France vs Poland,Poland,Artur Jędrzejczyk,0
France vs Poland,Poland,Bartosz Bereszyński,99
France vs Poland,Poland,Damian Szymański,0
France vs Poland,Poland,Grzegorz Krychowiak,70
France vs Poland,Poland,Jakub Kamiński,70
France vs Poland,Poland,Jakub Piotr Kiwior,86
France vs Poland,Poland,Jan Bednarek,13
France vs Poland,Poland,Kamil Glik,99
France vs Poland,Poland,Kamil Grabara,0
France vs Poland,Poland,Kamil Grosicki,13
France vs Poland,Poland,Karol Świderski,0
France vs Poland,Poland,Krystian Bielik,29
France vs Poland,Poland,Krzysztof Piątek,0
France vs Poland,Poland,Mateusz Wieteska,0
France vs Poland,Poland,Matty Cash,99
France vs Poland,Poland,Michał Skóraś,0
France vs Poland,Poland,Nicola Zalewski,29
France vs Poland,Poland,Piotr Zieliński,99
France vs Poland,Poland,Przemysław Frankowski,86
France vs Poland,Poland,Robert Gumny,0
France vs Poland,Poland,Robert Lewandowski,99
France vs Poland,Poland,Sebastian Szymański,63
France vs Poland,Poland,Szymon Żurkowski,0
France vs Poland,Poland,Wojciech Szczęsny,99
France vs Poland,Poland,Łukasz Skorupski,0
Germany vs Japan,Germany,Antonio Rüdiger,98
Germany vs Japan,Germany,Armel Bella-Kotchap,0
Germany vs Japan,Germany,Christian Günter,0
Germany vs Japan,Germany,David Raum,98
Germany vs Japan,Germany,Jamal Musiala,78
Germany vs Japan,Germany,Jonas Hofmann,32
Germany vs Japan,Germany,Joshua Kimmich,98
Germany vs Japan,Germany,Julian Brandt,0
Germany vs Japan,Germany,Kai Havertz,78
Germany vs Japan,Germany,Karim-David Adeyemi,0
Germany vs Japan,Germany,Kevin Trapp,0
Germany vs Japan,Germany,Leon Goretzka,31
Germany vs Japan,Germany,Leroy Sané,0
Germany vs Japan,Germany,Lukas Klostermann,0
Germany vs Japan,Germany,Manuel Neuer,98
Germany vs Japan,Germany,Marc-André ter Stegen,0
Germany vs Japan,Germany,Mario Götze,20
Germany vs Japan,Germany,Matthias Ginter,0
Germany vs Japan,Germany,Niclas Füllkrug,20
Germany vs Japan,Germany,Nico Schlotterbeck,98
Germany vs Japan,Germany,Niklas Süle,98
Germany vs Japan,Germany,Serge Gnabry,89
Germany vs Japan,Germany,Thilo Kehrer,0
Germany vs Japan,Germany,Thomas Müller,66
Germany vs Japan,Germany,Youssoufa Moukoko,9
Germany vs Japan,Germany,İlkay Gündoğan,67
Germany vs Japan,Japan,Ao Tanaka,70
Germany vs Japan,Japan,Ayase Ueda,0
Germany vs Japan,Japan,Daichi Kamada,98
Germany vs Japan,Japan,Daizen Maeda,56
Germany vs Japan,Japan,Daniel Schmidt,0
Germany vs Japan,Japan,Eiji Kawashima,0
Germany vs Japan,Japan,Gaku Shibasaki,0
Germany vs Japan,Japan,Hidemasa Morita,0
Germany vs Japan,Japan,Hiroki Ito,0
Germany vs Japan,Japan,Hiroki Sakai,73
Germany vs Japan,Japan,Junya Ito,98
Germany vs Japan,Japan,Kaoru Mitoma,42
Germany vs Japan,Japan,Ko Itakura,98
Germany vs Japan,Japan,Maya Yoshida,98
Germany vs Japan,Japan,Miki Yamane,0
Germany vs Japan,Japan,Ritsu Doan,28
Germany vs Japan,Japan,Shogo Taniguchi,0
Germany vs Japan,Japan,Shuto Machino,0
Germany vs Japan,Japan,Shūichi Gonda,98
Germany vs Japan,Japan,Takefusa Kubo,45
Germany vs Japan,Japan,Takehiro Tomiyasu,53
Germany vs Japan,Japan,Takuma Asano,42
Germany vs Japan,Japan,Takumi Minamino,25
Germany vs Japan,Japan,Wataru Endo,98
Germany vs Japan,Japan,Yuki Soma,0
Germany vs Japan,Japan,Yuto Nagatomo,56
Ghana vs Uruguay,Ghana,Abdul Fatawu Issahaku,3
Ghana vs Uruguay,Ghana,Abdul Manaf Nurudeen,0
Ghana vs Uruguay,Ghana,Abdul Rahman Baba,100
Ghana vs Uruguay,Ghana,Alexander Djiku,0
Ghana vs Uruguay,Ghana,Alidu Seidu,100
Ghana vs Uruguay,Ghana,André Ayew Pelé,45
Ghana vs Uruguay,Ghana,Antoine Semenyo,29
Ghana vs Uruguay,Ghana,Daniel Afriyie Barnieh,0
Ghana vs Uruguay,Ghana,Daniel Amartey,100
Ghana vs Uruguay,Ghana,Daniel-Kofi Kyereh,29
Ghana vs Uruguay,Ghana,Denis Odoi,0
Ghana vs Uruguay,Ghana,Elisha Owusu,0
Ghana vs Uruguay,Ghana,Gideon Mensah,0
Ghana vs Uruguay,Ghana,Ibrahim Danlad,0
Ghana vs Uruguay,Ghana,Iñaki Williams Arthuer,71
Ghana vs Uruguay,Ghana,Jordan Ayew,45
Ghana vs Uruguay,Ghana,Joseph Aidoo,0
Ghana vs Uruguay,Ghana,Kamal Sowah,0
