match_id,defending_team,team_name,home_away,defender_id,defender_name,overall_n,overall_avg_x,overall_avg_y,raw_involvement_n,raw_involvement_avg_x,raw_involvement_avg_y,raw_contribution_n,raw_contribution_avg_x,raw_contribution_avg_y,raw_fault_n,raw_fault_avg_x,raw_fault_avg_y,valued_involvement_n,valued_involvement_avg_x,valued_involvement_avg_y,valued_contribution_n,valued_contribution_avg_x,valued_contribution_avg_y,valued_fault_n,valued_fault_avg_x,valued_fault_avg_y,match_team_id,raw_involvement_self_inv,raw_fault_self_inv,raw_contribution_self_inv,valued_involvement_self_inv,valued_contribution_self_inv,valued_fault_self_inv,raw_responsibility_self_inv,raw_fault_r_self_inv,raw_contribution_r_self_inv,valued_responsibility_self_inv,valued_contribution_r_self_inv,valued_fault_r_self_inv,starter,mins_played,raw_involvement_self_inv_gs,raw_involvement_shared_inv_gs,raw_fault_self_inv_gs,raw_fault_shared_inv_gs,raw_contribution_self_inv_gs,raw_contribution_shared_inv_gs,valued_involvement_self_inv_gs,valued_involvement_shared_inv_gs,valued_contribution_self_inv_gs,valued_contribution_shared_inv_gs,valued_fault_self_inv_gs,valued_fault_shared_inv_gs,raw_responsibility_self_inv_gs,raw_responsibility_shared_inv_gs,raw_fault_r_self_inv_gs,raw_fault_r_shared_inv_gs,raw_contribution_r_self_inv_gs,raw_contribution_r_shared_inv_gs,valued_responsibility_self_inv_gs,valued_responsibility_shared_inv_gs,valued_contribution_r_self_inv_gs,valued_contribution_r_shared_inv_gs,valued_fault_r_self_inv_gs,valued_fault_r_shared_inv_gs
3812,366,Netherlands,away,11094,Cody Gakpo,385,-4.020714286,0.314179221,112.0,-5.523223214,-0.0481875,45.0,-7.812644444,-0.8904,67.0,-3.985552239,0.517477612,110.0,-5.172954545,-0.635654545,45.0,-7.812644444,-0.8904,65.0,-3.345476923,-0.459292308,3812_366,7.899757925864321,1.8521537818989513,6.04760414396537,0.10418724972455974,0.0983500697072565,0.005837180017303264,0.0,0.0,0.0,0.0,0.0,0.0,1,93.0,21.848758818356657,23.052729341899155,11.097784282518937,17.243789792218372,10.750974535837717,5.808939549680785,0.2451779530897903,0.2941542092378278,0.16643785199723896,0.11099497743433773,0.07874010109255135,0.18315923180348995,10.359957670005658,44.673514878353856,4.216528113526692,18.932775841842712,5.90947784175432,24.84291692762723,0.09592857498165773,0.4602038336696937,0.06359682353073985,0.29894697478157223,0.03233175145091782,0.1612568588881213
3812,366,Netherlands,away,11241,Andries Noppert,411,-40.98609732,-0.362953771,5.0,-37.626,0.0204,5.0,-37.626,0.0204,,,,5.0,-37.626,0.0204,5.0,-37.626,0.0204,,,,3812_366,3.0,0.0,3.0,0.08838470000000001,0.08838470000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,3.1709408618050547,0.624573026899693,0.0,0.0,3.1709408618050547,0.624573026899693,0.0951703054450996,0.014348243127455532,0.0951703054450996,0.014348243127455532,0.0,0.0,0.44699576695593185,2.3471812784069335,0.19483521354107206,0.9781301179855093,0.24929434951457843,1.3585966973575028,0.005222659058505544,0.029285584090240437,0.0029811128790746097,0.01680312495399413,0.002241546179430932,0.01248245913624632
3812,366,Netherlands,away,1522,Frenkie de Jong,411,-12.87739903,-8.669442822,113.0,-17.60067257,-15.72014159,48.0,-17.386625,-15.46972917,65.0,-17.75873846,-15.90506154,110.0,-17.77074545,-15.54741818,48.0,-17.386625,-15.46972917,62.0,-18.06812903,-15.60756452,3812_366,7.231287836154817,0.0,7.231287836154817,0.07275481243880833,0.07275481243880833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,25.18499054292542,33.94364808121005,11.155440031111983,24.163792630360252,14.029550511813438,9.779855450849789,0.2605557765006318,0.379187875752314,0.1425505103024467,0.09780427617648509,0.1180052661981851,0.28138359957582887,10.629399070073049,49.13223813648063,4.626041764230313,21.55050502699062,5.820673080971596,26.87687817138701,0.11150777406675565,0.5343211992992165,0.0701733455501693,0.33533676014402836,0.041334428516586405,0.1989844391551881
3812,366,Netherlands,away,284,Nathan Aké,411,-19.22405109,-9.442875912,70.0,-24.7095,-13.2091,30.0,-23.9158,-13.84473333,40.0,-25.304775,-12.732375,69.0,-24.68630435,-13.06481159,30.0,-23.9158,-13.84473333,39.0,-25.279,-12.46487179,3812_366,6.679178538747795,0.0,6.679178538747795,0.10714140030259178,0.10714140030259178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,16.895313601055435,21.364538344936662,5.89932571185249,15.15654290723974,10.995987889202947,6.207995437696924,0.26999988108962886,0.336819475757758,0.17687157883160062,0.09684618036094077,0.09312830225802822,0.2399732953968171,6.117293071592315,28.96362367297328,2.6741077951358814,12.547716569844631,3.3293364979250857,16.035140240798444,0.07234629870565167,0.35672972500022426,0.04147846874270695,0.2055708745948384,0.0308678299629447,0.15115885040538585
3812,366,Netherlands,away,3315,Vincent Janssen,272,3.478992647,7.937665441,44.0,4.58625,15.01131818,22.0,1.617090909,17.18031818,22.0,7.555409091,12.84231818,43.0,3.946186047,15.59851163,22.0,1.617090909,17.18031818,21.0,6.386190476,13.94138095,3812_366,5.215114815715774,1.4730339886268515,3.742080827088922,0.01912683823206299,0.01724939289673497,0.0018774453353280198,0.0,0.0,0.0,0.0,0.0,0.0,1,61.0,11.1058678544868,8.358433787401628,4.653409837260531,5.359063715685978,6.452458017226271,2.999370071715651,0.06838246706898361,0.07017424921804573,0.04798446547143924,0.03519262250396717,0.020398001597544367,0.034981626714078555,5.890123597195821,24.330168140113784,2.452831152161207,10.583346767251067,3.372266796591759,13.4485586186343,0.04872349405142295,0.23338022218352933,0.03085394831118058,0.1433404124350331,0.01786954574024236,0.09003980974849596
3812,366,Netherlands,away,37,Virgil van Dijk,411,-19.02911436,0.31736253,55.0,-20.25347273,-1.076272727,30.0,-18.04436667,0.480033333,25.0,-22.9044,-2.94384,55.0,-20.25347273,-1.076272727,30.0,-18.04436667,0.480033333,25.0,-22.9044,-2.94384,3812_366,14.686018743273193,0.01929900071428481,14.666719742558909,0.1441581632468009,0.14401260458670354,0.0001455586600973433,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,20.42992928799544,12.048864590132048,2.975344737033268,7.930179579216481,17.454584550962167,4.118685010915563,0.24331551847218985,0.23112321872676042,0.18864456223181153,0.08373562208402713,0.054670956240378384,0.14738759664273327,5.632321166928339,27.94768573766522,2.3868235323158515,11.5822321757502,3.1642184289438413,16.06331486502452,0.0703322440171209,0.371848524242281,0.04556225267098805,0.2415522656520274,0.024769991346132912,0.13029625859025357
3812,366,Netherlands,away,8026,Daley Blind,411,-13.19829927,-17.25290754,111.0,-19.91592793,-22.63454955,48.0,-21.3479375,-21.94241667,63.0,-18.82487302,-23.16188889,107.0,-20.23423364,-22.52497196,48.0,-21.3479375,-21.94241667,59.0,-19.32816949,-22.99891525,3812_366,7.658306578179235,1.5977087962416314,6.060597781937604,0.1371433942907055,0.1223951463103683,0.014748247980337194,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,27.86168624816705,28.985599524293654,14.658823725084758,21.17490676474319,13.202862523082299,7.810692759550459,0.34834091453791644,0.3408337625841233,0.2124199084214195,0.10446301682688479,0.13592100611649696,0.23637074575723843,9.811430089420291,41.43770063048258,4.3317728330309375,18.959620495988,5.1454214954418145,21.219357462128375,0.10655596705530729,0.4592112855970988,0.06398247861702187,0.266941148195685,0.042573488438285394,0.19227013740141366
3812,366,Netherlands,away,8033,Davy Klaassen,92,-4.360836957,-8.041847826,37.0,-5.666378378,-11.5097027,18.0,-10.08427778,-11.70344444,19.0,-1.481,-11.32615789,35.0,-4.008371429,-13.89794286,18.0,-10.08427778,-11.70344444,17.0,2.424941176,-16.22152941,3812_366,1.835571177607441,0.2801380522768002,1.5554331253306408,0.023037944310624392,0.022695534370706982,0.0003424099399174104,0.0,0.0,0.0,0.0,0.0,0.0,0,22.0,7.626515399868958,8.339508281004864,3.344893031323162,5.798048916088318,4.281622368545796,2.541459364916545,0.060039988888675136,0.0704629446744105,0.042881441027599485,0.024013952197989498,0.017158547861075648,0.046448992476421,2.652204057835161,11.393041414720305,0.9256871399186359,3.867118457931715,1.6921420984883075,7.420620559099019,0.02615477329658819,0.11703684225026297,0.019776484255879037,0.08779331646309602,0.006378289040709147,0.02924352578716693
3812,366,Netherlands,away,8034,Steven Berghuis,319,-11.08255799,3.278050157,95.0,-15.35033684,4.386757895,47.0,-16.65829787,6.700191489,48.0,-14.069625,2.121520833,93.0,-15.74239785,4.366623656,47.0,-16.65829787,6.700191489,46.0,-14.80658696,1.982326087,3812_366,7.631983715017191,0.0,7.631983715017191,0.10634166240718862,0.10634166240718862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,78.0,21.414340073529775,23.25273746439792,7.035680387161585,13.591786544807164,14.378659686368186,9.660950919590762,0.22896064009886397,0.2427495450548676,0.17007586124469243,0.10201710689126811,0.0588847788541715,0.14073243816359948,8.167245143329364,38.50272030126121,3.094282451654479,15.098608209997549,4.9615566374095454,22.916385818827997,0.09531162607455887,0.4799585127561925,0.06276108444914347,0.30841438397929366,0.03255054162541548,0.17154412877689929
3812,366,Netherlands,away,8045,Matthijs De Ligt,411,-18.43675182,10.21499027,55.0,-20.80905455,17.65390909,27.0,-21.72003704,18.607,28.0,-19.93060714,16.73485714,53.0,-20.19013208,17.40420755,27.0,-21.72003704,18.607,26.0,-18.60138462,16.15515385,3812_366,11.221093317024783,0.22109331702478363,11.0,0.10218257655632536,0.10147278,0.0007097965563253573,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,17.27073342251914,12.172359753128847,3.6838894513794505,8.298847347000109,13.586843971139684,3.8735124061287385,0.18493293203313022,0.16055355586706774,0.14235716238631374,0.05570969869219684,0.04257576964681651,0.10484385717487092,5.591401051620704,27.083290747508144,2.192233104659986,10.578496601893228,3.2567618312827724,16.064247231270663,0.06896468333205606,0.3556056942085015,0.04612109698302024,0.23859146148051488,0.022843586349035806,0.11701423272798633
3812,366,Netherlands,away,8134,Denzel Dumfries,411,-11.3132871,15.76676642,69.0,-10.6037971,23.01368116,37.0,-13.47956757,22.19791892,32.0,-7.2786875,23.95690625,68.0,-11.06569118,22.86773529,37.0,-13.47956757,22.19791892,31.0,-8.184612903,23.66719355,3812_366,7.677470868968081,0.0,7.677470868968081,0.07058930754331677,0.07058930754331677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,20.85273968106878,18.291562354798298,7.3636649480675835,11.885872586272955,13.489074733001194,6.405689768525343,0.18693111521866695,0.1559580533961742,0.12737014239363495,0.06451278592550194,0.05956097282503195,0.09144526747067223,6.19998090504598,27.59480145920119,2.188359725951137,9.777737380749338,3.705808547156887,16.919972303099453,0.06269029740894475,0.30530911782357767,0.04326367785166852,0.2092672346357708,0.01942661955727614,0.09604188318780674
