match_id,match_name,defending_team,defending_team_name,defender_id,defender_name,match_team_id,mins_played,starter,raw_involvement,valued_involvement,raw_fault,valued_fault,raw_contribution,valued_contribution,passes_defended,raw_involvement_per90,valued_involvement_per90,raw_fault_per90,valued_fault_per90,raw_contribution_per90,valued_contribution_per90,passes_defended_per90
3812,Senegal vs Netherlands,366,Netherlands,37,Virgil van Dijk,3812_366,100,1,32.23754578092575,0.4412240345110701,10.90552431624975,0.20205855288311073,21.332021464676004,0.2391654816279594,54,29.013791202833172,0.3971016310599631,9.814971884624775,0.18185269759479966,19.198819318208404,0.21524893346516344,48.6
3812,Senegal vs Netherlands,366,Netherlands,84,Steven Bergwijn,3812_366,78,1,31.307609697786713,0.23346582702719892,19.99209457933901,0.1508021707552156,11.315515118447701,0.08266365627198322,76,36.124165035907744,0.2693836465698449,23.067801437698858,0.17400250471755646,13.056363598208884,0.09538114185228833,87.6923076923077
3812,Senegal vs Netherlands,366,Netherlands,284,Nathan Aké,3812_366,100,1,37.49102459170408,0.570236277691813,21.05586861909223,0.3331015976548439,16.435155972611856,0.23713468003696883,68,33.741922132533674,0.5132126499226317,18.950281757183006,0.29979143788935947,14.79164037535067,0.21342121203327194,61.2
3812,Senegal vs Netherlands,366,Netherlands,1522,Frenkie de Jong,3812_366,100,1,58.44750927095067,0.6370170199866506,35.31923266147223,0.3993888657740122,23.12827660947844,0.23762815421263803,111,52.602758343855605,0.5733153179879855,31.787309395325003,0.359449979196611,20.815448948530598,0.21386533879137423,99.9
3812,Senegal vs Netherlands,366,Netherlands,3315,Vincent Janssen,3812_366,61,1,18.628123821765406,0.119667970739543,10.012473552946508,0.05537962831162212,8.615650268818898,0.06428834242792057,41,27.484117114080107,0.176559301091129,14.772501963363702,0.08170764832862279,12.711615150716407,0.09485165276250576,60.49180327868852
3812,Senegal vs Netherlands,366,Netherlands,8026,Daley Blind,3812_366,100,1,56.32971781809715,0.6684670036447987,35.83373048982794,0.3722917518737341,20.495987328269205,0.29617525177106435,109,50.69674603628743,0.6016203032803189,32.25035744084515,0.3350625766863607,18.446388595442286,0.26655772659395793,98.10000000000001
3812,Senegal vs Netherlands,366,Netherlands,8033,Davy Klaassen,3812_366,22,0,15.330124010453456,0.122524071474439,9.14294194741148,0.06360754033749601,6.187182063041979,0.05891653113694283,36,62.71414367912777,0.5012348378499777,37.40294433031969,0.2602126650170291,25.311199348808096,0.24102217283294797,147.27272727272728
3812,Senegal vs Netherlands,366,Netherlands,8034,Steven Berghuis,3812_366,78,1,44.59038139365451,0.4704384326982342,20.62746693196875,0.1996172170177694,23.96291446168576,0.27082121568046436,94,51.450440069601356,0.5428135761902703,23.800923383040868,0.23032755809742622,27.649516686560492,0.3124860180928435,108.46153846153845
3812,Senegal vs Netherlands,366,Netherlands,8045,Matthijs De Ligt,3812_366,100,1,29.040865654628384,0.32398549606879584,11.982736798379557,0.1474196268216864,17.05812885624883,0.17656586924710935,53,26.136779089165547,0.29158694646191624,10.784463118541602,0.1326776641395178,15.352315970623945,0.15890928232239843,47.7
3812,Senegal vs Netherlands,366,Netherlands,8134,Denzel Dumfries,3812_366,100,1,36.09254232446894,0.29403788755901483,19.24953753434054,0.1510062402957035,16.843004790128393,0.14303164726331136,63,32.48328809202204,0.26463409880311334,17.324583780906487,0.13590561626613315,15.158704311115555,0.12872848253698022,56.7
3812,Senegal vs Netherlands,366,Netherlands,8326,Teun Koopmeiners,3812_366,22,0,11.757949771845473,0.08585101414032541,4.368124936260018,0.0329376814281783,7.389824835585456,0.05291333271214711,22,48.10070361209511,0.3512086942104221,17.8696020119728,0.13474506038800216,30.23110160012232,0.21646363382242,90.0
3812,Senegal vs Netherlands,366,Netherlands,8327,Marten De Roon,3812_366,7,0,0.722315567156762,0.0037731746180025,0.623807469505308,0.0035531823940034,0.0985080976514541,0.0002199922239991,2,9.286914434872655,0.04851224508860357,8.02038175078253,0.04568377363718657,1.266532684090124,0.002828471451417,25.71428571428571
