match_id,defending_team,team_name,home_away,defender_id,defender_name,overall_n,overall_avg_x,overall_avg_y,raw_involvement_n,raw_involvement_avg_x,raw_involvement_avg_y,raw_contribution_n,raw_contribution_avg_x,raw_contribution_avg_y,raw_fault_n,raw_fault_avg_x,raw_fault_avg_y,valued_involvement_n,valued_involvement_avg_x,valued_involvement_avg_y,valued_contribution_n,valued_contribution_avg_x,valued_contribution_avg_y,valued_fault_n,valued_fault_avg_x,valued_fault_avg_y,match_team_id,raw_involvement_self_inv,raw_fault_self_inv,raw_contribution_self_inv,valued_involvement_self_inv,valued_contribution_self_inv,valued_fault_self_inv,raw_responsibility_self_inv,raw_fault_r_self_inv,raw_contribution_r_self_inv,valued_responsibility_self_inv,valued_contribution_r_self_inv,valued_fault_r_self_inv,starter
3813,50,England,home,74,Eric Dier,69,-11.29992754,-3.844666667,15,-17.1472,-4.803466667,8,-12.93025,-4.853625,7,-21.96657143,-4.746142857,15,-17.1472,-4.803466667,8,-12.93025,-4.853625,7,-21.96657143,-4.746142857,3813_50,3,0,3,0.03698095,0.03698095,0,0,0,0,0,0,0,0
3813,373,Iran,away,12222,Majid Hosseini,831,15.33872684,8.198305656,127,14.2017874,15.82251181,47,15.23823404,16.3606383,80,13.592875,15.5063625,125,14.41104,15.774264,47,15.23823404,16.3606383,78,13.91260256,15.4209359,3813_373,9.333940137,0,9.333940137,0.128547775,0.128547775,0,0,0,0,0,0,0,1
3813,373,Iran,away,12235,Ali Karimi,422,10.92897393,2.660331754,95,11.90983158,4.951031579,44,11.12938636,5.405613636,51,12.58315686,4.558843137,93,11.98421505,5.152860215,44,11.12938636,5.405613636,49,12.75181633,4.925897959,3813_373,2.361116479,0,2.361116479,0.013465572,0.013465572,0,0,0,0,0,0,0,1
3813,373,Iran,away,13968,Alireza Beiranvand,82,42.30241463,0.828731707,,,,,,,,,,,,,,,,,,,3813_373,0,0,0,0,0,0,0,0,0,0,0,0,1
3813,373,Iran,away,13969,Hossein Hosseini,749,40.10396662,-0.001144192,4,41.7435,2.191,4,41.7435,2.191,,,,4,41.7435,2.191,4,41.7435,2.191,,,,3813_373,3,0,3,0.03856588,0.03856588,0,0,0,0,0,0,0,0
3813,373,Iran,away,13970,Roozbeh Cheshmi,422,20.427,-0.525810427,32,19.455125,2.52121875,15,16.21806667,0.4026,17,22.31135294,4.390588235,30,19.7161,2.658666667,15,16.21806667,0.4026,15,23.21413333,4.914733333,3813_373,8,0,8,0.10644458,0.10644458,0,0,0,0,0,0,0,1
3813,373,Iran,away,13971,Ehsan Hajsafi,831,8.338456077,13.04519134,211,7.520853081,16.75993365,83,6.897253012,19.17228916,128,7.92521875,15.19567188,209,7.652995215,16.82344019,83,6.897253012,19.17228916,126,8.150825397,15.27618254,3813_373,11.00043846,1.413326143,9.587112316,0.152425022,0.150666739,0.001758283,0,0,0,0,0,0,1
3813,373,Iran,away,13973,Hossein Kanaani,409,16.32328606,-6.410095355,34,23.98894118,-6.94,13,26.61907692,-6.327153846,21,22.3607619,-7.319380952,34,23.98894118,-6.94,13,26.61907692,-6.327153846,21,22.3607619,-7.319380952,3813_373,5,0,5,0.16439373,0.16439373,0,0,0,0,0,0,0,0
3813,373,Iran,away,13975,Milad Mohammadi,537,13.83173557,15.80573184,87,17.46697701,20.06887356,35,14.34245714,22.23577143,52,19.57001923,18.61038462,87,17.46697701,20.06887356,35,14.34245714,22.23577143,52,19.57001923,18.61038462,3813_373,6.221126778,0.01642889,6.204697888,0.218098143,0.217994432,0.000103711,0,0,0,0,0,0,1
3813,373,Iran,away,13976,Sadegh Moharrami,831,13.68821781,-17.85863177,121,16.59824793,-22.14166942,51,19.86788235,-20.92778431,70,14.21608571,-23.02607143,119,16.86304202,-22.0804958,51,19.86788235,-20.92778431,68,14.60941176,-22.94502941,3813_373,15.06957198,1.759515273,13.3100567,0.398285093,0.378198806,0.020086287,0,0,0,0,0,0,1
3813,373,Iran,away,13977,Morteza Pouraliganji,831,2.86709627,-1.569135981,340,-1.514967647,-2.273970588,132,-0.753257576,-2.60044697,208,-1.998360577,-2.066783654,334,-1.601904192,-2.237802395,132,-0.753257576,-2.60044697,202,-2.156465347,-2.000826733,3813_373,21.34969801,3.484552917,17.86514509,0.206399131,0.192580582,0.013818549,0,0,0,0,0,0,1
