match_id,match_name,defending_team,defending_team_name,defender_id,defender_name,match_team_id,overall_position,most_common_position,mins_played,starter,passes_against,passes_defended,raw_involvement,valued_involvement,raw_fault,valued_fault,raw_contribution,valued_contribution,raw_involvement_per90,valued_involvement_per90,raw_fault_per90,valued_fault_per90,raw_contribution_per90,valued_contribution_per90,raw_involvement_per_pass_against,valued_involvement_per_pass_against,raw_fault_per_pass_against,valued_fault_per_pass_against,raw_contribution_per_pass_against,valued_contribution_per_pass_against,raw_involvement_per_pass_defended,valued_involvement_per_pass_defended,raw_fault_per_pass_defended,valued_fault_per_pass_defended,raw_contribution_per_pass_defended,valued_contribution_per_pass_defended,passes_defended_per90,passes_defended_per_pass_against,overall_rating,defending_rating,def_awareness_rating,interceptions_rating,passes_against_on_field,raw_involvement_per_pass_against_onfield,valued_involvement_per_pass_against_onfield,raw_fault_per_pass_against_onfield,valued_fault_per_pass_against_onfield,raw_contribution_per_pass_against_onfield,valued_contribution_per_pass_against_onfield,passes_defended_per_pass_against_onfield
10512,Morocco vs Portugal,374,Morocco,13044,Jawad El Yamiq,10512_374,Back,Left Center Back,98,1,702,67,31.11612769,0.441758385,12.42105572,0.192744214,18.69507197,0.249014171,28.57603564,0.405696476,11.40709199,0.177009992,17.16894365,0.228686484,4.432496823,0.062928545,1.769381157,0.027456441,2.663115666,0.035472104,46.44198163,0.659340873,18.53888914,0.287677931,27.9030925,0.371662942,61.53061224,9.544159544,73.0,73.0,72.0,75.0,686,4.535878672011662,0.06439626603498542,1.8106495218658893,0.028096824198250724,2.725229150145773,0.0362994418367347,9.7667638483965
10512,Morocco vs Portugal,374,Morocco,13864,Yahia Attiat-Allah,10512_374,Back,Left Back,98,1,702,89,45.65954803,0.744483263,27.91226834,0.314374029,17.7472797,0.430109234,41.93223799,0.683709119,25.63371582,0.288710843,16.29852217,0.394998276,6.504209122,0.106051747,3.976106601,0.044782625,2.528102521,0.061269122,51.30286296,0.836498049,31.36209925,0.353229246,19.9407637,0.483268803,81.73469388,12.67806268,73.0,68.0,67.0,68.0,686,6.65591079154519,0.10852525699708455,4.0688437813411085,0.04582711793002915,2.5870670116618073,0.06269813906705539,12.973760932944606
10512,Morocco vs Portugal,374,Morocco,13865,Badr Benoun,10512_374,Back,Right Center Back,34,0,702,10,5.116946279,0.19411798,2.210618014,0.072926236,2.906328266,0.121191745,13.5448578,0.513841713,5.851635919,0.193040036,7.693221879,0.320801677,0.728909726,0.027652134,0.314902851,0.010388353,0.414006875,0.017263781,51.16946279,1.941179805,22.10618014,0.729262359,29.06328266,1.211917446,26.47058824,1.424501425,,,,,233,2.1961142828326183,0.08331243776824035,0.9487630961373391,0.031298813733905584,1.2473511871244636,0.05201362446351931,4.291845493562231
10512,Morocco vs Portugal,374,Morocco,13866,Selim Amallah,10512_374,Midfield,Left Center Midfield,63,1,702,162,80.95877225,0.743905171,47.35858208,0.357334092,33.60019017,0.386571079,115.6553889,1.062721673,67.65511725,0.510477274,48.00027168,0.552244398,11.53258864,0.105969398,6.746236763,0.050902292,4.786351877,0.055067105,49.97455077,0.459200723,29.23369264,0.2205766,20.74085813,0.238624123,231.4285714,23.07692308,73.0,65.0,62.0,68.0,453,17.871693653421634,0.1642174770419426,10.454433130242826,0.07888169801324503,7.417260523178808,0.08533577902869757,35.76158940397351
10512,Morocco vs Portugal,374,Morocco,13868,Yahya Jabrane,10512_374,Midfield,Left Defensive Midfield,18,0,702,20,8.797519306,0.208326636,6.291869679,0.100217264,2.505649627,0.108109372,43.98759653,1.041633181,31.45934839,0.501086321,12.52824813,0.54054686,1.253207878,0.029676159,0.896277732,0.014275964,0.356930146,0.015400195,43.98759653,1.041633181,31.45934839,0.501086321,12.52824813,0.54054686,100.0,2.849002849,,,,,106,8.29954651509434,0.19653456226415095,5.935726112264152,0.09454458867924528,2.3638204028301883,0.10198997358490565,18.867924528301888
10512,Morocco vs Portugal,374,Morocco,13869,Walid Cheddira,10512_374,Forward,Center Forward,35,0,702,69,35.99914481,0.204116239,25.80740224,0.149424746,10.19174257,0.054691493,92.56922952,0.524870329,66.36189147,0.384235062,26.20733804,0.140635267,5.128083307,0.029076387,3.676268125,0.021285576,1.451815181,0.007790811,52.17267364,0.295820636,37.40203223,0.216557603,14.77064141,0.079263033,177.4285714,9.829059829,,,,,233,15.450276742489269,0.08760353605150216,11.076138300429184,0.06413079227467812,4.374138442060086,0.023472743776824033,29.613733905579398
10513,England vs France,50,England,1,Harry Kane,10513_50,Forward,Center Forward,100,1,392,118,45.36080054,0.282425682,27.89000848,0.219415169,17.47079206,0.063010513,40.82472049,0.254183114,25.10100763,0.197473652,15.72371286,0.056709462,11.57163279,0.072047368,7.114798082,0.055973257,4.45683471,0.01607411,38.44135639,0.239343798,23.63560041,0.185945058,14.80575599,0.05339874,106.2,30.10204082,90.0,47.0,50.0,44.0,377,12.032042583554377,0.07491397400530504,7.39788023342175,0.058200310079575594,4.634162350132627,0.016713663925729445,31.29973474801061
10513,England vs France,50,England,10,John Stones,10513_50,Back,Right Center Back,97,1,392,38,17.27924128,0.29683658,13.29307855,0.271662762,3.986162733,0.025173818,16.03228573,0.275415383,12.33378422,0.252058233,3.698501505,0.023357151,4.407969715,0.075723617,3.391091467,0.069301725,1.016878248,0.006421892,45.47168759,0.781148895,34.98178566,0.714902006,10.48990193,0.066246889,35.25773196,9.693877551,83.0,84.0,84.0,83.0,371,4.657477433962264,0.08000985983827494,3.5830400404312672,0.0732244641509434,1.0744373943396228,0.006785395687331537,10.242587601078167
10513,England vs France,50,England,16,Kyle Walker,10513_50,Back,Right Back,100,1,392,70,38.15331878,0.577778077,18.61272477,0.245031372,19.54059401,0.332746704,34.33798691,0.520000269,16.7514523,0.220528235,17.58653461,0.299472034,9.732989486,0.147392367,4.748144075,0.062508003,4.984845411,0.084884363,54.50474112,0.825397253,26.58960682,0.350044818,27.9151343,0.475352435,63.0,17.85714286,85.0,80.0,77.0,80.0,377,10.120243708222812,0.15325678435013262,4.937062273209549,0.06499505888594165,5.183181435013263,0.08826172519893899,18.56763925729443
10513,England vs France,50,England,21,Phil Foden,10513_50,Wing,Left Wing,84,1,392,126,62.60165989,0.499081525,41.32025119,0.30511103,21.2814087,0.193970495,67.07320702,0.534730205,44.27169771,0.326904675,22.80150932,0.20782553,15.9698112,0.127316716,10.54088041,0.077834446,5.42893079,0.049482269,49.68385705,0.396096448,32.79385015,0.242151611,16.8900069,0.153944837,135.0,32.14285714,84.0,56.0,58.0,59.0,352,17.78456246875,0.1417845241477273,11.73870772443182,0.08667926988636364,6.045854744318182,0.05510525426136363,35.79545454545455
