metric,metric_family,node_metric,outcome,kind,min,min_sig,average,average_sig,sum,sum_sig,product,product_sig,r_range_trio,r_range_all,sig_flip_trio,sign_flip_trio
raw_fault_gini,Gini (strength inequality),raw_fault,shots_against,raw,0.04142517866560088,,0.04223905199766099,,0.04223905202889388,,0.03677276352871647,,0.0008138733632929995,0.005466288500177406,False,False
raw_fault_gini,Gini (strength inequality),raw_fault,shots_against,partial,-0.03306411793488602,,-0.03841383998878975,,-0.038413839961431884,,-0.03037137718884592,,0.00534972205390373,0.00804246279994383,False,False
raw_fault_gini,Gini (strength inequality),raw_fault,xg_against,raw,0.020305040465018187,,0.021508618012354375,,0.021508618031656844,,0.014534094037257975,,0.001203577566638657,0.006974523994398869,False,False
raw_fault_gini,Gini (strength inequality),raw_fault,xg_against,partial,-0.0267492389489603,,-0.029275883796304407,,-0.029275883780694203,,-0.028026150965534624,,0.002526644847344106,0.002526644847344106,False,False
raw_fault_cc_weighted,Clustering (weighted),raw_fault,goals_against,raw,-0.05954339985457187,,-0.07934173225356028,,-0.07934173232412478,,-0.042612144326727885,,0.019798332469552912,0.036729587997396895,False,False
raw_fault_cc_weighted,Clustering (weighted),raw_fault,goals_against,partial,-0.030686505607847296,,-0.040481381110859645,,-0.04048138117510103,,-0.019580815952020283,,0.009794875567253732,0.020900565223080744,False,False
raw_fault_cc_weighted,Clustering (weighted),raw_fault,shots_against,raw,0.01094096625595568,,-0.011984345156516113,,-0.011984345164576754,,0.018582874673938342,,0.022925311420532432,0.030567219838515097,False,True
raw_fault_cc_weighted,Clustering (weighted),raw_fault,shots_against,partial,0.09568044195351068,,0.1011989824827146,,0.10119898250173345,,0.08633358163116778,,0.005518540548222775,0.014865400870565676,False,False
raw_fault_cc_weighted,Clustering (weighted),raw_fault,xg_against,raw,0.0044437713852687535,,-0.0211683497555741,,-0.021168349834521302,,0.010192890866370556,,0.025612121219790056,0.03136124070089186,False,True
raw_fault_cc_weighted,Clustering (weighted),raw_fault,xg_against,partial,0.0550179312441071,,0.04672118451207541,,0.04672118444437551,,0.05025046582610335,,0.008296746799731594,0.008296746799731594,False,False
raw_fault_centralization_weighted,Freeman Centralization (weighted),raw_fault,goals_against,raw,0.1739475960622766,*,0.1608195463518558,,0.16081954635776613,,0.15207827041663777,,0.013128049710420808,0.021869325645638843,True,False
raw_fault_centralization_weighted,Freeman Centralization (weighted),raw_fault,goals_against,partial,0.1461026695890154,,0.12872571766370744,,0.12872571766944815,,0.13007597214198469,,0.01737695192530797,0.01737695192530797,False,False
raw_fault_centralization_weighted,Freeman Centralization (weighted),raw_fault,shots_against,raw,0.13300058897556416,,0.12304962337978469,,0.12304962344740988,,0.12120636168848462,,0.009950965595779473,0.011794227287079545,False,False
raw_fault_centralization_weighted,Freeman Centralization (weighted),raw_fault,shots_against,partial,0.05920668948748836,,0.03606665519049815,,0.03606665526625939,,0.06566388882344398,,0.023140034296990214,0.029597233632945835,False,False
raw_fault_centralization_weighted,Freeman Centralization (weighted),raw_fault,xg_against,raw,0.14324298725184864,,0.13892844731803014,,0.13892844734718401,,0.12774326706219347,,0.004314539933818501,0.015499720189655175,False,False
raw_fault_centralization_weighted,Freeman Centralization (weighted),raw_fault,xg_against,partial,0.09671098594618283,,0.08527891451039873,,0.08527891454076035,,0.09188148606982535,,0.011432071435784091,0.011432071435784091,False,False
raw_contribution,Total Strength,raw_contribution,goals_against,raw,0.25312816721067294,**,0.26440604224596465,**,0.2644060422442516,**,0.23145549345883945,**,0.011277875035291707,0.032950548787125195,False,False
raw_contribution,Total Strength,raw_contribution,goals_against,partial,0.18902266892048297,*,0.21214392755092532,*,0.21214392754663153,*,0.15038297076523552,,0.023121258630442343,0.0617609567856898,False,False
raw_contribution,Total Strength,raw_contribution,shots_against,raw,0.45743434847646686,***,0.4626395473321406,***,0.4626395473322875,***,0.45069127967080946,***,0.0052051988558206586,0.011948267661478051,False,False
raw_contribution,Total Strength,raw_contribution,shots_against,partial,0.18972703350616063,*,0.19365106017998251,*,0.19365106018209838,*,0.1887525547465969,*,0.003924026675937747,0.004898505435501466,False,False
raw_contribution,Total Strength,raw_contribution,xg_against,raw,0.3715074244898542,***,0.3767709221644363,***,0.37677092216939423,***,0.36564274925381435,***,0.005263497679540041,0.011128172915579881,False,False
raw_contribution,Total Strength,raw_contribution,xg_against,partial,0.25120868911026195,**,0.2628876613579366,**,0.2628876613663505,**,0.23970587459829942,**,0.011678972256088549,0.023181786768051077,False,False
raw_contribution_gini,Gini (strength inequality),raw_contribution,goals_against,raw,-0.01842838904597475,,-0.014615373219953431,,-0.014615373235906347,,-0.0014260830906192082,,0.0038130158260213202,0.017002305955355543,False,False
raw_contribution_gini,Gini (strength inequality),raw_contribution,goals_against,partial,-0.053051198905620094,,-0.05173110396110506,,-0.05173110397328767,,-0.028188667726821926,,0.0013200949445150365,0.024862531178798167,False,False
raw_contribution_gini,Gini (strength inequality),raw_contribution,shots_against,raw,-0.030253699645130635,,-0.02929433676675678,,-0.029294336785753616,,-0.04808697870625004,,0.0009593628783738546,0.01879264193949326,False,False
raw_contribution_gini,Gini (strength inequality),raw_contribution,shots_against,partial,-0.1265945193917783,,-0.1326063235374527,,-0.132606323547252,,-0.12671104987495752,,0.006011804155473699,0.006011804155473699,False,False
raw_contribution_gini,Gini (strength inequality),raw_contribution,xg_against,raw,-0.1112191229894201,,-0.11181587091668463,,-0.11181587093038373,,-0.10613633041265617,,0.0005967479409636212,0.005679540517727552,False,False
