match_id,defending_team,team_name,home_away,defender_id,defender_name,mins_played
3812,366,Netherlands,away,11094,Cody Gakpo,93
3812,366,Netherlands,away,11241,Andries Noppert,100
3812,366,Netherlands,away,1522,Frenkie de Jong,100
3812,366,Netherlands,away,284,Nathan Aké,100
3812,366,Netherlands,away,3315,Vincent Janssen,61
3812,366,Netherlands,away,37,Virgil van Dijk,100
3812,366,Netherlands,away,8026,Daley Blind,100
3812,366,Netherlands,away,8033,Davy Klaassen,22
3812,366,Netherlands,away,8034,Steven Berghuis,78
3812,366,Netherlands,away,8045,Matthijs De Ligt,100
3812,366,Netherlands,away,8134,Denzel Dumfries,100
3812,366,Netherlands,away,8326,Teun Koopmeiners,22
3812,366,Netherlands,away,8327,Marten De Roon,7
3812,366,Netherlands,away,8342,Memphis Depay,39
3812,366,Netherlands,away,84,Steven Bergwijn,78
3812,372,Senegal,home,13055,Nicolas Jackson,27
3812,372,Senegal,home,13228,Youssouf Sabaly,100
3812,372,Senegal,home,13901,Pape Abou Cissé,100
3812,372,Senegal,home,2059,Edouard Mendy,100
3812,372,Senegal,home,214,Nampalys Mendy,100
3812,372,Senegal,home,3848,Abdou Diallo,61
3812,372,Senegal,home,3858,Idrissa Gueye,100
3812,372,Senegal,home,3895,Ismail Jakobs,39
3812,372,Senegal,home,3903,Krépin Diatta,73
3812,372,Senegal,home,3978,Pape Gueye,27
3812,372,Senegal,home,3996,Bamba Dieng,32
3812,372,Senegal,home,428,Ismaïla Sarr,100
3812,372,Senegal,home,474,Cheikhou Kouyaté,73
3812,372,Senegal,home,7988,Boulaye Dia,68
3812,372,Senegal,home,9993,Kalidou Koulibaly,100
3813,50,England,home,1,Harry Kane,75
3813,50,England,home,10,John Stones,103
3813,50,England,home,105,Mason Mount,70
3813,50,England,home,118,Harry Maguire,70
3813,50,England,home,123,Luke Shaw,103
3813,50,England,home,136,Marcus Rashford,33
3813,50,England,home,1377,Kieran Trippier,103
3813,50,England,home,163,Bukayo Saka,70
3813,50,England,home,169,Jordan Pickford,103
3813,50,England,home,21,Phil Foden,33
3813,50,England,home,25,Raheem Sterling,70
3813,50,England,home,265,Declan Rice,103
3813,50,England,home,311,Callum Wilson,28
3813,50,England,home,371,Jack Grealish,33
3813,50,England,home,4677,Jude Bellingham,103
3813,50,England,home,74,Eric Dier,33
3813,373,Iran,away,12222,Majid Hosseini,103
3813,373,Iran,away,12235,Ali Karimi,45
3813,373,Iran,away,13968,Alireza Beiranvand,19
3813,373,Iran,away,13969,Hossein Hosseini,84
3813,373,Iran,away,13970,Roozbeh Cheshmi,45
3813,373,Iran,away,13971,Ehsan Hajsafi,103
3813,373,Iran,away,13973,Hossein Kanaani,58
3813,373,Iran,away,13975,Milad Mohammadi,62
3813,373,Iran,away,13976,Sadegh Moharrami,103
3813,373,Iran,away,13977,Morteza Pouraliganji,103
3813,373,Iran,away,13980,Saeid Ezatolahi,58
3813,373,Iran,away,13981,Ali Gholizadeh,58
3813,373,Iran,away,13982,Ahmad Nourollahi,76
3813,373,Iran,away,13983,Mehdi Torabi,41
3813,373,Iran,away,457,Alireza Jahanbakhsh,45
3813,373,Iran,away,7441,Sardar Azmoun,27
3813,373,Iran,away,8561,Mehdi Taremi,103
3814,360,Qatar,home,13941,Saad Al-Sheeb,95
3814,360,Qatar,home,13944,Abdelkarim Hassan,95
3814,360,Qatar,home,13945,Boualem Khoukhi,95
3814,360,Qatar,home,13946,Pedro Miguel,95
3814,360,Qatar,home,13948,Bassam Al-Rawi,95
3814,360,Qatar,home,13951,Homam Ahmed,95
3814,360,Qatar,home,13953,Karim Boudiaf,95
3814,360,Qatar,home,13954,Abdulaziz Hatem,95
3814,360,Qatar,home,13958,Mohammed Waad,24
3814,360,Qatar,home,13960,Hasan Al-Haydos,71
3814,360,Qatar,home,13961,Akram Afif,95
3814,360,Qatar,home,13962,Almoez Ali,71
3814,360,Qatar,home,13963,Mohammed Muntari,24
3814,381,Ecuador,away,1034,Jhegson Méndez,95
3814,381,Ecuador,away,11960,Enner Valencia,75
3814,381,Ecuador,away,1287,José Cifuentes,20
3814,381,Ecuador,away,13049,Gonzalo Plata,95
3814,381,Ecuador,away,13935,Hernan Galindez,95
3814,381,Ecuador,away,13937,Angelo Preciado,95
3814,381,Ecuador,away,13940,Kevin Rodriguez,6
3814,381,Ecuador,away,1406,Pervis Estupinan,95
3814,381,Ecuador,away,2134,Moises Caicedo,89
3814,381,Ecuador,away,3460,Romario Ibarra,67
3814,381,Ecuador,away,3519,Michael Estrada,89
3814,381,Ecuador,away,3734,Félix Torres,95
3814,381,Ecuador,away,5195,Piero Hincapie,95
3814,381,Ecuador,away,6596,Jeremy Sarmiento,28
3814,381,Ecuador,away,7571,Alan Franco,6
3815,51,United States,home,1067,Brenden Aaronson,35
3815,51,United States,home,107,Christian Pulisic,100
3815,51,United States,home,1184,Jordan Morris,13
3815,51,United States,home,12183,Haji Wright,27
3815,51,United States,home,13121,Yunus Musah,74
