match_id,defender_id,defender_name,passes_against_on_field
3837,1672,Thibaut Courtois,331
3837,1681,Achraf Hakimi,505
3837,1694,Eden Hazard,230
3837,1810,Youssef En-Nesyri,532
3837,1938,Hakim Ziyech,671
3837,1960,Timothy Castagne,331
3837,215,Youri Tielemans,101
3837,22,Kevin De Bruyne,331
3837,233,Romain Saïss,671
3837,4002,Nayef Aguerd,671
3837,401,Sofiane Boufal,532
3837,4324,Azzedine Ounahi,562
3837,4498,Amadou Onana,230
3837,455,Leandro Trossard,45
3837,4669,Thomas Meunier,295
3837,4674,Axel Witsel,331
3837,4684,Thorgan Hazard,286
3837,5139,Romelu Lukaku,36
3837,66,Toby Alderweireld,331
3837,67,Jan Vertonghen,331
3837,8027,Noussair Mazraoui,671
3837,9090,Charles De Ketelaere,45
3837,9865,Zakaria Aboukhlal,139
3836,10704,Kaoru Mitoma,77
3836,11841,Hidemasa Morita,450
3836,13371,Bryan Oviedo,597
3836,13563,Jewison Bennette,210
3836,13778,Daniel Chacon,7
3836,13780,Keysher Fuller,597
3836,13781,Celso Borges,563
3836,13782,Anthony Contreras,387
3836,13785,Gerson Torres,387
3836,13787,Youstin Salas,34
3836,13788,Yeltsin Tejeda,597
3836,13790,Brandon Aguilera,210
3836,13796,Miki Yamane,373
3836,13798,Yuto Nagatomo,335
3836,13799,Shuichi Gonda,450
3836,13800,Ayase Ueda,335
3836,13801,Yuki Soma,428
3836,1593,Óscar Duarte,597
3836,2088,Maya Yoshida,450
3836,2094,Junya Ito,71
3836,2095,Daichi Kamada,450
3836,2099,Takuma Asano,115
3836,3316,Joel Campbell,590
3836,3841,Keylor Navas,597
3836,4925,Hiroki Ito,115
3836,4928,Wataru Endo,450
3836,5098,Ko Itakura,450
3836,55,Takumi Minamino,22
3836,649,Francisco Calvo,597
3836,754,Kendall Waston,597
3836,9981,Ritsu Doan,379
3835,10715,Julian Alvarez,185
3835,11,Nicolás Otamendi,380
3835,11090,Erick Gutierrez,305
3835,11856,Enzo Fernandez,200
3835,13222,Nahuel Molina,185
3835,1384,Hector Herrera,554
3835,144,Emiliano Martínez,380
3835,1452,Nestor Araujo,554
3835,1531,Lionel Messi,380
3835,1877,Guido Rodríguez,180
3835,1880,Andres Guardado,249
3835,2108,Uriel Antuna,88
3835,2110,Roberto Alvarado,67
3835,2111,Hirving Lozano,487
3835,252,Raúl Jiménez,88
3835,3299,César Montes,554
3835,3301,Héctor Moreno,554
3835,3303,Jesús Gallardo,554
3835,3343,Guillermo Ochoa,554
3835,3414,Alexis Vega,466
3835,3452,Kevin Álvarez,466
3835,3455,Luis Chávez,554
3835,3868,Ángel Di María,218
3835,453,Alexis Mac Allister,218
3835,4590,Exequiel Palacios,162
3835,5116,Cristian Romero,162
3835,6895,Rodrigo de Paul,380
3835,8023,Lisandro Martinez,380
3835,8138,Lautaro Martinez,195
3835,8419,Gonzalo Montiel,195
3835,9178,Marcos Acuña,380
3834,113,Olivier Giroud,348
3834,11854,Alexander Bah,21
3834,11967,Victor Nelsson,515
3834,12022,Andreas Cornelius,264
3834,12779,Mikkel Damsgaard,403
3834,1532,Ousmane Dembele,422
3834,1534,Antoine Griezmann,493
3834,1536,Martin Braithwaite,251
3834,1675,Raphael Varane,422
3834,1789,Jules Kounde,534
3834,200,Kasper Schmeichel,515
3834,2073,Joachim Andersen,515
3834,3870,Kylian Mbappé,534
3834,3888,Aurélien Tchouaméni,534
3834,3890,Youssouf Fofana,41
3834,395,Pierre-Emile Höjbjerg,515
3834,4053,Kasper Dolberg,112
3834,4606,Dayot Upamecano,534
3834,4622,Kingsley Coman,112
3834,4712,Marcus Thuram,186
3834,4737,Jesper Lindström,446
3834,5065,Christian Nörgaard,69
3834,5097,Ibrahima Konaté,112
3834,61,Hugo Lloris,534
3834,7443,Christian Eriksen,515
3834,8054,Adrien Rabiot,534
3834,8099,Rasmus Kristensen,494
3834,8324,Joakim Maehle,515
3834,8583,Theo Hernandez,534
3834,92,Andreas Christensen,515
10502,1067,Brenden Aaronson,126
10502,107,Christian Pulisic,423
10502,11094,Cody Gakpo,570
10502,11241,Andries Noppert,592
10502,1184,Jordan Morris,11
10502,12183,Haji Wright,126
10502,13121,Yunus Musah,423
10502,1334,Weston McKennie,297
10502,1336,Timothy Weah,297
10502,1339,Tyler Adams,423
10502,1522,Frenkie de Jong,592
10502,1971,Tim Ream,423
10502,1973,Antonee Robinson,412
10502,284,Nathan Aké,570
10502,328,DeAndre Yedlin,73
10502,37,Virgil van Dijk,592
10502,3861,Xavi Simons,102
10502,4681,Giovanni Reyna,230
10502,5009,Wout Weghorst,22
10502,802,Jesús Ferreira,193
10502,8022,Jurrien Timber,592
10502,8026,Daley Blind,592
10502,8033,Davy Klaassen,327
10502,8045,Matthijs De Ligt,22
10502,8134,Denzel Dumfries,592
10502,8326,Teun Koopmeiners,265
10502,8327,Marten De Roon,327
10502,8342,Memphis Depay,490
10502,8343,Sergiño Dest,350
10502,84,Steven Bergwijn,265
10502,916,Walker Zimmerman,423
10502,940,Matt Turner,423
10507,12502,Min Jae Kim,616
10507,1257,In-beom Hwang,457
10507,12945,Bremer,127
10507,13829,Weverton,94
10507,13907,Seun-gyu Kim,616
10507,13911,Young-gwon Kim,616
10507,13912,Jin-su Kim,325
10507,13916,Chul Hong,291
10507,13919,Seung-ho Paik,159
10507,13920,Jun-ho Son,291
10507,13922,Woo-young Jung,325
10507,13923,Gue-sung Cho,531
10507,162,Gabriel Martinelli,127
10507,1676,Eder Militao,361
10507,1683,Casemiro,544
10507,1695,Vinícius Junior,417
10507,1697,Rodrygo,94
10507,1830,Kang-in Lee,112
10507,1926,Thiago Silva,544
10507,195,Richarlison,544
10507,2074,Raphinha,544
10507,2443,Moon-hwan Kim,616
10507,32,Alisson,450
10507,3846,Marquinhos,544
10507,3865,Neymar,450
10507,3930,Lucas Paquetá,544
10507,4280,Ui-jo Hwang,85
10507,4915,Hee-chan Hwang,616
10507,5038,Jae-sung Lee,504
10507,8061,Danilo,417
10507,83,Heung-min Son,616
10507,9330,Dani Alves,183
10506,100,Mateo Kovacic,446
10506,10704,Kaoru Mitoma,331
10506,11841,Hidemasa Morita,658
10506,13797,Shogo Taniguchi,755
10506,13798,Yuto Nagatomo,424
10506,13799,Shuichi Gonda,755
10506,13802,Daizen Maeda,424
10506,13854,Dominik Livakovic,536
10506,13857,Borna Barisic,536
10506,13858,Josip Juranovic,536
10506,13859,Mislav Orsic,68
10506,13860,Marko Livaja,68
10506,13861,Bruno Petkovic,307
10506,1665,Ante Budimir,161
10506,1687,Luka Modric,446
10506,2087,Takehiro Tomiyasu,755
10506,2088,Maya Yoshida,755
10506,2090,Hiroki Sakai,277
10506,2094,Junya Ito,755
10506,2095,Daichi Kamada,478
10506,2099,Takuma Asano,331
10506,40,Dejan Lovren,536
10506,4883,Andrej Kramaric,314
10506,4892,Josko Gvardiol,536
10506,4928,Wataru Endo,755
10506,55,Takumi Minamino,218
10506,5968,Lovro Majer,90
10506,6019,Nikola Vlasic,90
10506,8129,Marcelo Brozovic,536
10506,8136,Ivan Perisic,468
10506,8330,Mario Pasalic,222
10506,8927,Ao Tanaka,97
10506,9981,Ritsu Doan,537
10505,1,Harry Kane,382
10505,10,John Stones,277
10505,105,Mason Mount,105
10505,118,Harry Maguire,382
10505,12154,Famara Diedhiou,96
10505,123,Luke Shaw,382
10505,13032,Pathe Ciss,315
10505,13228,Youssouf Sabaly,598
10505,136,Marcus Rashford,144
10505,16,Kyle Walker,382
10505,163,Bukayo Saka,238
10505,169,Jordan Pickford,382
10505,2005,Kalvin Phillips,85
10505,2059,Edouard Mendy,598
10505,21,Phil Foden,238
10505,214,Nampalys Mendy,598
10505,2144,Iliman Ndiaye,315
10505,265,Declan Rice,382
10505,371,Jack Grealish,144
10505,3848,Abdou Diallo,598
10505,3895,Ismail Jakobs,562
10505,3903,Krépin Diatta,315
10505,3978,Pape Gueye,283
10505,3996,Bamba Dieng,283
10505,4152,Pape Sarr,283
10505,428,Ismaïla Sarr,598
10505,4677,Jude Bellingham,277
10505,47,Jordan Henderson,297
10505,74,Eric Dier,105
10505,7988,Boulaye Dia,502
10505,8584,Fode Ballo-Toure,36
10505,9993,Kalidou Koulibaly,598
10504,11113,Sebastian Szymanski,414
10504,113,Olivier Giroud,375
10504,12514,Piotr Zielinski,567
10504,12537,Nicola Zalewski,126
10504,12766,Bartosz Bereszynski,567
10504,12820,Jakub Kiwior,520
10504,13848,Kamil Glik,567
10504,13850,Grzegorz Krychowiak,441
10504,1532,Ousmane Dembele,375
10504,1534,Antoine Griezmann,464
10504,1675,Raphael Varane,464
10504,1789,Jules Kounde,441
10504,1896,Matty Cash,567
10504,2042,Kamil Grosicki,47
10504,385,Jan Bednarek,47
10504,3870,Kylian Mbappé,464
10504,3878,Axel Disasi,23
10504,3888,Aurélien Tchouaméni,320
10504,3890,Youssouf Fofana,144
10504,3994,Arkadiusz Milik,153
10504,4606,Dayot Upamecano,464
10504,4622,Kingsley Coman,89
10504,4625,Robert Lewandowski,567
10504,4712,Marcus Thuram,89
10504,61,Hugo Lloris,464
10504,668,Przemyslaw Frankowski,520
10504,7419,Krystian Bielik,126
10504,8042,Wojciech Szczesny,567
10504,8054,Adrien Rabiot,464
10504,8583,Theo Hernandez,464
10504,9939,Jakub Kaminski,441
10503,10715,Julian Alvarez,348
10503,11,Nicolás Otamendi,452
10503,11856,Enzo Fernandez,452
10503,13222,Nahuel Molina,380
10503,13813,Fran Karacic,115
10503,13815,Mathew Leckie,597
10503,13817,Jamie Maclaren,115
10503,13819,Mitchell Duke,597
10503,13820,Aziz Behich,712
10503,13821,Keanu Baccus,511
10503,13823,Craig Goodwin,201
10503,13824,Kye Rowles,712
10503,13825,Garang Kuol,115
10503,144,Emiliano Martínez,452
10503,1531,Lionel Messi,452
10503,435,Mathew Ryan,712
10503,449,Aaron Mooy,712
10503,453,Alexis Mac Allister,380
10503,4590,Exequiel Palacios,72
10503,4739,Ajdin Hrustic,201
10503,5116,Cristian Romero,452
10503,6895,Rodrigo de Paul,452
10503,6967,Riley McGree,511
10503,7478,Milos Degenek,597
10503,8023,Lisandro Martinez,204
10503,8025,Nicolas Tagliafico,104
10503,8138,Lautaro Martinez,104
10503,8257,Harry Souttar,712
10503,8419,Gonzalo Montiel,72
10503,8420,Papu Gómez,248
10503,8854,Jackson Irvine,712
10503,9178,Marcos Acuña,348
3833,12514,Piotr Zielinski,369
3833,12766,Bartosz Bereszynski,553
3833,12820,Jakub Kiwior,553
3833,13848,Kamil Glik,553
3833,13850,Grzegorz Krychowiak,553
3833,13987,Mohammed Al-Owais,326
3833,13991,Mohammed Al-Burayk,238
3833,13992,Ali Al-Bulayhi,326
3833,13993,Sultan Al-Ghannam,88
3833,13994,Saud Abdulhamid,326
3833,13995,Abdulelah Al-Amri,326
3833,13998,Salem Al-Dawsari,326
3833,14000,Nawaf Al-Abed,129
3833,14002,Hattan Bahebri,8
3833,14003,Mohamed Kanno,326
3833,14004,Abdulelah Al-Malki,291
3833,14005,Sami Al-Najei,189
3833,14007,Nasser Al-Dawsari,35
3833,14009,Abdulrahman Al-Oboud,35
3833,14010,Firas Al-Buraikan,326
3833,14011,Saleh Al-Shehri,291
3833,1896,Matty Cash,553
3833,3994,Arkadiusz Milik,404
3833,4625,Robert Lewandowski,553
3833,4851,Krzysztof Piatek,149
3833,668,Przemyslaw Frankowski,553
3833,7419,Krystian Bielik,553
3833,8042,Wojciech Szczesny,553
3833,9939,Jakub Kaminski,184
3832,12862,Wajdi Kechrida,66
3832,13109,Awer Mabil,62
3832,13813,Fran Karacic,417
3832,13815,Mathew Leckie,455
3832,13817,Jamie Maclaren,168
3832,13819,Mitchell Duke,349
3832,13820,Aziz Behich,517
3832,13821,Keanu Baccus,62
3832,13823,Craig Goodwin,455
3832,13824,Kye Rowles,517
3832,14013,Aymen Dahmen,370
3832,14019,Yassine Meriah,370
3832,14022,Aissa Laidouni,286
3832,14024,Ferjani Sassi,155
3832,14025,Youssef Msakni,370
3832,14027,Naim Sliti,370
3832,14028,Issam Jebali,304
3832,14029,Taha Yassine Khenissi,66
3832,4105,Wahbi Khazri,84
3832,4142,Dylan Bronn,304
3832,435,Mathew Ryan,517
3832,449,Aaron Mooy,517
3832,4739,Ajdin Hrustic,168
3832,4758,Ellyes Skhiri,370
3832,6967,Riley McGree,349
3832,7478,Milos Degenek,100
3832,7649,Mohamed Drager,215
3832,8257,Harry Souttar,517
3832,8854,Jackson Irvine,517
3832,9598,Ali Abdi,370
3832,9824,Montassar Talbi,370
3831,1,Harry Kane,444
3831,10,John Stones,444
3831,105,Mason Mount,444
3831,1067,Brenden Aaronson,66
3831,107,Christian Pulisic,560
3831,118,Harry Maguire,444
3831,12183,Haji Wright,521
3831,123,Luke Shaw,444
3831,13121,Yunus Musah,560
3831,1334,Weston McKennie,494
3831,1336,Timothy Weah,521
3831,1339,Tyler Adams,560
3831,1340,Shaq Moore,66
3831,136,Marcus Rashford,103
3831,1377,Kieran Trippier,444
3831,163,Bukayo Saka,341
3831,169,Jordan Pickford,444
3831,1971,Tim Ream,560
3831,1973,Antonee Robinson,560
3831,25,Raheem Sterling,320
3831,265,Declan Rice,444
3831,371,Jack Grealish,124
3831,4677,Jude Bellingham,320
3831,4681,Giovanni Reyna,39
3831,47,Jordan Henderson,124
3831,5135,Josh Sargent,39
3831,8343,Sergiño Dest,494
3831,916,Walker Zimmerman,560
3831,940,Matt Turner,560
3830,1034,Jhegson Méndez,533
3830,11094,Cody Gakpo,377
3830,11241,Andries Noppert,440
3830,11960,Enner Valencia,501
3830,13049,Gonzalo Plata,501
3830,13935,Hernan Galindez,533
3830,13937,Angelo Preciado,533
3830,13940,Kevin Rodriguez,32
3830,1406,Pervis Estupinan,533
3830,1522,Frenkie de Jong,440
3830,2134,Moises Caicedo,533
3830,284,Nathan Aké,440
3830,3460,Romario Ibarra,32
3830,3519,Michael Estrada,432
3830,37,Virgil van Dijk,440
3830,3734,Félix Torres,533
3830,5009,Wout Weghorst,63
3830,5195,Piero Hincapie,533
3830,6596,Jeremy Sarmiento,101
3830,8022,Jurrien Timber,440
3830,8026,Daley Blind,440
3830,8033,Davy Klaassen,331
3830,8034,Steven Berghuis,109
3830,8134,Denzel Dumfries,440
3830,8326,Teun Koopmeiners,377
3830,8327,Marten De Roon,63
3830,8342,Memphis Depay,182
3830,84,Steven Bergwijn,258
3830,9837,Jackson Porozo,533
3828,12222,Majid Hosseini,529
3828,12235,Ali Karimi,47
3828,137,Daniel James,120
3828,13969,Hossein Hosseini,529
3828,13970,Roozbeh Cheshmi,84
3828,13971,Ehsan Hajsafi,445
3828,13975,Milad Mohammadi,529
3828,13977,Morteza Pouraliganji,529
3828,13978,Ramin Rezaeian,529
3828,13980,Saeid Ezatolahi,482
3828,13981,Ali Gholizadeh,445
3828,13982,Ahmad Nourollahi,445
3828,13983,Mehdi Torabi,84
3828,13984,Karim Ansarifard,119
3828,1698,Gareth Bale,316
3828,1931,Ethan Ampadu,241
3828,201,Danny Ward,59
3828,2083,Joe Rodon,316
3828,286,Chris Mepham,316
3828,308,Harry Wilson,196
3828,457,Alireza Jahanbakhsh,84
3828,462,Wayne Hennessey,316
3828,589,Neco Williams,316
3828,6018,Connor Roberts,196
3828,6935,Joe Allen,75
3828,7008,Brennan Johnson,120
3828,71,Ben Davies,316
3828,7441,Sardar Azmoun,410
3828,7966,Kieffer Moore,316
3828,8062,Aaron Ramsey,257
3828,8561,Mehdi Taremi,529
3827,12561,Sergej Milinković-Savić,599
3827,12576,Nikola Milenkovic,599
3827,12642,Ivan Ilić,213
3827,12643,Darko Lazović,178
3827,12653,Vanja Milinković-Savić,599
3827,12664,Saša Lukić,421
3827,132,Fred,95
3827,13904,Filip Mladenovic,421
3827,13906,Andrija Zivkovic,386
3827,1550,Nemanja Maksimovic,91
3827,162,Gabriel Martinelli,59
3827,1683,Casemiro,418
3827,1695,Vinícius Junior,323
3827,1697,Rodrygo,95
3827,1799,Nemanja Gudelj,386
3827,1926,Thiago Silva,418
3827,195,Richarlison,345
3827,1991,Aleksandar Mitrovic,508
3827,2074,Raphinha,359
3827,30,Gabriel Jesus,73
3827,32,Alisson,418
3827,3846,Marquinhos,418
3827,3865,Neymar,345
3827,3880,Strahinja Pavlovic,599
3827,3930,Lucas Paquetá,323
3827,3989,Nemanja Radonjic,213
3827,8037,Dusan Tadić,599
3827,8039,Antony,73
3827,8050,Alex Sandro,418
3827,8059,Dušan Vlahović,178
3827,8061,Danilo,418
3827,9947,Milos Veljkovic,599
3826,133,Bruno Fernandes,393
3826,1363,Inaki Williams,632
3826,1380,Thomas Partey,632
3826,1393,Joao Felix,355
3826,14034,Lawrence Ati Zigi,632
3826,14040,Andre Ayew,544
3826,17,João Cancelo,393
3826,1876,William Carvalho,168
3826,1910,Mohammed Salisu,632
3826,2066,Ruben Dias,393
3826,213,Daniel Amartey,632
3826,240,Rúben Neves,290
3826,27,Bernardo Silva,355
3826,3857,Danilo Pereira,393
3826,4231,Alexander Djiku,591
3826,4404,Alidu Seidu,474
3826,4408,Salis Abdul Samed,591
3826,444,Tariq Lamptey,158
3826,4666,Raphaël Guerreiro,393
3826,483,Jordan Ayew,88
3826,5085,Abdul Rahman Baba,632
3826,5178,Osman Bukari,88
3826,6020,Cristiano Ronaldo,355
3826,7192,Antoine Semenyo,41
3826,8000,Joao Mario,38
3826,8008,Goncalo Ramos,38
3826,8031,Mohammed Kudus,544
3826,8077,Joao Palhinha,38
3826,8538,Diogo Costa,393
3826,8555,Otavio,225
3826,8593,Rafael Leao,103
3826,9980,Daniel-Kofi Kyereh,41
3825,12502,Min Jae Kim,554
3825,12529,Matias Vina,71
3825,1257,In-beom Hwang,554
3825,13462,Martín Cáceres,445
3825,1368,Jose Gimenez,445
3825,13907,Seun-gyu Kim,554
3825,13911,Young-gwon Kim,554
3825,13912,Jin-su Kim,554
3825,13918,Sang-ho Na,411
3825,13920,Jun-ho Son,143
3825,13922,Woo-young Jung,554
3825,13923,Gue-sung Cho,143
3825,13924,Sergio Rochet,445
3825,13926,Diego Godin,445
3825,13927,Guillermo Varela,39
3825,13929,Nicolas De La Cruz,71
3825,1535,Luis Suarez,324
3825,1545,Mathí­as Olivera,374
3825,1684,Federico Valverde,445
3825,1830,Kang-in Lee,143
3825,2075,Facundo Pellistri,406
3825,2077,Edinson Cavani,121
3825,2443,Moon-hwan Kim,554
3825,4280,Ui-jo Hwang,411
3825,5038,Jae-sung Lee,411
3825,7584,Rodrigo Bentancur,445
3825,8009,Darwin Nunez,445
3825,8133,Matias Vecino,374
3825,83,Heung-min Son,554
3823,1025,Kamal Miller,526
3823,112,Michy Batshuayi,386
3823,11790,Steven Vitoria,526
3823,1225,Richie Laryea,450
3823,1228,Jonathan Osorio,53
3823,12315,Sam Adekugbe,76
3823,1387,Yannick Carrasco,222
3823,14031,Milan Borjan,526
3823,14033,Liam Millar,53
3823,1672,Thibaut Courtois,459
3823,1694,Eden Hazard,265
3823,1960,Timothy Castagne,459
3823,215,Youri Tielemans,222
3823,22,Kevin De Bruyne,459
3823,241,Leander Dendoncker,459
3823,3965,Jonathan David,526
3823,4498,Amadou Onana,237
3823,455,Leandro Trossard,194
3823,4611,Alphonso Davies,526
3823,4669,Thomas Meunier,237
3823,4674,Axel Witsel,459
3823,5173,Ismael Kone,158
3823,66,Toby Alderweireld,459
3823,67,Jan Vertonghen,459
3823,6916,Junior Hoilett,368
3823,8551,Stephen Eustaquio,473
3823,8627,Atiba Hutchinson,368
3823,9094,Cyle Larin,158
3823,926,Alistair Johnston,526
3823,963,Tajon Buchanan,473
3823,9806,Lois Openda,73
3822,13178,Nico Williams,79
3822,13371,Bryan Oviedo,917
3822,1341,Unai Simon,233
3822,13563,Jewison Bennette,743
3822,13780,Keysher Fuller,1062
3822,13781,Celso Borges,827
3822,13782,Anthony Contreras,743
3822,13783,Bryan Ruiz,319
3822,13786,Carlos Martinez,586
3822,13788,Yeltsin Tejeda,1062
3822,13790,Brandon Aguilera,235
3822,13795,Alvaro Zamora,319
3822,1383,Koke,101
3822,1394,Alvaro Morata,107
3822,1513,Jordi Alba,132
3822,1519,Sergio Busquets,132
3822,1530,Pedri,126
3822,1593,Óscar Duarte,1062
3822,1696,Marco Asensio,154
3822,18,Rodri,233
3822,1829,Carlos Soler,107
3822,1950,Ferran Torres,126
3822,3316,Joel Campbell,1062
3822,3841,Keylor Navas,1062
3822,4908,Dani Olmo,233
3822,649,Francisco Calvo,1062
3822,754,Kendall Waston,476
3822,8341,Gavi,233
3822,8344,Alex Balde,101
3822,9,Aymeric Laporte,233
3822,96,César Azpilicueta,233
3822,975,Ronald Matarrita,145
3821,10704,Kaoru Mitoma,239
3821,13798,Yuto Nagatomo,553
3821,13799,Shuichi Gonda,792
3821,13802,Daizen Maeda,553
3821,1860,Takefusa Kubo,478
3821,1937,Kai Havertz,254
3821,20,Ilkay Gündogan,203
3821,2087,Takehiro Tomiyasu,314
3821,2088,Maya Yoshida,792
3821,2090,Hiroki Sakai,658
3821,2094,Junya Ito,792
3821,2095,Daichi Kamada,792
3821,2099,Takuma Asano,239
3821,4602,Manuel Neuer,277
3821,4608,Niklas Süle,277
3821,4616,Joshua Kimmich,277
3821,4618,Leon Goretzka,74
3821,4621,Jamal Musiala,254
3821,4623,Serge Gnabry,266
3821,4624,Thomas Müller,203
3821,4689,Youssoufa Moukoko,11
3821,4713,Jonas Hofmann,74
3821,4779,Nico Schlotterbeck,277
3821,4868,David Raum,277
3821,4928,Wataru Endo,792
3821,5098,Ko Itakura,792
3821,55,Takumi Minamino,134
3821,8927,Ao Tanaka,641
3821,90,Antonio Rüdiger,277
3821,9918,Mario Götze,23
3821,9963,Niclas Fullkrug,23
3821,9981,Ritsu Doan,151
3820,100,Mateo Kovacic,299
3820,12586,Sofyan Amrabat,661
3820,12777,Abdelhamid Sabiri,92
3820,13021,Abde Ezzalzouli,231
3820,13854,Dominik Livakovic,374
3820,13858,Josip Juranovic,374
3820,13859,Mislav Orsic,29
3820,13860,Marko Livaja,87
3820,13864,Yahia Attiat-Allah,252
3820,13866,Selim Amallah,661
3820,13870,Abderrazak Hamdallah,92
3820,1681,Achraf Hakimi,661
3820,1687,Luka Modric,374
3820,1785,Bono,661
3820,1810,Youssef En-Nesyri,569
3820,1938,Hakim Ziyech,661
3820,233,Romain Saïss,661
3820,40,Dejan Lovren,374
3820,4002,Nayef Aguerd,661
3820,401,Sofiane Boufal,430
3820,4324,Azzedine Ounahi,569
3820,4883,Andrej Kramaric,287
3820,4892,Josko Gvardiol,374
3820,4926,Borna Sosa,374
3820,5968,Lovro Majer,75
3820,6019,Nikola Vlasic,225
3820,8027,Noussair Mazraoui,409
3820,8129,Marcelo Brozovic,374
3820,8136,Ivan Perisic,345
3820,8330,Mario Pasalic,149
3819,113,Olivier Giroud,408
3819,13109,Awer Mabil,168
3819,13811,Nathaniel Atkinson,635
3819,13815,Mathew Leckie,723
3819,13819,Mitchell Duke,421
3819,13820,Aziz Behich,723
3819,13821,Keanu Baccus,88
3819,13822,Jason Cummings,302
3819,13823,Craig Goodwin,555
3819,13824,Kye Rowles,723
3819,13825,Garang Kuol,168
3819,1532,Ousmane Dembele,339
3819,1534,Antoine Griezmann,450
3819,1789,Jules Kounde,42
3819,3870,Kylian Mbappé,450
3819,3888,Aurélien Tchouaméni,339
3819,3890,Youssouf Fofana,111
3819,435,Mathew Ryan,723
3819,449,Aaron Mooy,723
3819,4606,Dayot Upamecano,450
3819,4607,Lucas Hernández,68
3819,4613,Benjamin Pavard,408
3819,4622,Kingsley Coman,111
3819,4712,Marcus Thuram,42
3819,5097,Ibrahima Konaté,450
3819,61,Hugo Lloris,450
3819,6967,Riley McGree,555
3819,7478,Milos Degenek,88
3819,8054,Adrien Rabiot,450
3819,8257,Harry Souttar,723
3819,8583,Theo Hernandez,382
3819,8854,Jackson Irvine,635
3818,11113,Sebastian Szymanski,371
3818,12514,Piotr Zielinski,448
3818,12537,Nicola Zalewski,267
3818,12766,Bartosz Bereszynski,495
3818,12820,Jakub Kiwior,495
3818,1384,Hector Herrera,251
3818,13848,Kamil Glik,495
3818,13850,Grzegorz Krychowiak,495
3818,1896,Matty Cash,495
3818,2106,Edson Alvarez,341
3818,2108,Uriel Antuna,51
3818,2111,Hirving Lozano,341
3818,252,Raúl Jiménez,90
3818,3299,César Montes,341
3818,3301,Héctor Moreno,341
3818,3303,Jesús Gallardo,341
3818,3309,Carlos Rodríguez,90
3818,3343,Guillermo Ochoa,341
3818,3352,Jorge Sánchez,341
3818,3367,Henry Martín,251
3818,3414,Alexis Vega,290
3818,3455,Luis Chávez,341
3818,3994,Arkadiusz Milik,47
3818,4625,Robert Lewandowski,495
3818,668,Przemyslaw Frankowski,124
3818,7419,Krystian Bielik,228
3818,8042,Wojciech Szczesny,495
3818,9939,Jakub Kaminski,495
3817,12022,Andreas Cornelius,79
3817,12779,Mikkel Damsgaard,201
3817,12862,Wajdi Kechrida,49
3817,14013,Aymen Dahmen,612
3817,14019,Yassine Meriah,612
3817,14022,Aissa Laidouni,563
3817,14024,Ferjani Sassi,49
3817,14025,Youssef Msakni,515
3817,14027,Naim Sliti,172
3817,14028,Issam Jebali,515
3817,14029,Taha Yassine Khenissi,97
3817,14030,Anis Slimane,440
3817,200,Kasper Schmeichel,395
3817,2073,Joachim Andersen,395
3817,3263,Hannibal Mejbri,97
3817,395,Pierre-Emile Höjbjerg,395
3817,4053,Kasper Dolberg,316
3817,4142,Dylan Bronn,612
3817,4673,Thomas Delaney,194
3817,4737,Jesper Lindström,79
3817,4758,Ellyes Skhiri,612
3817,5063,Mathias Jensen,79
3817,7443,Christian Eriksen,395
3817,7649,Mohamed Drager,563
3817,8099,Rasmus Kristensen,395
3817,8324,Joakim Maehle,395
3817,8578,Simon Kjaer,316
3817,9089,Andreas Skov Olsen,316
3817,92,Andreas Christensen,395
3817,9598,Ali Abdi,612
3817,9824,Montassar Talbi,612
3816,10715,Julian Alvarez,70
3816,11,Nicolás Otamendi,258
3816,11856,Enzo Fernandez,70
3816,13222,Nahuel Molina,258
3816,13987,Mohammed Al-Owais,625
3816,13990,Yasser Al-Shahrani,595
3816,13991,Mohammed Al-Burayk,30
3816,13992,Ali Al-Bulayhi,625
3816,13993,Sultan Al-Ghannam,118
3816,13994,Saud Abdulhamid,625
3816,13995,Abdulelah Al-Amri,63
3816,13996,Hassan Tambakti,625
3816,13998,Salem Al-Dawsari,625
3816,13999,Salman Al-Faraj,265
3816,14000,Nawaf Al-Abed,297
3816,14003,Mohamed Kanno,625
3816,14004,Abdulelah Al-Malki,625
3816,14010,Firas Al-Buraikan,562
3816,14011,Saleh Al-Shehri,507
3816,14012,Haitham Asiri,63
3816,144,Emiliano Martínez,258
3816,1531,Lionel Messi,258
3816,3856,Leandro Paredes,188
3816,3868,Ángel Di María,258
3816,5116,Cristian Romero,188
3816,6895,Rodrigo de Paul,258
3816,8023,Lisandro Martinez,70
3816,8025,Nicolas Tagliafico,213
3816,8138,Lautaro Martinez,258
3816,8420,Papu Gómez,188
3816,9178,Marcos Acuña,45
3815,10039,Joe Morrell,42
3815,1067,Brenden Aaronson,97
3815,107,Christian Pulisic,419
3815,1184,Jordan Morris,30
3815,12183,Haji Wright,73
3815,13121,Yunus Musah,346
3815,1334,Weston McKennie,322
3815,1336,Timothy Weah,389
3815,1339,Tyler Adams,419
3815,137,Daniel James,358
3815,1698,Gareth Bale,577
3815,1931,Ethan Ampadu,535
3815,1971,Tim Ream,419
3815,1973,Antonee Robinson,419
3815,2083,Joe Rodon,577
3815,286,Chris Mepham,577
3815,308,Harry Wilson,528
3815,328,DeAndre Yedlin,73
3815,462,Wayne Hennessey,577
