competition_name,competition_id,host,match_day,season_name,season_id,kickoff_time,match_id,event_vendor,tracking_vendor,match_title,home_team_name,home_team_id,guest_team_name,guest_team_id,result,country,stadium_id,stadium_name,precipitation,pitch_x,pitch_y,total_time_first_half,total_time_second_half,playing_time_first_half,playing_time_second_half,ds_parser_version,xg_tag,xg_sha1,xpass_tag,xpass_sha1,fps,match_string,slugified_match_string,Unnamed: 0,date,endPeriod1,endPeriod2,halfPeriod,homeTeamStartLeft,homeTeamStartLeftExtraTime,period1,period2,startPeriod1,startPeriod2,videoUrl,awayTeam.shortName,awayTeamKit.name,awayTeamKit.primaryColor,awayTeamKit.primaryTextColor,awayTeamKit.secondaryColor,awayTeamKit.secondaryTextColor,homeTeam.shortName,homeTeamKit.name,homeTeamKit.primaryColor,homeTeamKit.primaryTextColor,homeTeamKit.secondaryColor,homeTeamKit.secondaryTextColor,stadium.id,stadium.name,stadium.pitches
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),18,2023/2024,DFL-SEA-0001K7,2024-04-13T12:00:10.520+00:00,3aeaa339c156f6b56ada4a3e90936266,sts,sts_t160,Bayer Leverkusen-Eintracht Frankfurt,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,2:0,Deutschland,DFL-STA-J001ZX,Ulrich-Haberland-Stadion,none,105.0,68.0,2826.08,2926.64,1661.52,1474.84,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 18.ST Bayer Leverkusen - Eintracht Frankfurt,bundesliga-2023-2024-18-st-bayer-leverkusen-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),7,2023/2024,DFL-SEA-0001K7,2023-11-10T17:30:10.890+00:00,e551251f5a4b5e37ae5fce4620f0e28d,sts,sts_t160,Eintracht Frankfurt-Bayer Leverkusen,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,2:2,Deutschland,DFL-STA-J002A1,Stadion am Brentanobad,none,105.0,68.0,2844.32,2949.32,1748.28,1735.72,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 7.ST Eintracht Frankfurt - Bayer Leverkusen,bundesliga-2023-2024-7-st-eintracht-frankfurt-bayer-leverkusen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),19,2023/2024,DFL-SEA-0001K7,2024-04-20T12:02:17.000+00:00,2f9bbf32da2ecd73128163fe3957ef2d,sts,sts_t160,Eintracht Frankfurt-1. FC Nürnberg,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,1. FC Nürnberg,aab3502ab7183559fed36874c26d18af,4:1,Deutschland,DFL-STA-J002A1,Stadion am Brentanobad,none,105.0,68.0,2838.68,2897.76,1715.36,1636.4,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 19.ST Eintracht Frankfurt - 1. FC Nürnberg,bundesliga-2023-2024-19-st-eintracht-frankfurt-1-fc-nurnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),9,2023/2024,DFL-SEA-0001K7,2023-12-10T13:00:09.220+00:00,76a5785843940dc7e6a6870d3502115d,sts,sts_t160,Eintracht Frankfurt-1899 Hoffenheim,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,1899 Hoffenheim,527c6caf6e38ffca0e2b984d0ca17bf7,3:1,Deutschland,DFL-STA-J002A1,Stadion am Brentanobad,none,105.0,68.0,2824.2,2915.92,1718.4,1904.76,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 9.ST Eintracht Frankfurt - 1899 Hoffenheim,bundesliga-2023-2024-9-st-eintracht-frankfurt-1899-hoffenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),20,2023/2024,DFL-SEA-0001K7,2024-05-04T12:00:10.170+00:00,3b85dadfc04dcc3f9958b2c60debdc8f,sts,sts_t160,1899 Hoffenheim-Eintracht Frankfurt,1899 Hoffenheim,527c6caf6e38ffca0e2b984d0ca17bf7,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,1:3,Deutschland,DFL-STA-000N90,Dietmar-Hopp-Stadion,none,105.0,68.0,2704.88,2844.56,1663.96,1932.88,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 20.ST 1899 Hoffenheim - Eintracht Frankfurt,bundesliga-2023-2024-20-st-1899-hoffenheim-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),16,2023/2024,DFL-SEA-0001K7,2024-03-17T17:30:11.770+00:00,0a2325d34f663ebce737dfd5f8d32a9f,sts,sts_t160,MSV Duisburg-Eintracht Frankfurt,MSV Duisburg,0c2d2261f729957d793f5451e5f57107,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,1:2,Deutschland,DFL-STA-00000Y,SCHAUINSLAND-REISEN-ARENA,none,105.0,68.0,2721.32,2821.92,2161.96,1961.64,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 16.ST MSV Duisburg - Eintracht Frankfurt,bundesliga-2023-2024-16-st-msv-duisburg-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),8,2023/2024,DFL-SEA-0001K7,2023-11-18T11:00:55.333+00:00,2fca1361ccb8c981e2f1c220ca9e08f9,sts,sts_t160,1. FC Nürnberg-Eintracht Frankfurt,1. FC Nürnberg,aab3502ab7183559fed36874c26d18af,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,0:2,Deutschland,DFL-STA-00000I,Max-Morlock-Stadion,none,105.0,68.0,2777.56,2948.72,1514.6,1422.04,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 8.ST 1. FC Nürnberg - Eintracht Frankfurt,bundesliga-2023-2024-8-st-1-fc-nurnberg-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),14,2023/2024,DFL-SEA-0001K7,2024-02-16T17:31:36.260+00:00,e7df23c598e46adae29b11fbfab056f0,sts,sts_t160,RB Leipzig-Eintracht Frankfurt,RB Leipzig,dba15f95d732f82f0f9f4903f1622d39,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,2:1,Deutschland,DFL-STA-J002C7,RB Leipzig Fußball-Akademie,none,102.0,68.0,2782.8,3093.44,1828.96,1730.96,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 14.ST RB Leipzig - Eintracht Frankfurt,bundesliga-2023-2024-14-st-rb-leipzig-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),6,2023/2024,DFL-SEA-0001K7,2023-11-06T18:31:15.000+00:00,bd63fe50296fe81049948f60102d8afd,sts,sts_t160,Werder Bremen-Eintracht Frankfurt,Werder Bremen,555d6824b7aa7fb93ae9bd7c95667851,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,0:1,Deutschland,DFL-STA-000N7E,Weser-Stadion Platz 11,none,109.0,72.0,2762.52,2887.12,1877.88,1654.12,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 6.ST Werder Bremen - Eintracht Frankfurt,bundesliga-2023-2024-6-st-werder-bremen-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),14,2023/2024,DFL-SEA-0001K7,2024-02-18T13:00:10.080+00:00,bb33e8f55a734ec1afa1ba827d49dd9c,sts,sts_t160,Bayer Leverkusen-1899 Hoffenheim,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,1899 Hoffenheim,527c6caf6e38ffca0e2b984d0ca17bf7,1:2,Deutschland,DFL-STA-J001ZX,Ulrich-Haberland-Stadion,none,105.0,68.0,2944.52,2999.96,1948.04,1843.4,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 14.ST Bayer Leverkusen - 1899 Hoffenheim,bundesliga-2023-2024-14-st-bayer-leverkusen-1899-hoffenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),20,2023/2024,DFL-SEA-0001K7,2024-05-04T10:01:28.290+00:00,289da86f0ef0a29a2660e3ab6c51f6cf,sts,sts_t160,Bayer Leverkusen-Bayern München,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,Bayern München,a81c4f5ef28d2081cf1c3e775ba3c7c4,1:2,Deutschland,DFL-STA-J001ZX,Ulrich-Haberland-Stadion,none,105.0,68.0,2880.32,2882.28,1693.72,1974.56,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 20.ST Bayer Leverkusen - Bayern München,bundesliga-2023-2024-20-st-bayer-leverkusen-bayern-munchen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),17,2023/2024,DFL-SEA-0001K7,2024-03-25T18:30:11.590+00:00,f4f335ba80299f427662855e29e1346f,sts,sts_t160,Eintracht Frankfurt-Werder Bremen,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,Werder Bremen,555d6824b7aa7fb93ae9bd7c95667851,2:0,Deutschland,DFL-STA-J002A1,Stadion am Brentanobad,none,105.0,68.0,2700.32,2948.64,1748.84,1816.56,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 17.ST Eintracht Frankfurt - Werder Bremen,bundesliga-2023-2024-17-st-eintracht-frankfurt-werder-bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),2,2023/2024,DFL-SEA-0001K7,2023-09-30T10:02:00.047+00:00,aeeb667c90cc01044694dffbea3c7913,sts,sts_t160,Bayer Leverkusen-1. FC Nürnberg,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,1. FC Nürnberg,aab3502ab7183559fed36874c26d18af,6:0,Deutschland,DFL-STA-J001ZX,Ulrich-Haberland-Stadion,none,105.0,68.0,2821.44,2707.52,1442.72,1655.8,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 2.ST Bayer Leverkusen - 1. FC Nürnberg,bundesliga-2023-2024-2-st-bayer-leverkusen-1-fc-nurnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),5,2023/2024,DFL-SEA-0001K7,2023-10-22T14:01:25.800+00:00,d3d8c371a443eb11ec043bfd1a2f8e83,sts,sts_t160,Eintracht Frankfurt-MSV Duisburg,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,MSV Duisburg,0c2d2261f729957d793f5451e5f57107,5:1,Deutschland,DFL-STA-J002A1,Stadion am Brentanobad,none,105.0,68.0,2760.32,2829.48,1673.92,1734.24,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 5.ST Eintracht Frankfurt - MSV Duisburg,bundesliga-2023-2024-5-st-eintracht-frankfurt-msv-duisburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),1,2023/2024,DFL-SEA-0001K7,2023-09-17T16:30:12.905+00:00,23e3916997efb472f882097ccd4a830e,sts,sts_t160,SGS Essen-Eintracht Frankfurt,SGS Essen,cd1a9149422f6b61b74baa7dc4ce0b0d,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,2:0,Deutschland,DFL-STA-J0028M,Stadion an der Hafenstraße,none,105.0,68.0,2702.2,2941.24,1634.04,1778.32,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 1.ST SGS Essen - Eintracht Frankfurt,bundesliga-2023-2024-1-st-sgs-essen-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),22,2023/2024,DFL-SEA-0001K7,2024-05-20T13:34:26.480+00:00,3dfee77003bff994e70848f9352a00b2,sts,sts_t160,Bayer Leverkusen-Werder Bremen,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,Werder Bremen,555d6824b7aa7fb93ae9bd7c95667851,2:3,Deutschland,DFL-STA-J001ZX,Ulrich-Haberland-Stadion,none,105.0,68.0,2722.56,3061.4,1876.68,1257.36,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 22.ST Bayer Leverkusen - Werder Bremen,bundesliga-2023-2024-22-st-bayer-leverkusen-werder-bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),12,2023/2024,DFL-SEA-0001K7,2024-02-04T13:01:00.820+00:00,5545027b7b1c4f5b9aeb97df1da5580a,sts,sts_t160,Bayer Leverkusen-VfL Wolfsburg,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,VfL Wolfsburg,817f1a532ae3f8eba7ecb032ae9833f8,1:1,Deutschland,DFL-STA-J001ZX,Ulrich-Haberland-Stadion,none,105.0,68.0,3075.08,3060.16,1833.6,1740.96,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 12.ST Bayer Leverkusen - VfL Wolfsburg,bundesliga-2023-2024-12-st-bayer-leverkusen-vfl-wolfsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),21,2023/2024,DFL-SEA-0001K7,2024-05-13T17:32:56.938+00:00,56ef42fb5c269ca2bd988a1372039f28,sts,sts_t160,Eintracht Frankfurt-SC Freiburg,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,SC Freiburg,87400d97853f17300bad4399db2ceb41,4:2,Deutschland,DFL-STA-J002A1,Stadion am Brentanobad,none,105.0,68.0,2832.44,2882.16,1597.12,1765.92,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 21.ST Eintracht Frankfurt - SC Freiburg,bundesliga-2023-2024-21-st-eintracht-frankfurt-sc-freiburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),3,2023/2024,DFL-SEA-0001K7,2023-10-09T17:32:24.560+00:00,0e07fc73a58ac7a7fbd25254969ad548,sts,sts_t160,1899 Hoffenheim-Bayer Leverkusen,1899 Hoffenheim,527c6caf6e38ffca0e2b984d0ca17bf7,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,2:2,Deutschland,DFL-STA-000N90,Dietmar-Hopp-Stadion,none,105.0,68.0,2831.52,3025.44,1840.8,1599.64,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 3.ST 1899 Hoffenheim - Bayer Leverkusen,bundesliga-2023-2024-3-st-1899-hoffenheim-bayer-leverkusen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),2,2023/2024,DFL-SEA-0001K7,2023-10-01T12:03:07.071+00:00,c817c67d201db90686cf1f9720b615bb,sts,sts_t160,Eintracht Frankfurt-VfL Wolfsburg,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,VfL Wolfsburg,817f1a532ae3f8eba7ecb032ae9833f8,2:4,Deutschland,DFL-STA-00000H,Deutsche Bank Park,none,105.0,68.0,2768.96,3004.88,1698.12,1682.92,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 2.ST Eintracht Frankfurt - VfL Wolfsburg,bundesliga-2023-2024-2-st-eintracht-frankfurt-vfl-wolfsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),21,2023/2024,DFL-SEA-0001K7,2024-05-11T12:00:45.140+00:00,279332ea6b45f28bd3f25a59f440a73c,sts,sts_t160,MSV Duisburg-Bayer Leverkusen,MSV Duisburg,0c2d2261f729957d793f5451e5f57107,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,1:3,Deutschland,DFL-STA-00000Y,SCHAUINSLAND-REISEN-ARENA,none,105.0,68.0,2820.48,2947.6,1682.6,1543.28,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 21.ST MSV Duisburg - Bayer Leverkusen,bundesliga-2023-2024-21-st-msv-duisburg-bayer-leverkusen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),4,2023/2024,DFL-SEA-0001K7,2023-10-14T15:56:21.440+00:00,7dc9ae4ce38422d79a46fdecf58ca6ae,sts,sts_t160,Bayern München-Eintracht Frankfurt,Bayern München,a81c4f5ef28d2081cf1c3e775ba3c7c4,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,0:0,Deutschland,DFL-STA-000006,Allianz Arena,none,105.0,68.0,2739.32,2942.8,1838.72,1760.4,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 4.ST Bayern München - Eintracht Frankfurt,bundesliga-2023-2024-4-st-bayern-munchen-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),13,2023/2024,DFL-SEA-0001K7,2024-02-12T18:30:24.115+00:00,b20bc684be51c9ca1e0993e704ee7853,sts,sts_t160,1. FC Nürnberg-Bayer Leverkusen,1. FC Nürnberg,aab3502ab7183559fed36874c26d18af,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,1:2,Deutschland,DFL-STA-00000I,Max-Morlock-Stadion,none,105.0,68.0,2708.08,3184.2,1538.92,1566.92,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 13.ST 1. FC Nürnberg - Bayer Leverkusen,bundesliga-2023-2024-13-st-1-fc-nurnberg-bayer-leverkusen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),11,2023/2024,DFL-SEA-0001K7,2024-01-26T17:30:32.200+00:00,26b020ff0e21f80559da7cfd9864b282,sts,sts_t160,Werder Bremen-Bayer Leverkusen,Werder Bremen,555d6824b7aa7fb93ae9bd7c95667851,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,2:1,Deutschland,DFL-STA-000N7E,Weser-Stadion Platz 11,none,109.0,72.0,2781.76,3063.8,1724.2,1509.64,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 11.ST Werder Bremen - Bayer Leverkusen,bundesliga-2023-2024-11-st-werder-bremen-bayer-leverkusen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),3,2023/2024,DFL-SEA-0001K7,2023-10-07T12:00:49.888+00:00,cefa9d4891d3e39fc45ebbe44f7b1247,sts,sts_t160,Eintracht Frankfurt-RB Leipzig,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,RB Leipzig,dba15f95d732f82f0f9f4903f1622d39,3:1,Deutschland,DFL-STA-J002A1,Stadion am Brentanobad,none,105.0,68.0,2758.6,3128.48,1723.28,1601.44,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 3.ST Eintracht Frankfurt - RB Leipzig,bundesliga-2023-2024-3-st-eintracht-frankfurt-rb-leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),10,2023/2024,DFL-SEA-0001K7,2023-12-15T17:31:57.014+00:00,eb803788798979ed92930b1c20185c29,sts,sts_t160,Bayer Leverkusen-MSV Duisburg,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,MSV Duisburg,0c2d2261f729957d793f5451e5f57107,4:1,Deutschland,DFL-STA-J001ZX,Ulrich-Haberland-Stadion,none,105.0,68.0,2764.56,2932.92,1870.76,1523.88,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 10.ST Bayer Leverkusen - MSV Duisburg,bundesliga-2023-2024-10-st-bayer-leverkusen-msv-duisburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),19,2023/2024,DFL-SEA-0001K7,2024-04-19T16:30:10.720+00:00,82203d5538236a3c21d8a107b0b1d23b,sts,sts_t160,RB Leipzig-Bayer Leverkusen,RB Leipzig,dba15f95d732f82f0f9f4903f1622d39,Bayer Leverkusen,b5ea2a617276394ef53ab2a072111ab0,1:0,Deutschland,DFL-STA-J002C7,RB Leipzig Fußball-Akademie,none,102.0,68.0,2716.52,2896.76,1792.88,1520.84,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 19.ST RB Leipzig - Bayer Leverkusen,bundesliga-2023-2024-19-st-rb-leipzig-bayer-leverkusen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),13,2023/2024,DFL-SEA-0001K7,2024-02-11T13:00:27.220+00:00,553b7ee5f14d06e955c4dd02e9f65302,sts,sts_t160,VfL Wolfsburg-Eintracht Frankfurt,VfL Wolfsburg,817f1a532ae3f8eba7ecb032ae9833f8,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,3:0,Deutschland,DFL-STA-000003,Volkswagen Arena,none,105.0,68.0,2767.64,2941.04,1630.92,1563.28,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 13.ST VfL Wolfsburg - Eintracht Frankfurt,bundesliga-2023-2024-13-st-vfl-wolfsburg-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,9a4f7a5d9a53e21255bb908af86858bb,Deutscher Fußball-Bund (DFB),22,2023/2024,DFL-SEA-0001K7,2024-05-20T13:30:43.780+00:00,9dc2f814c56868940e655d5c78c139f0,sts,sts_t160,1. FC Köln-Eintracht Frankfurt,1. FC Köln,909b58975c636de982a6e9db835944ca,Eintracht Frankfurt,f9e8a773be5237478a5cd82f118bb857,0:1,Deutschland,DFL-STA-J000RE,Franz-Kremer-Stadion,none,105.0,70.0,2885.76,2947.04,1858.4,1900.72,2.4.1.post15+g651a99a,mens23v2,4bf4bb216249698c183532f4bcfd4bffc34682c6,mens23v2,63737eba1ded671ba581cae5dee3e1b79f670bd1,25.0,Bundesliga 2023/2024: 22.ST 1. FC Köln - Eintracht Frankfurt,bundesliga-2023-2024-22-st-1-fc-koln-eintracht-frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
