player,Nodes Degree_xt,Closeness_xt,Pagerank_xt,Betweenness_xt,Nodes Degree_base,Closeness_base,Pagerank_base,Betweenness_base,match_id,team,player_match_id,Sofascore Rating
N. Araujo,4.836338671,0.082550414,0.030269168,0.017241379,85,1.009909272,0.05414267,0.070689655,3857289,Mexico,N. Araujo_3857289,6.3
Miloš Degenek,4.834879861,0.089808743,0.026836235,0.003225806,60,0.877353987,0.033402841,0.023655914,3869151,Australia,Miloš Degenek_3869151,6.2
Rodrygo Silva de Goes,4.832616705,0.111748468,0.032902202,0.005747126,61,1.445469841,0.030561356,0.016091954,3869420,Brazil,Rodrygo_3869420,6.4
José Diogo Dalot Teixeira,4.830956691,0.118010614,0.035424341,0.003694581,63,1.564126556,0.029215014,0.003694581,3869486,Portugal,Diogo Dalot_3869486,6.8
Kendall Jamaal Waston Manley,4.828866957,0.091615686,0.03271002,0.004926108,76,0.900159719,0.040380054,0.012315271,3857295,Costa Rica,Kendall Waston_3857291,6.1
Jules Koundé,4.826763963,0.094624145,0.036330577,0,66,1.221670101,0.038874665,0.003333333,3869354,France,Jules Koundé_3869354,7.5
Stephen Antunes Eustáquio,4.825477672,0.102264913,0.028953717,0.002150538,49,1.11471363,0.025742562,0.001075269,3857281,Canada,Stephen Eustaquio_3857281,6.6
Theo Bernard François Hernández,4.821513121,0.092025613,0.032572785,0.009259259,42,0.81269504,0.029016366,0.003968254,3869552,France,Theo Hernández_3869552,8.2
Mario Pašalić,4.812124341,0.096959346,0.027208727,0.003448276,59,1.372178898,0.021845048,0,3869420,Croatia,Mario Pašalić_3869420,6.7
Virgil van Dijk,4.812108984,0.09316915,0.029840392,0.002645503,92,1.265307719,0.041057672,0.009259259,3857274,Netherlands,Virgil van Dijk_3857274,7.1
Noussair Mazraoui,4.811494868,0.100695654,0.033943829,0,54,0.714379473,0.040424938,0.023476703,3857283,Morocco,Noussair Mazraoui_3857283,7.1
Christian Pulisic,4.811258484,0.100326689,0.033099898,0,29,0.596904907,0.022529644,0.002150538,3857278,United States,Christian Pulišić_3857278,7.6
Ruben Vargas,4.807844675,0.106482461,0.037744801,0.006896552,40,1.151466199,0.031491629,0,3857256,Switzerland,Ruben Vargas_3857256,6.6
André Onana,4.805945906,0.090308811,0.023497415,0,82,1.060414788,0.037430941,0.012643678,3857290,Cameroon,André Onana_3857290,6.7
Bukayo Saka,4.804821597,0.122910773,0.04371541,0.001666667,47,1.208606589,0.035621471,0.003333333,3869354,England,Bukayo Saka_3869354,7.6
Raphaël Varane,4.800556519,0.097350697,0.033185099,0,60,1.153450051,0.036515259,0.016666667,3869354,France,Raphaël Varane_3869354,6.6
Seyed Majid Hosseini,4.795713205,0.097483765,0.037503939,0.023185484,23,0.52734375,0.0332556,0.020329301,3857271,Iran,Majid Hosseini_3857278,7.2
Manuel Neuer,4.79452843,0.097117388,0.021963486,0,47,0.984751276,0.014540956,0,3857292,Germany,Manuel Neuer_3857292,6
Thibaut Courtois,4.79412902,0.093003302,0.019443675,0,54,1.06959616,0.019755032,0.013546798,3857296,Belgium,Thibaut Courtois_3857296,8.1
Virgil van Dijk,4.79018239,0.097473474,0.033765272,0.005291005,100,1.339692775,0.053038253,0.029100529,3857285,Netherlands,Virgil van Dijk_3857285,7
Kylian Mbappé Lottin,4.786156256,0.121329727,0.033694508,0.007389163,47,1.746961482,0.030503902,0.006157635,3857275,France,Kylian Mbappé_3857275,7.1
Shogo Taniguchi,4.783536003,0.083770584,0.032720934,0.009195402,44,0.615384615,0.053006057,0.039846743,3857255,Japan,Shogo Taniguchi_3857255,6.9
Ehsan Hajsafi,4.777495356,0.10214106,0.041228625,0.004597701,40,0.601886432,0.035271243,0.014367816,3857273,Iran,Ehsan Hajsafi_3857273,7
Mathew Ryan,4.777332147,0.090241025,0.026304189,0,81,0.875510774,0.035326417,0.011827957,3869151,Australia,Mathew Ryan_3869151,5.9
Luke Shaw,4.775073912,0.101619338,0.027936893,0.002150538,102,1.738918275,0.045397802,0.061290323,3857261,England,Luke Shaw_3857261,6.9
Rasmus Nissen Kristensen,4.773207172,0.108852474,0.036053435,0.002298851,83,1.417643836,0.037769925,0.014942529,3857254,Denmark,Rasmus Kristensen_3857257,6.8
Achraf Dari,4.769501963,0.104930677,0.028557325,0,55,1.311580072,0.031060735,0.009236453,3869684,Morocco,Achraf Dari_3869684,7.5
Christian Nørgaard,4.767909027,0.104211486,0.029789095,0.003694581,27,0.772735005,0.01658329,0.016009852,3857266,Denmark,Christian Nørgaard_3857266,6.4
Djibril Sow,4.767409264,0.100428772,0.028733778,0,28,0.684922278,0.01793935,0,3869254,Switzerland,Djibril Sow_3869254,6.3
Martin Braithwaite Christensen,4.764746597,0.121409963,0.031980572,0.003448276,23,0.880117722,0.015423997,0,3857257,Denmark,Martin Braithwaite_3857257,6.7
Milos Veljkovic,4.761946313,0.097131966,0.025806844,0,55,1.112681031,0.030550981,0.002298851,3857256,Serbia,Miloš Veljković_3857256,6.2
Dejan Lovren,4.76095083,0.096484774,0.030207424,0,81,1.235481217,0.032714255,0.025862069,3857296,Croatia,Dejan Lovren_3857296,6.9
Sami Khalil Al Naji,4.760598626,0.110724132,0.033075211,0.003968254,30,0.942524785,0.019413606,0,3857297,Saudi Arabia,Sami Al-Najei_3857297,6.4
Eray Ervin Cömert,4.760191867,0.098833802,0.028053619,0,68,1.217480656,0.033623796,0.008602151,3869254,Switzerland,Eray Cömert_3869254,5.9
Nathan Aké,4.75265086,0.091997708,0.029728425,0,115,1.309257375,0.057419509,0.037037037,3857285,Netherlands,Nathan Aké_3857285,7
Eduardo Camavinga,4.750815018,0.088925944,0.021254289,0.00094697,36,0.79342063,0.018173777,0.004261364,3869685,France,Eduardo Camavinga_3869685,7
Homam Alamin Ahmed,4.748506837,0.111136889,0.035463549,0,48,0.881464825,0.031157019,0.001149425,3857301,Qatar,H. Ahmed_3857301,6.1
Raphaël Varane,4.745658333,0.097335163,0.028183269,0,67,1.400187552,0.032049458,0,3857266,France,Raphaël Varane_3857266,6.5
Krépin Diatta,4.743755088,0.106145809,0.034584079,0.006613757,69,1.341213064,0.050595648,0.044312169,3857285,Senegal,Krépin Diatta_3857285,6.9
Joe Rodon,4.739699845,0.08825694,0.022756159,0.012643678,97,1.381790763,0.037772316,0.049425287,3857273,Wales,Joe Rodon_3857273,6.7
Ferrán Torres García,4.739309318,0.114356176,0.031989469,0.002016129,52,1.638824457,0.020272907,0,3869220,Spain,Ferran Torres_3869220,6.1
Harry Kane,4.738616177,0.103478959,0.030602086,0.007056452,28,0.94509566,0.015149152,0,3857271,England,Harry Kane_3857271,7.9
Óscar Esau Duarte Gaitán,4.736859629,0.097535365,0.031349986,0.003225806,28,0.870086356,0.026631169,0.012903226,3857292,Costa Rica,Óscar Duarte_3857291,5.3
Sofiane Boufal,4.734398117,0.11132504,0.033137253,0.002645503,37,1.007623305,0.02582703,0,3869552,Morocco,Sofiane Boufal_3869552,6.7
Martin Hongla Yma II,4.730142985,0.097825791,0.02920063,0,45,0.868981499,0.036535258,0.007526882,3857259,Cameroon,Martin Hongla_3857259,6.5
Stefan Mitrović,4.7228562,0.101477465,0.028427966,0.003225806,34,0.847127163,0.022225443,0.006272401,3857259,Serbia,Stefan Mitrović_3857259,5.8
Unai Simón Mendibil,4.71795145,0.09748287,0.023603822,0,64,2.029586643,0.016465573,0,3857291,Spain,Unai Simón_3857291,6.9
Mathew Leckie,4.71774575,0.103869242,0.037273189,0.008602151,27,0.638344239,0.030137976,0.013978495,3869151,Australia,Mathew Leckie_3869151,6.1
Luis Alberto Suárez Díaz,4.717128482,0.112267028,0.037575354,0.002150538,35,0.833955981,0.035393607,0.001075269,3857293,Uruguay,Luis Suárez_3857293,7
Wajdi Kechrida,4.711563901,0.105230742,0.045565335,0.004926108,62,0.804926452,0.058189217,0.033251232,3857275,Tunisia,Wajdi Kechrida_3857275,5.8
Achraf Hakimi Mouh,4.703198473,0.08937694,0.023671658,0.004032258,68,0.675819175,0.048624638,0.044354839,3869220,Morocco,Achraf Hakimi_3869220,7.2
Nathan Aké,4.701271704,0.093603148,0.030705465,0,55,1.104919054,0.033327651,0.02183908,3869117,Netherlands,Nathan Aké_3869117,6.8
Jordan Ayew,4.687241984,0.096105612,0.038001605,0.002463054,37,0.750793315,0.037814351,0.004926108,3857299,Ghana,Jordan Ayew_3857299,6.9
Daniel Carvajal Ramos,4.684486157,0.105752001,0.028827443,0.004597701,101,3.261619309,0.027665604,0.044827586,3857255,Spain,Daniel Carvajal_3857255,6.7
Arkadiusz Milik,4.683656649,0.109420085,0.035104227,0.001322751,30,0.705344509,0.027122396,0.001984127,3857297,Poland,Arkadiusz Milik_3857297,6.4
Kylian Mbappé Lottin,4.678879158,0.10109259,0.038970154,0.005291005,37,0.963071758,0.040594207,0.000661376,3869552,France,Kylian Mbappé_3869552,6.6
Theo Bernard François Hernández,4.67777709,0.099918757,0.036048391,0.01,67,1.377990431,0.043195949,0.014166667,3869354,France,Theo Hernández_3869354,6.3
Connor Roberts,4.676200408,0.102186704,0.0351197,0,57,1.253356481,0.038149601,0.005747126,3857273,Wales,Connor Roberts_3857261,6.2
Andrej Kramarić,4.675329353,0.098753175,0.035152183,0.002463054,60,1.106914336,0.029201266,0,3857296,Croatia,Andrej Kramarić_3857296,6.6
Collins Fai,4.673123947,0.086441542,0.031483293,0.00862069,29,0.600536405,0.020834328,0,3857280,Cameroon,Collins Fai_3857280,6.8
Antonee Robinson,4.671423557,0.100829529,0.033124425,0.002645503,65,1.228668942,0.041690741,0.03042328,3857272,United States,Antonee Robinson_3857272,7.1
Azzedine Ounahi,4.671241007,0.101103311,0.047503987,0.020935961,44,0.792068835,0.062947666,0.056034483,3869486,Morocco,Azzedine Ounahi_3869486,7.3
Jakub Piotr Kiwior,4.669854591,0.084712242,0.023592356,0.001322751,60,0.966442953,0.037364736,0.037037037,3857297,Poland,Jakub Kiwior_3857297,6.4
André Miguel Valente Silva,4.66430904,0.1166674,0.035788942,0.011083744,22,0.775979642,0.017020442,0,3857262,Portugal,André Silva_3857262,6.6
Gavi,4.663011606,0.106364145,0.02818446,0.001008065,45,1.436522665,0.017337495,0,3869220,Spain,Gavi_3869220,6.6
Hassan Mohammed Al-Tambakti,4.657398317,0.07939799,0.034185497,0.004926108,41,0.614420063,0.040921281,0.026888342,3857300,Saudi Arabia,Hassan Al Tambakti_3857300,6.9
Matthew Charles Turner,4.654743187,0.079208123,0.017550396,0,44,0.630059021,0.016170179,0,3857278,United States,Matt Turner_3857278,7.1
Timothy Weah,4.646267525,0.108671539,0.037457918,0.011904762,42,0.937742687,0.0340445,0.006613757,3857272,United States,Timothy Weah_3857272,7
Kendall Jamaal Waston Manley,4.640073805,0.09902223,0.03099531,0.010752688,31,0.757928169,0.024437326,0.001075269,3857292,Costa Rica,Kendall Waston_3857291,6.1
Wojciech Szczęsny,4.636496841,0.084701177,0.023305074,0.001322751,43,0.78976234,0.02433745,0.017195767,3857297,Poland,Wojciech Szczęsny_3857297,8.5
Piotr Zieliński,4.630512107,0.105508233,0.035701816,0.001322751,34,0.842926829,0.035193175,0.006613757,3857297,Poland,Piotr Zieliński_3857297,7
Anis Ben Slimane,4.618480789,0.088221071,0.039788319,0.006896552,35,0.551084675,0.032124066,0.005747126,3857254,Tunisia,Anis Ben Slimane_3857254,6.8
Ismail Jakobs,4.616784415,0.100690434,0.032564359,0.001149425,90,1.32657416,0.040861958,0.012068966,3857301,Senegal,Ismail Jakobs_3857301,7
Firas Tariq Nasser Al Albirakan,4.61581144,0.099332845,0.047512027,0.007389163,23,0.477079108,0.030845162,0,3857300,Saudi Arabia,Firas Al-Buraikan_3857300,6.9
Mislav Oršić,4.615410839,0.108830867,0.032867181,0.005376344,29,1.151212707,0.020941147,0,3869519,Croatia,Mislav Oršić_3869519,6.5
Kamil Glik,4.611243156,0.105654808,0.035449102,0.010752688,64,0.941071454,0.04937534,0.06344086,3857264,Poland,Kamil Glik_3857264,6.5
Vincent Paté Aboubakar,4.608335496,0.121577147,0.057503553,0.020935961,27,0.916355749,0.043879186,0.014778325,3857280,Cameroon,Vincent Aboubakar_3857280,7.1
Ousmane Dembélé,4.605978949,0.10358085,0.026745536,0,58,1.635634551,0.023104864,0,3857279,France,Ousmane Dembélé_3857279,7.7
César Azpilicueta Tanco,4.605698274,0.099520315,0.032618325,0.004597701,135,3.458788487,0.033239737,0.031034483,3857255,Spain,César Azpilicueta_3857255,7.3
Eden Hazard,4.60414715,0.108104058,0.037698936,0.001075269,58,1.240694789,0.034832204,0.015053763,3857283,Belgium,Eden Hazard_3857283,6.4
Breel-Donald Embolo,4.603754359,0.115552481,0.032776724,0,38,0.99004243,0.026679757,0,3857290,Switzerland,Breel Embolo_3857290,7
Akram Hassan Afif,4.595944589,0.11116868,0.045053632,0.008547009,70,1.244025581,0.046287359,0.000712251,3857286,Qatar,Akram Afif_3857286,6.6
Mario Pašalić,4.588078481,0.095103809,0.030268095,0.001231527,29,0.783500052,0.016808285,0,3857277,Croatia,Mario Pašalić_3857277,6.6
Michy Batshuayi Tunga,4.586676098,0.116703075,0.038037071,0.003448276,29,1.02114991,0.02402608,0,3857268,Belgium,Michy Batshuayi_3857268,7.4
Cody Mathès Gakpo,4.585323177,0.100898795,0.034217565,0.018518519,29,0.7884582,0.02316394,0,3857285,Netherlands,Cody Gakpo_3857285,7.8
Miki Yamane,4.585173134,0.099333127,0.029757905,0.013546798,38,0.960544521,0.017252794,0,3857295,Japan,Miki Yamane_3857295,6.9
João Pedro Cavaco Cancelo,4.581570208,0.113322769,0.031966288,0.004926108,74,1.572148121,0.036942592,0.017241379,3869486,Portugal,João Cancelo_3869486,6.9
Famara Diedhiou,4.580903206,0.115335784,0.043252244,0.002298851,20,0.701679779,0.019841986,0,3857301,Senegal,Famara Diédhiou_3857301,7.2
Danny Ward,4.577377,0.089152622,0.02528968,0.004301075,37,0.708103855,0.027013235,0.003763441,3857261,Wales,Danny Ward_3857261,5.7
Álvaro Borja Morata Martín,4.575146895,0.117773925,0.033688231,0.008045977,28,1.695168923,0.011923566,0,3857255,Spain,Álvaro Morata_3857255,7.5
Yahia Attiyat allah,4.573798023,0.096640865,0.03959804,0.017241379,30,0.533926585,0.032499392,0.011083744,3869486,Morocco,Yahia Attiyat Allah_3869486,7.7
Marcus Rashford,4.572336597,0.105786654,0.036448441,0.004032258,39,1.253969191,0.022714486,0,3857271,England,Marcus Rashford_3857271,7.1
Fred,4.56913977,0.106144093,0.035883323,0.006451613,28,0.743528282,0.01923042,0.008602151,3857258,Brazil,Fred_3857258,6.8
Nathaniel Atkinson,4.568313469,0.100903609,0.029268253,0.003448276,50,0.873342267,0.030092834,0.002873563,3857279,Australia,Nathaniel Atkinson_3857279,5.1
Andrej Kramarić,4.568178811,0.101234482,0.034280872,0,24,0.790116907,0.01768376,0,3857277,Croatia,Andrej Kramarić_3857277,6.3
Fran Karačić,4.563166289,0.085062309,0.025869619,0.009195402,38,0.756120979,0.028569818,0.012643678,3857288,Australia,Fran Karačić_3857288,7.2
Xherdan Shaqiri,4.560270662,0.096617934,0.031640936,0.001149425,42,1.26062387,0.035559879,0,3857256,Switzerland,Xherdan Shaqiri_3857256,6.9
Seung-Ho Paik,4.553056727,0.091629801,0.021896009,0,38,1.218644649,0.020967823,0,3869253,South Korea,Seung-Ho Paik_3869253,7.6
Noussair Mazraoui,4.552693869,0.093657377,0.03334071,0.012903226,32,0.603930833,0.023517196,0.001433692,3857276,Morocco,Noussair Mazraoui_3857276,6.7
Cristian Gabriel Romero,4.551146885,0.09935076,0.027235591,0,107,2.044241612,0.040422175,0,3857300,Argentina,Cristian Romero_3857300,6.7
Serge Gnabry,4.551072523,0.112224282,0.042215334,0.002298851,32,0.698551153,0.034845146,0.004597701,3857263,Germany,Serge Gnabry_3857263,6.5
Cristian Gabriel Romero,4.550815945,0.096966425,0.02279327,0.001008065,83,1.675421419,0.03385753,0.015120968,3869321,Argentina,Cristian Romero_3869519,7
Luuk de Jong,4.550561726,0.111743506,0.033578408,0,21,0.705797824,0.016889938,0.002016129,3869321,Netherlands,Luuk de Jong_3869321,6.8
Vitinha,4.539802202,0.098131291,0.024840053,0.007526882,19,0.613531657,0.014548377,0.006989247,3869254,Portugal,Vitinha_3869254,7.1
Ruben Vargas,4.537849807,0.102618124,0.027086772,0.003225806,57,1.321389853,0.034385023,0.026344086,3869254,Switzerland,Ruben Vargas_3869254,6
Mohamed Salisu,4.534417462,0.097857125,0.037852207,0.006157635,69,0.863701537,0.056537909,0.013546798,3857299,Ghana,Mohammed Salisu_3857299,7.7
Nikola Vlašić,4.534345208,0.108233069,0.036812696,0.002463054,22,0.777362246,0.018148182,0,3857277,Croatia,Nikola Vlašić_3857277,6
Jeremy Doku,4.533182964,0.110765114,0.028488227,0.014778325,22,0.959822444,0.016198033,0,3857296,Belgium,Jérémy Doku_3857296,6.7
Sergino Dest,4.532882119,0.095210887,0.03290343,0.006613757,65,1.244608598,0.041825412,0.026455026,3857272,United States,Sergiño Dest_3857272,6.7
Diogo Meireles Costa,4.532804597,0.091630117,0.021424957,0.002150538,43,0.95934716,0.028595725,0,3869254,Portugal,Diogo Costa_3869254,6.5
Bartosz Bereszyński,4.532729412,0.097441885,0.038084906,0.016129032,44,0.827262497,0.043243005,0.061827957,3857264,Poland,Bartosz Bereszyński_3857264,6.6
Dylan Daniel Mahmoud Bronn,4.530070882,0.08741159,0.036596803,0.012643678,61,0.639563638,0.044641677,0.013793103,3857254,Tunisia,Dylan Bronn_3857254,7
Marten de Roon,4.524741376,0.092916835,0.022254622,0,48,1.188888463,0.019224689,0,3869321,Netherlands,Marten de Roon_3869321,6.4
Boulaye Dia,4.524363742,0.111790292,0.038293486,0,23,0.714309379,0.023471685,0,3857285,Senegal,Boulaye Dia_3857285,6.7
Mohammed Muntari,4.523884372,0.098829761,0.034289021,0.005376344,26,0.83821691,0.018676956,0,3857294,Qatar,Mohammed Muntari_3857294,6.7
Daichi Kamada,4.521813763,0.092786793,0.03020523,0.013978495,32,0.557903934,0.031780915,0.003494624,3857284,Japan,Daichi Kamada_3857284,7
Daley Blind,4.520083511,0.083339371,0.020703922,0,44,1.102257746,0.019582331,0,3869321,Netherlands,Daley Blind_3869321,6.8
Ronald Alberto Matarrita Ulate,4.51511848,0.105551741,0.042042258,0.009677419,24,0.710248625,0.026243427,0.010752688,3857292,Costa Rica,Ronald Matarrita_3857292,6.2
Filip Mladenović,4.515002569,0.093717819,0.025152202,0.003225806,34,0.801890595,0.022328244,0.001075269,3857258,Serbia,Filip Mladenović_3857258,6.2
Issam Jebali,4.513140809,0.094864472,0.044063147,0.020689655,35,0.585197599,0.032435104,0.010344828,3857254,Tunisia,Issam Jebali_3857254,6.5
Luke Shaw,4.512761686,0.121135261,0.040719977,0.006666667,107,1.520671283,0.06189225,0.056666667,3869354,England,Luke Shaw_3869354,6.5
Mathew Ryan,4.511545106,0.0901361,0.026485496,0.006896552,42,0.923780188,0.020915548,0,3857279,Australia,Mathew Ryan_3857279,5.9
Sofyan Amrabat,4.510814542,0.089064791,0.033072669,0.002463054,22,0.493613548,0.023334315,0,3869486,Morocco,Sofyan Amrabat_3869486,6.8
Leon Goretzka,4.508172196,0.106165679,0.024775692,0.003225806,43,1.19755926,0.020693976,0,3857292,Germany,Leon Goretzka_3857292,6.5
Facundo Pellistri Rebollo,4.507870114,0.110040636,0.035659732,0.001075269,27,0.933717741,0.02563903,0,3857293,Uruguay,Facundo Pellistri_3857293,6.4
Ellyes Joris Skhiri,4.507848173,0.083095902,0.034055083,0,54,0.675214841,0.036462155,0.01954023,3857254,Tunisia,Ellyes Skhiri_3857254,7.4
Ko Itakura,4.506405553,0.099402659,0.042658611,0.029885057,28,0.544444444,0.034703013,0.039846743,3857255,Japan,Ko Itakura_3857255,6.9
Rodrigo Javier De Paul,4.506253818,0.099691185,0.023861909,0.003024194,90,1.729526064,0.043102976,0.016633065,3869321,Argentina,Rodrigo de Paul_3869321,7.1
Kalvin Phillips,4.505389473,0.098802194,0.024226711,0.001075269,29,0.848359787,0.014925571,0,3857261,England,Kalvin Phillips_3857261,6.7
Ousmane Dembélé,4.502970022,0.113788109,0.03351738,0.002463054,52,1.288210185,0.032057026,0.002463054,3857266,France,Ousmane Dembélé_3857266,6.7
Teun Koopmeiners,4.500263649,0.099608048,0.036817868,0.002298851,32,0.891484552,0.02632957,0.002298851,3869117,Netherlands,Teun Koopmeiners_3869117,6.7
Mehdi Torabi,4.499737456,0.093187142,0.022797661,0,30,0.999764205,0.018970886,0.003763441,3857278,Iran,Mehdi Torabi_3857278,6.4
Hassan Khalid Al Heidos,4.496616763,0.095637926,0.02678789,0,42,0.953711018,0.028101383,0.009195402,3857301,Qatar,Hassan Al Haydos_3857301,6.5
Kylian Mbappé Lottin,4.492620757,0.112924035,0.044619389,0.006666667,56,1.234688878,0.042784195,0.008333333,3869354,France,Kylian Mbappé_3869354,6.8
Bruno Petković,4.488938178,0.109273423,0.028930133,0,25,1.013683374,0.014354871,0,3869219,Croatia,Bruno Petković_3869219,6.6
Tim Ream,4.488509419,0.098946714,0.033847206,0.001322751,92,1.273370389,0.049770466,0.047619048,3857272,United States,Tim Ream_3857272,7
Gonçalo Matias Ramos,4.487433997,0.120580941,0.033461809,0.003225806,26,0.819569054,0.022829758,0,3869254,Portugal,Gonçalo Ramos_3869254,9.8
Diego Roberto Godín Leal,4.487115463,0.091044377,0.022212873,0,32,0.72927921,0.018894235,0.015053763,3857270,Uruguay,Diego Godín_3857270,6.4
Hugo Lloris,4.486371839,0.098978315,0.026069121,0.001231527,36,0.936280818,0.017933675,0,3857266,France,Hugo Lloris_3857266,6.4
Darwin Gabriel Núñez Ribeiro,4.485132481,0.116070281,0.042300849,0.001075269,31,0.796856626,0.03177909,0.002150538,3857293,Uruguay,Darwin Núñez_3857293,6.3
Youssouf Fofana,4.481066861,0.096888921,0.028373867,0.005747126,23,0.78651512,0.014393041,0.014367816,3869152,France,Youssouf Fofana_3869152,6.5
Matthew Charles Turner,4.479539077,0.090475602,0.022008369,0.004597701,39,1.020678685,0.017367719,0,3857282,United States,Matt Turner_3857282,6.8
Brenden Aaronson,4.479134242,0.106148184,0.049173365,0.02688172,21,0.661065642,0.032697534,0.013978495,3857278,United States,Brenden Aaronson_3857278,6.6
Assim Omer Al Haj Madibo,4.477223591,0.080619516,0.022512209,0,41,1.089273549,0.02235408,0.008602151,3857294,Qatar,Assim Madibo_3857294,6.4
Youssouf Fofana,4.476498995,0.103582677,0.027012201,0,35,1.112340638,0.016086851,0,3857279,France,Youssouf Fofana_3857279,6.6
Pedro Miguel Correia,4.475512154,0.096498281,0.036120716,0.007122507,50,1.02152738,0.031219859,0.001424501,3857286,Qatar,Pedro Miguel_3857294,6.9
Richie Laryea,4.469878262,0.103534397,0.027616142,0.002150538,33,0.827089056,0.01997321,0,3857281,Canada,Richie Laryea_3857281,6.3
Daniel Amartey,4.468005088,0.0901389,0.036587988,0.017241379,67,0.860311496,0.051136173,0.03817734,3857299,Ghana,Daniel Amartey_3857299,7.1
Luka Modrić,4.467038499,0.088407925,0.028399085,0,93,0.984706786,0.052685274,0.030645161,3857281,Croatia,Luka Modrić_3857281,7.2
Milan Borjan,4.463218363,0.095609494,0.028338029,0.006451613,33,0.732433228,0.016267643,0,3857276,Canada,Milan Borjan_3857276,5.4
Kye Rowles,4.460409429,0.078474567,0.025384442,0.011494253,36,0.694419841,0.029722467,0.022988506,3857257,Australia,Kye Rowles_3857257,7.7
Ali Gholizadeh,4.458553673,0.112314703,0.049072439,0.010344828,46,0.868606094,0.065126252,0.031034483,3857273,Iran,Ali Gholizadeh_3857273,6.6
Grzegorz Krychowiak,4.453492244,0.098758332,0.027778338,0.001149425,77,1.619221932,0.044708739,0.006896552,3869152,Poland,Grzegorz Krychowiak_3869152,6.8
Mitchell Thomas Duke,4.452292028,0.109518878,0.039665375,0.009195402,31,0.771680549,0.035293355,0,3857288,Australia,Mitchell Duke_3857288,7.7
Riyadh Sharahili,4.449602318,0.09527386,0.039159308,0.005747126,27,0.554063604,0.034533214,0.021934866,3857260,Saudi Arabia,Riyadh Sharahili_3857260,6.5
Shūichi Gonda,4.449528707,0.094735688,0.03268344,0.003225806,41,0.576745265,0.032360401,0.001075269,3857284,Japan,Shuichi Gonda_3857284,7.9
Olivier Giroud,4.449302029,0.111904701,0.038067437,0.003968254,27,0.755897731,0.026633178,0,3869552,France,Olivier Giroud_3869552,7
João Maria Lobo Alves Palhinha Gonçalves,4.446071838,0.102029629,0.027450526,0,31,1.167441358,0.017942591,0.000410509,3857262,Portugal,João Palhinha_3857262,6.2
Dries Mertens,4.443070944,0.110341561,0.030340784,0,31,0.97959163,0.022072595,0,3857296,Belgium,Dries Mertens_3857296,6.6
Alexander Djiku,4.439235932,0.092785912,0.03053541,0,40,0.66964667,0.022614759,0.004301075,3857298,Ghana,Alexander Djiku_3857299,6.7
Cody Mathès Gakpo,4.43277601,0.118030555,0.051805142,0.005291005,33,0.964694009,0.035729361,0,3857274,Netherlands,Cody Gakpo_3857274,7.2
Amadou Onana,4.429115517,0.093972848,0.033254315,0.001149425,37,1.180525951,0.027786403,0.010344828,3857268,Belgium,Amadou Onana_3857268,6.8
Daniel Olmo Carvajal,4.425897827,0.104324278,0.027591865,0.004597701,80,1.37994366,0.039493318,0,3857263,Spain,Daniel Carvajal_3857263,6.5
Joshua Sargent,4.424826655,0.105364903,0.029082497,0.001149425,23,0.914187718,0.015118347,0,3857282,United States,Josh Sargent_3857282,6.3
Jin-Su Kim,4.413769264,0.101096241,0.030439559,0.009259259,36,0.733320477,0.024175681,0.001322751,3857287,South Korea,Jin-su Kim_3857287,7.3
Riley McGree,4.412979023,0.10528864,0.033950576,0.004597701,37,0.862026072,0.026232167,0,3857279,Australia,Riley McGree_3857279,6.2
Vinícius José Paixão de Oliveira Júnior,4.407912404,0.109534099,0.029392407,0.001149425,55,1.229606646,0.03075572,0,3869253,Brazil,Vinícius Júnior_3869253,7.4
Kasper Dolberg,4.400682353,0.116597827,0.037718802,0.003448276,26,0.898092773,0.018127088,0,3857254,Denmark,Kasper Dolberg_3857254,6.5
Ousmane Dembélé,4.391020089,0.110163022,0.029736507,0.002463054,28,1.101866761,0.018474875,0,3857275,France,Ousmane Dembélé_3857275,7
Enner Remberto Valencia Lastra,4.381937155,0.131443514,0.049353758,0.005698006,26,0.906642877,0.02924517,0,3857267,Ecuador,Enner Valencia_3857267,6.3
Sofiane Boufal,4.37980863,0.101251817,0.040906885,0.006157635,35,0.982807371,0.033549804,0.003694581,3857277,Morocco,Sofiane Boufal_3857277,6.2
Miloš Degenek,4.375870142,0.078171257,0.023722216,0.013793103,38,0.721915285,0.031324053,0.024712644,3857257,Australia,Miloš Degenek_3857257,7.4
Lautaro Javier Martínez,4.37132254,0.115883131,0.031618172,0,25,0.983606557,0.018602704,0,3869321,Argentina,Lautaro Martínez_3869321,6.9
Selim Amallah,4.367960105,0.106991991,0.031725126,0,36,1.004509583,0.022641736,0,3869552,Morocco,Selim Amallah_3869552,7
Raheem Sterling,4.366116281,0.103876013,0.033030744,0,39,1.154897494,0.021585366,0,3857272,England,Raheem Sterling_3857272,6.5
Denzel Dumfries,4.363330572,0.112501391,0.046679718,0.011904762,40,1.092693695,0.037336362,0.005291005,3857274,Netherlands,Denzel Dumfries_3857274,6.6
Mohamed Dräger,4.361671262,0.103531512,0.030332323,0.001149425,24,0.694566318,0.017541441,0.003448276,3857288,Tunisia,Mohamed Dräger_3857288,6.9
Ismaïla Sarr,4.361033255,0.11561134,0.037016177,0.009195402,31,1.200665304,0.025719185,0.003448276,3857301,Senegal,Ismaïla Sarr_3857301,7.2
