player,Nodes Degree_xt,Closeness_xt,Pagerank_xt,Betweenness_xt,Nodes Degree_base,Closeness_base,Pagerank_base,Betweenness_base,match_id,team,player_match_id,Sofascore Rating
Antoine Griezmann,6.535173781,0.117398733,0.048941094,0.038359788,50,0.87455641,0.043881589,0.018077601,3869552,France,Antoine Griezmann_3869552,7.6
Rodri,6.530199816,0.113532602,0.041924693,0.013793103,182,1.523437029,0.060084979,0.083908046,3857263,Spain,Rodri_3857263,7.6
Declan Rice,6.527790568,0.131728678,0.05653991,0.015,117,1.538861789,0.067800732,0.063333333,3869354,England,Declan Rice_3869354,7.1
Samuel Yves Oum Gwet,6.527666414,0.10547206,0.036691387,0.005747126,84,1.006787745,0.037602361,0.009770115,3857290,Cameroon,Samuel Oum Gouet_3857290,6.8
Aymeric Laporte,6.525378297,0.102900046,0.035552559,0.008064516,339,2.146116849,0.074397455,0.061491935,3869220,Spain,Aymeric Laporte_3869220,7.3
Nouhou Tolo,6.523434925,0.108891291,0.038815319,0.018390805,72,1.029450385,0.036212787,0.033716475,3857290,Cameroon,Nouhou Tolo_3857290,6.9
Luka Modrić,6.523337929,0.106777324,0.036310347,0.01108871,130,1.579478577,0.050480021,0.018649194,3869219,Croatia,Luka Modrić_3869219,6.6
Dayotchanculle Upamecano,6.521682298,0.099674098,0.029818367,0.00094697,106,1.21245951,0.049555883,0.049242424,3869685,France,Dayot Upamecano_3869685,6.8
Yassine Meriah,6.512367551,0.115105651,0.042279379,0.004597701,126,1.261802575,0.066537112,0.076436782,3857288,Tunisia,Yassine Meriah_3857288,7
Ali Albulayhi,6.511718731,0.122233459,0.038701051,0.002645503,99,1.500222255,0.04723348,0.033068783,3857297,Saudi Arabia,Ali Albulayhi_3857297,6.8
José María Giménez de Vargas,6.510025632,0.097415354,0.031943428,0.009259259,135,1.55326871,0.061018452,0.080687831,3857287,Uruguay,José María Giménez_3857287,7.7
Harry Souttar,6.509848071,0.09742895,0.031245644,0.020430108,107,0.981079439,0.051067721,0.066666667,3869151,Australia,Harry Souttar_3869151,6.7
Mislav Oršić,6.506935188,0.129244608,0.050971868,0.027093596,53,1.169834488,0.041220884,0.034482759,3869684,Croatia,Mislav Oršić_3869684,7.6
Yunus Dimoara Musah,6.504433274,0.106904095,0.042249022,0.012903226,92,0.765738494,0.049493502,0.027956989,3857278,United States,Yunus Musah_3857278,7.2
Milos Veljkovic,6.503435178,0.111661422,0.0364322,0.004301075,79,1.062155783,0.045192575,0.047311828,3857258,Serbia,Miloš Veljković_3857258,6.8
Teun Koopmeiners,6.503032282,0.106244699,0.031487439,0.003024194,62,1.294347481,0.025315978,0.001008065,3869321,Netherlands,Teun Koopmeiners_3869321,7.3
Jawad El Yamiq,6.494192096,0.126621989,0.048819054,0.006613757,170,1.264334888,0.075280542,0.117724868,3869552,Morocco,Jawad El Yamiq_3869552,7.5
Nicolás Hernán Otamendi,6.49252879,0.10906447,0.037051475,0.006451613,171,1.686166224,0.055453726,0.060215054,3869151,Argentina,Nicolás Otamendi_3869151,7
Sergej Milinković-Savić,6.489168408,0.116060838,0.040205786,0.006896552,49,0.988329529,0.03079842,0,3857256,Serbia,Sergej Milinković-Savić_3857256,6.3
Aaron Ramsey,6.473802801,0.112095998,0.042258764,0.014942529,86,1.380976346,0.053536561,0.027011494,3857273,Wales,Aaron Ramsey_3857261,6.3
Montassar Omar Talbi,6.472396603,0.107769935,0.033356311,0.002298851,94,1.211122554,0.046686128,0.038505747,3857288,Tunisia,Montassar Talbi_3857288,7.2
Lionel Andrés Messi Cuccittini,6.46599497,0.122688933,0.048552108,0.025806452,76,1.099959261,0.056785968,0.054480287,3869519,Argentina,Lionel Messi_3869519,7.8
Gonzalo Jordy Plata Jiménez,6.464318966,0.130987812,0.048814113,0.025641026,61,1.350376194,0.03982348,0.018518519,3857286,Ecuador,Gonzalo Plata_3857286,6.4
Kieffer Roberto Francisco Moore,6.46018863,0.139158068,0.05812696,0.026436782,47,1.23371209,0.038063017,0.015517241,3857273,Wales,Kieffer Moore_3857273,7.1
Sofiane Boufal,6.454547185,0.13446319,0.045421164,0.00862069,42,1.021991748,0.031240687,0.000615764,3869684,Morocco,Sofiane Boufal_3869684,6.7
Jesús Daniel Gallardo Vasconcelos,6.451369589,0.12243929,0.042959704,0.012820513,73,1.27014271,0.040171318,0.007122507,3857265,Mexico,Jesús Gallardo_3857265,7.5
Philip Foden,6.450541963,0.130259024,0.042371244,0.012903226,61,1.333162136,0.031432994,0,3857261,England,Phil Foden_3857261,7.3
Pervis Josué Estupiñán Tenorio,6.449914381,0.113997368,0.046378414,0.037037037,112,1.635012415,0.059397647,0.082621083,3857286,Ecuador,Pervis Estupiñán_3857286,7.1
Borna Barišić,6.448443129,0.102666603,0.029095509,0.008064516,93,1.505391309,0.033103025,0.028225806,3869219,Croatia,Borna Barišić_3869219,7
Ivan Perišić,6.448350917,0.113900709,0.047444694,0.032258065,66,0.857767439,0.042527124,0.027956989,3857281,Croatia,Ivan Perišić_3857281,8
Nathan Aké,6.442247712,0.098631212,0.028920086,0.003024194,119,1.669924629,0.042846876,0.038306452,3869321,Netherlands,Nathan Aké_3869321,7
Luke Shaw,6.434541967,0.104840479,0.032883307,0.01827957,109,1.336217495,0.044272361,0.056989247,3869118,England,Luke Shaw_3869118,7
Alexis Mac Allister,6.430801348,0.110654925,0.039152781,0.008602151,84,1.607460043,0.035958632,0.018817204,3869151,Argentina,Alexis Mac Allister_3869151,6.8
César Jasib Montes Castro,6.430121286,0.105846022,0.036221945,0.018390805,112,1.131869527,0.052405904,0.071264368,3857260,Mexico,César Montes_3857260,7.5
Jules Koundé,6.4296933,0.122524392,0.043359987,0.014778325,103,1.569915161,0.054311239,0.056034483,3857266,France,Jules Koundé_3857266,6.8
Serge Gnabry,6.426339371,0.128131548,0.047289956,0.008602151,87,1.302394357,0.037777317,0.012903226,3857284,Germany,Serge Gnabry_3857284,7
Nicolás Hernán Otamendi,6.425250471,0.110677434,0.038897577,0.020689655,144,1.65939052,0.065337785,0.114942529,3857289,Argentina,Nicolás Otamendi_3857289,7.4
Edimilson Fernandes,6.422467125,0.115516201,0.039711223,0.013978495,78,1.162229498,0.041418275,0.02688172,3869254,Switzerland,Edimilson Fernandes_3869254,5.9
Dušan Tadić,6.421140842,0.126999095,0.04827804,0.02183908,62,1.274964584,0.044344605,0.009195402,3857256,Serbia,Dušan Tadić_3857256,7.9
Daley Blind,6.419868511,0.118307039,0.051363346,0.03968254,110,1.299292902,0.056167543,0.052910053,3857274,Netherlands,Daley Blind_3857274,6.9
Virgil van Dijk,6.415579074,0.101648524,0.032357161,0.002150538,152,1.940031452,0.044497412,0.02688172,3857294,Netherlands,Virgil van Dijk_3857294,7.5
Rodrigo Javier De Paul,6.413707679,0.124035566,0.044792267,0.010344828,118,1.608635097,0.060027728,0.105747126,3857289,Argentina,Rodrigo de Paul_3857289,6.6
Jackson Irvine,6.413338467,0.110553628,0.042755549,0.01827957,57,0.839226008,0.038836838,0.017204301,3869151,Australia,Jackson Irvine_3869151,6.2
Josip Juranović,6.411577278,0.113795706,0.045951562,0.00862069,84,1.027650819,0.035686262,0.004926108,3857277,Croatia,Josip Juranović_3857277,7.1
Youssouf Fofana,6.410353387,0.127980845,0.037357071,0.014778325,63,1.809979175,0.031693117,0,3857275,France,Youssouf Fofana_3857275,6.7
Kamal Miller,6.408707206,0.1097645,0.03566501,0.014942529,74,1.182210546,0.038048214,0.025287356,3857268,Canada,Kamal Miller_3857268,6.8
Ismaïla Sarr,6.402713385,0.13695438,0.052984286,0.021164021,42,1.041803129,0.039859691,0.005291005,3857285,Senegal,Ismaïla Sarr_3857285,7.2
Robert Lewandowski,6.402168515,0.153013387,0.066995927,0.042735043,46,1.178873941,0.053757395,0.022792023,3857265,Poland,Robert Lewandowski_3857265,6.9
Denzel Dumfries,6.399744993,0.124867116,0.041798344,0.023655914,95,1.76938194,0.033799312,0.017204301,3857294,Netherlands,Denzel Dumfries_3857294,6.8
Steven Berghuis,6.394737883,0.11921591,0.046849786,0.02688172,60,1.657532858,0.029475083,0.015053763,3857294,Netherlands,Steven Berghuis_3857294,7
Nayef Aguerd,6.389257226,0.108917939,0.041986359,0.015053763,73,0.756235946,0.051567658,0.0390681,3857283,Morocco,Nayef Aguerd_3857283,7.4
Mohammed Kanoo,6.384330725,0.120205293,0.05141162,0.008045977,46,0.757487923,0.061408921,0.058045977,3857260,Saudi Arabia,Mohamed Kanno_3857260,7
Mateo Kovačić,6.384264279,0.114661333,0.051244944,0.025862069,94,1.089694323,0.045472084,0,3857277,Croatia,Mateo Kovačić_3857277,6.7
Jorge Eduardo Sánchez Ramos,6.383867125,0.12289271,0.043809748,0.025641026,74,1.209069396,0.040415841,0.049145299,3857265,Mexico,Jorge Sánchez_3857265,6.5
Jan Vertonghen,6.382772221,0.128971388,0.043761041,0.022167488,160,1.348600944,0.065566864,0.108374384,3857296,Belgium,Jan Vertonghen_3857296,7.3
Vinícius José Paixão de Oliveira Júnior,6.382639472,0.140136368,0.045130581,0.007526882,55,1.109658029,0.03546258,0.023655914,3857269,Brazil,Vinícius Júnior_3857269,6.6
Achraf Hakimi Mouh,6.381964936,0.123830841,0.041506991,0.041005291,123,1.241649594,0.061440804,0.048941799,3869552,Morocco,Achraf Hakimi_3869220,7.2
José María Giménez de Vargas,6.380865467,0.110761396,0.039205374,0.016129032,77,0.954659564,0.05117355,0.03655914,3857270,Uruguay,José María Giménez_3857270,6.1
Assim Omer Al Haj Madibo,6.379210172,0.110195452,0.036173357,0.006896552,70,1.208350848,0.038390441,0.01954023,3857301,Qatar,Assim Madibo_3857301,6.9
Saša Lukić,6.3723352,0.100279376,0.030277253,0.013793103,100,1.400500397,0.057190615,0.085057471,3857256,Serbia,Saša Lukić_3857256,6.3
Dejan Lovren,6.371307886,0.107655854,0.035413061,0.007056452,176,1.600420135,0.053030046,0.043346774,3869219,Croatia,Dejan Lovren_3869219,7.5
Jonathan Osorio,6.367149591,0.117155202,0.039630506,0,56,1.07438455,0.03176981,0,3857276,Canada,Jonathan Osorio_3857276,6.1
Abdou Diallo,6.365376458,0.098854679,0.029979062,0.008045977,126,1.46254986,0.05750756,0.095977011,3857301,Senegal,Abdou Diallo_3857301,6.6
Joel Nathaniel Campbell Samuels,6.36460337,0.117679754,0.046136552,0.032258065,41,0.654862964,0.055849497,0.053225806,3857291,Costa Rica,Joel Campbell_3857291,6.5
Joakim Mæhle,6.364386334,0.116800362,0.041198274,0.013793103,83,1.632332264,0.038869945,0.04137931,3857254,Denmark,Joakim Mæhle_3857257,6.4
Yeltsin Ignacio Tejeda Valverde,6.359330384,0.099961488,0.042065579,0.024630542,85,1.007524166,0.049404341,0.049261084,3857295,Costa Rica,Yeltsin Tejeda_3857295,7.3
Marcelo Brozović,6.359226844,0.107671944,0.034488302,0.003225806,95,1.680618377,0.039169862,0.020430108,3869519,Croatia,Marcelo Brozović_3869519,6.2
Atiba Hutchinson,6.354467332,0.111853538,0.03578579,0.005376344,50,0.894230253,0.02569062,0.013620072,3857276,Canada,Atiba Hutchinson_3857276,7.2
Abdulelah Saad Hameed Al-Malki,6.353358003,0.122669251,0.038405118,0,81,1.458004486,0.041811776,0.009259259,3857297,Saudi Arabia,Abdulelah Al-Malki_3857297,6
Young-Gwon Kim,6.352233679,0.104683666,0.0331257,0.00862069,115,1.650168464,0.050607338,0.02955665,3857299,South Korea,Young-Gwon Kim_3857299,6.8
William Silva de Carvalho,6.350896671,0.10522121,0.038537278,0.004301075,51,1.099370237,0.02348148,0,3857298,Portugal,William Carvalho_3857298,6.7
Robert Lewandowski,6.346629653,0.126941353,0.04955392,0.018390805,55,1.340045377,0.040177693,0,3869152,Poland,Robert Lewandowski_3869152,7.1
Lucas Paquetá,6.343323198,0.119421569,0.040319646,0.001149425,109,1.538837323,0.041612235,0.009195402,3869420,Brazil,Lucas Paquetá_3869420,7
Krystian Bielik,6.341922367,0.110074613,0.037763901,0.003968254,47,0.774748924,0.032502067,0.011904762,3857297,Poland,Krystian Bielik_3857297,7.1
Ao Tanaka,6.34152376,0.117873972,0.054077465,0.032183908,41,0.692171866,0.055661503,0.047126437,3857255,Japan,Ao Tanaka_3857255,7.5
Idrissa Gana Gueye,6.340844313,0.123229781,0.047223366,0.023809524,68,1.186179577,0.049318624,0.031746032,3857285,Senegal,Idrissa Gueye_3857285,6.1
Ivan Perišić,6.335529234,0.116491573,0.040124905,0.00862069,75,1.165794812,0.037672019,0.030172414,3869684,Croatia,Ivan Perišić_3869684,7.4
Alexis Mac Allister,6.335400892,0.112013999,0.037995127,0.005681818,91,1.318458667,0.039201876,0.027935606,3869685,Argentina,Alexis Mac Allister_3869685,7.4
Marquinhos,6.332377551,0.106313999,0.034401715,0.013793103,181,1.742480541,0.055110745,0.055172414,3869420,Brazil,Marquinhos_3869420,6.5
Remo Freuler,6.3283392,0.108662945,0.042810777,0.017204301,65,1.040168482,0.038410071,0.013978495,3857269,Switzerland,Remo Freuler_3857269,6.6
Ismael Koné,6.328014834,0.118534696,0.036865813,0.01954023,60,1.103327496,0.038645052,0.024137931,3857268,Canada,Ismael Koné_3857268,6.5
Frenkie de Jong,6.323107853,0.099876259,0.037345021,0.008045977,61,1.010247652,0.037324188,0.018390805,3869117,Netherlands,Frenkie de Jong_3869117,6.8
Antoine Griezmann,6.3160789,0.109379436,0.036778354,0.010416667,44,0.870589664,0.029660638,0.01467803,3869685,France,Antoine Griezmann_3869685,7.1
Nikola Milenković,6.314666016,0.107849483,0.029965377,0.001075269,74,1.020893201,0.034619093,0.01827957,3857259,Serbia,Nikola Milenković_3857259,6.3
Niklas Süle,6.31439448,0.105168743,0.035231706,0.007526882,177,1.383904543,0.052750255,0.083870968,3857284,Germany,Niklas Süle_3857284,6.5
Daichi Kamada,6.310441164,0.142249874,0.069293749,0.041871921,63,1.305077646,0.046941894,0.017241379,3857295,Japan,Daichi Kamada_3857295,6.4
Raphaël Adelino José Guerreiro,6.310334503,0.118013961,0.038751881,0.019354839,43,0.925830195,0.022425093,0.005376344,3857270,Portugal,Raphaël Guerreiro_3857270,7.1
Youssouf Sabaly,6.30917384,0.124123338,0.044757332,0.029100529,115,1.402641338,0.075268025,0.113756614,3857285,Senegal,Youssouf Sabaly_3857285,7.2
Timothy Castagne,6.305692068,0.102687882,0.031488658,0.001075269,126,1.453185615,0.043419262,0.039784946,3857283,Belgium,Timothy Castagne_3857283,6.3
Andreas Skov Olsen,6.305157248,0.126218867,0.036074794,0.005747126,58,1.405822091,0.032575275,0.017241379,3857257,Denmark,Andreas Skov Olsen_3857257,6.5
Enzo Fernandez,6.303192711,0.110992989,0.036537464,0.02183908,43,1.006170599,0.024235352,0.044827586,3857289,Argentina,Enzo Fernández_3857289,7.4
Krystian Bielik,6.301800061,0.113328892,0.050880424,0.011827957,53,0.839145597,0.053788377,0.036021505,3857264,Poland,Krystian Bielik_3857264,6.1
Hidemasa Morita,6.299981485,0.116705806,0.056280919,0.022988506,51,0.67008547,0.063117866,0.059961686,3857255,Japan,Hidemasa Morita_3857255,6.6
Kieran Trippier,6.297189952,0.115697528,0.041112449,0.010582011,115,1.478671094,0.049540096,0.042989418,3857272,England,Kieran Trippier_3857272,7
Rasmus Nissen Kristensen,6.294339026,0.130872574,0.046275081,0.016009852,116,1.335017719,0.060575101,0.032019704,3857266,Denmark,Rasmus Kristensen_3857266,6.4
Romain Saïss,6.289631373,0.103108801,0.039285472,0.025862069,86,1.163144028,0.053693838,0.075123153,3857277,Morocco,Romain Saïss_3857277,7.1
Felix Eduardo Torres Caicedo,6.288538913,0.135751992,0.056077991,0.025641026,111,1.287611686,0.075524815,0.086894587,3857267,Ecuador,Félix Torres_3857267,7.5
José Diogo Dalot Teixeira,6.287119265,0.105293585,0.032499103,0.007526882,49,0.83750733,0.027264761,0.000537634,3869254,Portugal,Diogo Dalot_3869254,8.2
Ernesto Alexis Vega Rojas,6.287012023,0.138717139,0.048743163,0.007122507,58,1.264838178,0.039587375,0.002849003,3857265,Mexico,Alexis Vega_3857265,6.8
Youssouf Sabaly,6.286956013,0.112123654,0.038222688,0.031182796,60,0.95811014,0.038316512,0.038172043,3869118,Senegal,Youssouf Sabaly_3869118,6.6
Youssouf Sabaly,6.283463421,0.118667688,0.048374895,0.011396011,52,0.812182741,0.054158042,0.042782526,3857267,Senegal,Youssouf Sabaly_3857267,7.2
Sofyan Amrabat,6.283053175,0.091791349,0.036088794,0.025201613,50,0.678354773,0.04210352,0.048723118,3869220,Morocco,Sofyan Amrabat_3869220,7.2
Jordi Alba Ramos,6.283019816,0.116086294,0.03676732,0.01108871,195,2.105821241,0.04708478,0.041330645,3869220,Spain,Jordi Alba_3869220,7.3
Jules Koundé,6.282614386,0.116259135,0.040163103,0.006896552,117,1.465820179,0.048820369,0.09137931,3869152,France,Jules Koundé_3869152,6.9
Abdulelah Al Amri,6.281025919,0.122092792,0.050995464,0.014942529,43,0.585949178,0.044624548,0.01091954,3857260,Saudi Arabia,Abdulelah Al-Amri_3857260,6.6
Nikola Milenković,6.277645059,0.100645552,0.030589361,0.005376344,74,1.129096594,0.04314423,0.06702509,3857258,Serbia,Nikola Milenković_3857258,7.4
Connor Roberts,6.264265678,0.100343321,0.038420045,0.011494253,71,0.875979149,0.044260886,0.045977011,3857282,Wales,Connor Roberts_3857261,6.2
Kalidou Koulibaly,6.260902282,0.107502452,0.037012121,0.012903226,68,1.001112347,0.048076244,0.013082437,3869118,Senegal,Kalidou Koulibaly_3869118,6.3
Marcos Javier Acuña,6.260219535,0.121679176,0.041312487,0.021780303,46,0.954394896,0.025323385,0.014204545,3869685,Argentina,Marcos Acuña_3869685,6.1
Jean-Eric Maxim Choupo-Moting,6.256981652,0.118613632,0.05031063,0.035483871,39,0.746970619,0.035958139,0.024193548,3857259,Cameroon,Eric Maxim Choupo-Moting_3857259,7.5
Abdelkarim Hassan Al Haj Fadlalla,6.254684229,0.099627751,0.035260798,0.010752688,70,1.279639137,0.040617644,0.013978495,3857294,Qatar,Abdelkarim Hassan_3857286,6.9
Aziz Eraltay Behich,6.252687213,0.118292998,0.045479981,0.025287356,104,1.242299691,0.061333541,0.077011494,3857279,Australia,Aziz Behich_3857279,6.4
Weston McKennie,6.249562553,0.119283313,0.039903193,0.010344828,70,1.360998595,0.040029586,0.005747126,3869117,United States,Weston McKennie_3869117,7
João Pedro Cavaco Cancelo,6.246863654,0.106706532,0.037568203,0.013978495,96,1.342444825,0.040267355,0.012365591,3857270,Portugal,João Cancelo_3857270,7.2
Ismael Koné,6.241714234,0.113658258,0.036353949,0.001075269,77,1.28262314,0.043135091,0.037706093,3857281,Canada,Ismael Koné_3857281,6.6
Sergio Busquets i Burgos,6.241100808,0.114260551,0.032146641,0.004301075,171,2.541440344,0.039174881,0.004301075,3857291,Spain,Sergio Busquets_3857291,7.4
Romain Saïss,6.238106228,0.112383202,0.040468242,0.019354839,61,0.716838216,0.041273471,0.035483871,3857283,Morocco,Romain Saïss_3857283,8
Timothy Castagne,6.236576401,0.109588552,0.037648466,0.014942529,71,1.346612396,0.035745809,0.013409962,3857268,Belgium,Timothy Castagne_3857268,6.7
Pedro Miguel Correia,6.230032453,0.109323856,0.043701846,0.029032258,71,1.52204479,0.045869371,0.041935484,3857294,Qatar,Pedro Miguel_3857294,6.9
Éder Gabriel Militão,6.227699315,0.114790518,0.034586803,0.006896552,148,1.583794861,0.047717062,0.050574713,3869420,Brazil,Éder Militão_3869420,7.4
Gabriel Teodoro Martinelli Silva,6.227032187,0.142458655,0.045829068,0.027093596,61,1.455702052,0.042567228,0.016009852,3857280,Brazil,Gabriel Martinelli_3857280,6.4
Joe Rodon,6.226254901,0.106614135,0.039042987,0.006451613,78,0.827916105,0.05745805,0.057526882,3857261,Wales,Joe Rodon_3857261,6.5
Sofyan Amrabat,6.22422261,0.099084659,0.046212073,0.01827957,81,0.871562678,0.055729927,0.075089606,3857276,Morocco,Sofyan Amrabat_3857276,6.9
Thomas Teye Partey,6.22148092,0.113680529,0.054845563,0.035714286,85,0.935979429,0.072180096,0.081280788,3857299,Ghana,Thomas Partey_3857299,7.3
Neco Williams,6.215090481,0.121929703,0.044188894,0.01954023,80,1.336245315,0.043373964,0.025287356,3857273,Wales,Nico Williams_3857263,6.5
Jude Bellingham,6.213543908,0.114781175,0.038219642,0.002150538,64,1.133649768,0.028917762,0,3869118,England,Jude Bellingham_3869118,7.7
Hakim Ziyech,6.213488657,0.134491493,0.052323506,0.025132275,111,1.251398073,0.062002654,0.027777778,3869552,Morocco,Hakim Ziyech_3869552,5.9
Kylian Mbappé Lottin,6.209282271,0.11824254,0.038112102,0.019886364,48,0.982563878,0.033175833,0,3869685,France,Kylian Mbappé_3869685,8.5
Héctor Miguel Herrera López,6.207736182,0.099750117,0.034678671,0.004597701,64,0.934074662,0.040126204,0.036206897,3857289,Mexico,Héctor Herrera_3857289,6.4
Denzel Dumfries,6.207517039,0.111329723,0.032412713,0.010080645,60,1.283368711,0.02911091,0.026209677,3869321,Netherlands,Denzel Dumfries_3869321,5.8
Harry Maguire,6.205969507,0.121197278,0.04728453,0.023333333,165,1.625439783,0.085555161,0.088333333,3869354,England,Harry Maguire_3869354,7.1
Mohammed Al Burayk,6.205500655,0.119884689,0.035271056,0.003968254,75,1.333728512,0.039411314,0.001322751,3857297,Saudi Arabia,Mohammed Al-Burayk_3857297,6.8
Joško Gvardiol,6.197400201,0.100264706,0.03014016,0.002463054,122,1.382119026,0.051903576,0.044950739,3869684,Croatia,Joško Gvardiol_3869684,7.4
Collins Fai,6.19657691,0.116158798,0.052766191,0.033333333,84,1.2204596,0.055681722,0.049808429,3857290,Cameroon,Collins Fai_3857290,6.7
Adrien Rabiot,6.193458115,0.107083503,0.039411331,0.008045977,104,1.291707152,0.050245906,0.02183908,3869152,France,Adrien Rabiot_3869152,7
Cristian Gabriel Romero,6.190051348,0.100624049,0.025293823,0.005376344,130,2.334487768,0.0347002,0,3857264,Argentina,Cristian Romero_3857264,6.8
Rúben Diogo Da Silva Neves,6.186800329,0.107661734,0.034702384,0,87,1.340137804,0.036743231,0.005376344,3857270,Portugal,Rúben Neves_3857270,6.5
Walker Zimmerman,6.185262316,0.119534636,0.055534598,0.021164021,119,1.274438358,0.07073762,0.10515873,3857272,United States,Walker Zimmerman_3857272,6.8
Marco Asensio Willemsen,6.18277259,0.117262975,0.042730919,0.008045977,65,1.265616896,0.034046341,0.001149425,3857263,Spain,Marco Asensio_3857263,6.5
José Martín Cáceres Silva,6.180132407,0.107390404,0.035144023,0.002645503,127,1.466090426,0.060060049,0.061507937,3857287,Uruguay,Martín Cáceres_3857287,6.6
Daniel Olmo Carvajal,6.180101972,0.122786646,0.040599003,0.014942529,87,2.361572816,0.028432522,0,3857255,Spain,Daniel Carvajal_3857255,6.7
Darwin Gabriel Núñez Ribeiro,6.175222422,0.140186132,0.05658627,0.017195767,39,1.093876803,0.031062572,0.000661376,3857287,Uruguay,Darwin Núñez_3857287,6.3
Éder Gabriel Militão,6.175217913,0.112522971,0.031057276,0.009852217,133,1.63378055,0.048213139,0.070197044,3857280,Brazil,Éder Militão_3857280,6.7
Vanja Milinković Savić,6.172549926,0.098742688,0.02707978,0.010752688,58,0.970205951,0.030131839,0.01344086,3857258,Serbia,Vanja Milinković-Savić_3857258,7.5
Jun-Ho Son,6.168722523,0.103246886,0.029884787,0.003448276,70,1.351058592,0.030958831,0.003448276,3869253,South Korea,Jun-ho Son_3869253,7.3
Hakim Ziyech,6.168611581,0.118149722,0.05307663,0.025806452,53,0.842624904,0.057559641,0.045519713,3857283,Morocco,Hakim Ziyech_3857283,7.4
Pape Matar Sarr,6.166841691,0.106927846,0.044193541,0.005376344,54,0.984939288,0.043618022,0.021146953,3869118,Senegal,Pape Matar Sarr_3869118,6.8
Leander Dendoncker,6.155179769,0.114620502,0.038547557,0.002298851,140,1.62730742,0.060654693,0.104597701,3857268,Belgium,Leander Dendoncker_3857268,7.5
Sergino Dest,6.144039351,0.106404793,0.036072023,0.006896552,128,1.506685509,0.053446567,0.074904215,3857282,United States,Sergiño Dest_3857282,6.7
Weston McKennie,6.139931314,0.100161274,0.034362162,0.002150538,68,0.772881991,0.035378629,0.014516129,3857278,United States,Weston McKennie_3857278,6.5
Walker Zimmerman,6.136691861,0.109184724,0.036364336,0.004597701,158,1.547326425,0.06310591,0.093103448,3857282,United States,Walker Zimmerman_3857282,6.5
Ethan Ampadu,6.13388904,0.109478119,0.040869742,0,107,1.431652174,0.050835896,0.014942529,3857273,Wales,Ethan Ampadu_3857273,7.2
Frenkie de Jong,6.124426165,0.120371101,0.049454923,0.011904762,113,1.346255975,0.065606555,0.05026455,3857285,Netherlands,Frenkie de Jong_3857285,7.7
Aurélien Djani Tchouaméni,6.123613295,0.102241659,0.034610949,0.002298851,133,1.531414343,0.057050975,0.06091954,3869152,France,Aurélien Tchouaméni_3869152,6.9
Andrej Kramarić,6.121302513,0.11904058,0.036581125,0.007526882,67,1.325944722,0.032094867,0.013978495,3869519,Croatia,Andrej Kramarić_3869519,6.7
Mathías Olivera Miramontes,6.119472092,0.116663806,0.040054154,0.009677419,50,0.779538958,0.036374032,0.003763441,3857270,Uruguay,Mathías Olivera_3857287,7.5
Marcos Javier Acuña,6.118060531,0.112689943,0.037135251,0.007526882,107,1.621298059,0.040542719,0.003225806,3869151,Argentina,Marcos Acuña_3869151,6.9
Filip Kostić,6.116411652,0.12744175,0.039639344,0.005376344,82,1.401879557,0.054681361,0.051612903,3857259,Serbia,Filip Kostić_3857259,6.7
Ethan Ampadu,6.115139749,0.10577994,0.04067399,0.001149425,59,0.819182283,0.040426604,0.016091954,3857282,Wales,Ethan Ampadu_3857273,7.2
David Junior Hoilett,6.113231456,0.114243481,0.037420915,0.011827957,42,0.966489079,0.026286874,0.001075269,3857276,Canada,Junior Hoilett_3857276,7.1
Leandro Daniel Paredes,6.110256659,0.116828043,0.037702687,0.009072581,83,1.536,0.036887339,0.020665323,3869321,Argentina,Leandro Paredes_3869321,7
Mateo Kovačić,6.109173022,0.109895003,0.037589232,0.007056452,105,1.552586559,0.042608687,0.022177419,3869219,Croatia,Mateo Kovačić_3869219,6.8
Toby Alderweireld,6.103206082,0.100002762,0.030497804,0.009195402,135,1.649215838,0.056853042,0.072413793,3857268,Belgium,Toby Alderweireld_3857268,8.2
Ellyes Joris Skhiri,6.10007017,0.103911246,0.05189588,0.014778325,61,0.79320758,0.050445721,0.013546798,3857275,Tunisia,Ellyes Skhiri_3857275,7.1
Tim Ream,6.099583033,0.102325543,0.03332194,0.010752688,101,0.805104906,0.042653326,0.064516129,3857278,United States,Tim Ream_3857278,7.1
Lisandro Martínez,6.099147984,0.10760506,0.035411774,0.004597701,97,1.521372481,0.046601595,0.037931034,3857289,Argentina,Lisandro Martínez_3857289,6.9
Nampalys Mendy,6.097701411,0.114644407,0.052112513,0.009259259,75,1.309417767,0.056318082,0.025793651,3857285,Senegal,Nampalys Mendy_3857285,6.9
Jordi Alba Ramos,6.080814783,0.109385452,0.036250967,0.012643678,134,1.511474331,0.054994132,0.066091954,3857263,Spain,Jordi Alba_3857263,7.5
Toby Alderweireld,6.07963481,0.107503473,0.039875604,0.011827957,189,1.471354608,0.062638271,0.043010753,3857283,Belgium,Toby Alderweireld_3857283,6.4
Mathew Leckie,6.078240238,0.116168343,0.053773227,0.012643678,50,0.916230366,0.055301538,0.022605364,3857288,Australia,Mathew Leckie_3857288,5.9
Mason Mount,6.076320954,0.118200788,0.039026577,0.017195767,61,1.277956004,0.034184586,0,3857272,England,Mason Mount_3857272,6.7
